EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Pace,SecondsPerPossDef,Minutes,PlusMinus,OffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGA,Arc3FGA,NonHeaveArc3FGA,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,ShortMidRangeFrequency,Arc3Frequency,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,ThreePtShootingFoulsDrawn,PenaltyFg2Pct,OffCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceFG3A,Steals,LostBallSteals,Travels,Offensive Fouls,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceFtPoints,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceFG3M,BadPassSteals,Charge Fouls,SecondChanceFg3Pct,OffShortMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SelfOReb,SelfORebPct,3SecondViolations,HeaveAttempts,Fg3aBlocked,Loose Ball Fouls,Charge Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3FGA,SecondChanceArc3Frequency,FTOffRebounds,OffFTReboundPct,Arc3PctBlocked,team_id,year,season,team_vs
1626145-1626157-201565-201959-202710,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Taj Gibson, Jimmy Butler","Jones, Towns, Rose, Gibson, Butler",1626145-1626157-201565-201959-202710,MIN,3.0,1,1,1.0,1,480.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201565-201959-2037,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Taj Gibson, Jamal Crawford","Jones, Towns, Rose, Gibson, Crawford",1626145-1626157-201565-201959-2037,MIN,181.0,1,5,5.0,10,79.55801104972376,16.2,3.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,0.7,0.2,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,20.0,20.0,16.0,0.4,0.5,0.5,1.0,0.4,0.5,0.5,1.0,0.2,1.0,1.0,1.0,0.6,0.46737,11.4,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201565-202357-2037,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Nemanja Bjelica, Jamal Crawford","Jones, Towns, Rose, Bjelica, Crawford",1626145-1626157-201565-202357-2037,MIN,71.0,1,3,3.0,6,121.69014084507042,9.333333333333334,1.0,-3.0,3.0,,,,1.0,,,,2.0,,1.0,,3.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,1.0,,1.0,1.0,,,14.333333333333334,14.333333333333334,9.333333333333334,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,0.42605,11.25,26.3,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201959-202710-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Taj Gibson, Jimmy Butler, Andrew Wiggins","Jones, Towns, Gibson, Butler, Wiggins",1626145-1626157-201959-202710-203952,MIN,653.0,3,18,3.0,40,88.208269525268,16.27777777777778,11.0,-1.0,22.0,4.0,6.0,,1.0,,,7.0,12.0,2.0,4.0,23.0,24.0,8.0,3.0,4.0,1.0,5.0,,2.0,,11.0,5.0,3.0,9.0,12.0,3.0,1.0,4.0,1.0,21.0,0.5714285714285714,0.6666666666666666,0.5,0.5,0.5,0.5833333333333334,0.625,0.6764705882352942,0.25,0.5,0.8333333333333334,0.6666666666666666,0.5,0.8,0.25,16.363636363636363,15.818181818181818,15.055555555555555,0.375,0.6666666666666666,0.8,0.5,0.0625,,,,,,,,0.625,0.505459375,6.125,25.4,5.0,4.0,4.0,1.0,0.08333333333333333,,0.3125,0.25,4.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,0.5,0.5,0.5,0.75,0.5,0.75,0.16666666666666666,0.42857142857142855,1.0,0.4,0.5,0.42857142857142855,1.0,0.5,0.3333333333333333,1.0,1.0,0.6,0.6,0.6666666666666666,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5077,0.52485,0.11764705882352941,0.15384615384615385,0.08695652173913043,0.13043478260869565,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201959-2037-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Taj Gibson, Jamal Crawford, Andrew Wiggins","Jones, Towns, Gibson, Crawford, Wiggins",1626145-1626157-201959-2037-203952,MIN,177.0,2,6,,12,97.62711864406779,13.166666666666666,3.0,2.0,6.0,,1.0,,,,,3.0,4.0,,,9.0,7.0,2.0,,1.0,,1.0,,,,2.0,2.0,,2.0,2.0,,,,,9.0,0.3333333333333333,0.3333333333333333,,,,0.75,0.75,0.6428571428571429,,,1.0,1.0,,1.0,,16.333333333333332,16.333333333333332,13.166666666666666,0.25,,,,,,,,,,,,0.25,0.51675,7.775,,3.0,,,,,,0.75,,,,,,3.0,,,,3.0,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-201565-202357-203476-2037,1610612750,"Tyus Jones, Derrick Rose, Nemanja Bjelica, Gorgui Dieng, Jamal Crawford","Jones, Rose, Bjelica, Dieng, Crawford",1626145-201565-202357-203476-2037,MIN,172.0,2,6,2.0,11,92.09302325581395,10.666666666666666,3.0,-8.0,5.0,,1.0,,1.0,,,1.0,3.0,,1.0,2.0,10.0,,,,,,,,,,1.0,,2.0,2.0,,,,,2.0,,,,,,0.3333333333333333,0.25,0.25,0.25,,1.0,1.0,,,,21.6,21.6,10.666666666666666,0.25,,,,0.25,,,,,,,,0.5,0.4462875,7.633333333333333,26.6,1.0,1.0,1.0,,,,0.25,0.25,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-201959-202710-203476-203952,1610612750,"Tyus Jones, Taj Gibson, Jimmy Butler, Gorgui Dieng, Andrew Wiggins","Jones, Gibson, Butler, Dieng, Wiggins",1626145-201959-202710-203476-203952,MIN,400.0,3,11,,21,75.6,21.90909090909091,7.0,5.0,10.0,3.0,4.0,2.0,3.0,,1.0,6.0,9.0,,1.0,14.0,9.0,6.0,,3.0,,3.0,,2.0,1.0,6.0,6.0,1.0,8.0,10.0,2.0,2.0,2.0,,14.0,0.5,0.5,,,,0.6666666666666666,0.6,0.6363636363636364,0.1,0.3333333333333333,0.75,0.6363636363636364,0.3333333333333333,0.8571428571428571,,15.9,15.2,15.727272727272727,0.4,0.75,1.0,0.6666666666666666,0.3,0.6666666666666666,0.6666666666666666,0.5,0.1,,,,0.5,0.52588,8.5,23.2,2.0,,,1.0,0.1111111111111111,,0.2,,5.0,1.0,,,1.0,,,,2.0,,,,,1.0,6.0,6.0,,,,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,2.0,,2.0,1.0,,3.0,,,,,,,6.0,5.0,,,,0.4,,0.5,0.25,,1.0,0.3333333333333333,1.0,0.5,1.0,,,,,0.5,0.5,,,,,,,,,,,0.546,0.09090909090909091,,,0.42857142857142855,0.5,,,,1.0,2.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,0.4,0.5,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-201959-203476-2037-203952,1610612750,"Tyus Jones, Taj Gibson, Gorgui Dieng, Jamal Crawford, Andrew Wiggins","Jones, Gibson, Dieng, Crawford, Wiggins",1626145-201959-203476-2037-203952,MIN,299.0,3,10,6.0,19,91.50501672240803,15.5,5.0,1.0,9.0,2.0,3.0,1.0,2.0,,1.0,3.0,6.0,,2.0,6.0,5.0,2.0,,1.0,,1.0,,1.0,,2.0,4.0,2.0,7.0,9.0,1.0,1.0,1.0,1.0,6.0,0.3333333333333333,0.3333333333333333,,,,0.5,0.375,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,1.0,16.0,15.222222222222221,15.5,0.375,0.6666666666666666,1.0,0.5,0.25,0.5,0.5,,0.125,,,,0.625,0.54459375,8.333333333333334,24.25,1.0,1.0,1.0,1.0,0.16666666666666666,,0.125,0.125,4.0,2.0,,,,,,,,,,,,1.0,4.0,4.0,,,,,,,2.0,1.0,2.0,,,,2.0,,,2.0,,1.0,1.0,,3.0,1.0,,2.0,,,1.0,,,,4.0,4.0,,,,0.5,,0.5,0.3333333333333333,,1.0,0.6666666666666666,,0.4,1.0,,1.0,,,,,,,,,,,,,,0.80805,0.5493875,0.1111111111111111,0.14285714285714285,,0.6666666666666666,0.4444444444444444,,,,1.0,1.0,1.0,2.0,3.0,,,0.6666666666666666,,0.25,1.0,0.25,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-202357-203476-2037-203952,1610612750,"Tyus Jones, Nemanja Bjelica, Gorgui Dieng, Jamal Crawford, Andrew Wiggins","Jones, Bjelica, Dieng, Crawford, Wiggins",1626145-202357-203476-2037-203952,MIN,353.0,2,12,7.0,24,97.90368271954674,14.833333333333334,6.0,1.0,12.0,1.0,2.0,,1.0,,1.0,2.0,7.0,,2.0,11.0,10.0,2.0,,1.0,,1.0,,1.0,,2.0,4.0,2.0,7.0,8.0,,,,,6.0,0.5,0.5,,,,0.2857142857142857,0.2222222222222222,0.4230769230769231,0.2222222222222222,1.0,0.6666666666666666,0.75,,0.6666666666666666,,14.583333333333334,13.75,12.083333333333334,0.2222222222222222,0.5,1.0,1.0,0.1111111111111111,,,,0.1111111111111111,,,,0.4444444444444444,0.49720555555555557,7.957142857142857,23.8,4.0,1.0,1.0,1.0,0.14285714285714285,,0.4444444444444444,0.1111111111111111,9.0,2.0,,,1.0,,,1.0,7.0,1.0,1.0,5.0,,2.0,7.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,5.0,,9.0,1.0,,5.0,,,,7.0,9.0,,1.0,1.0,0.2857142857142857,1.25,0.3888888888888889,0.5,1.0,1.0,0.2,,0.14285714285714285,,,1.0,1.0,,0.25,0.25,,,,,,,0.14285714285714285,,,0.256,0.51925,0.38461538461538464,0.45454545454545453,0.45454545454545453,0.6363636363636364,0.75,,,,1.0,2.0,1.0,2.0,5.0,3.0,,0.4,,0.2857142857142857,0.5,0.14285714285714285,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626157-201565-201952-201959-202710,1610612750,"Karl-Anthony Towns, Derrick Rose, Jeff Teague, Taj Gibson, Jimmy Butler","Towns, Rose, Teague, Gibson, Butler",1626157-201565-201952-201959-202710,MIN,207.0,1,6,,12,83.47826086956522,15.333333333333334,3.0,-2.0,6.0,,,1.0,2.0,,,1.0,4.0,1.0,2.0,6.0,8.0,2.0,3.0,1.0,1.0,2.0,,,1.0,5.0,2.0,,2.0,3.0,,,,,5.0,1.0,1.0,1.0,0.5,0.5,0.25,0.4166666666666667,0.42857142857142855,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,,,19.166666666666668,19.166666666666668,14.666666666666666,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,0.3333333333333333,0.4349166666666667,12.35,26.5,2.0,2.0,2.0,,,,0.3333333333333333,0.3333333333333333,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,2.0,1.0,,2.0,,,1.0,,,,,,,,,,0.5,,,,,,1.0,0.25,,1.0,,,1.0,,,,0.5,0.5,1.0,,,,,0.5,,,0.14285714285714285,0.2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
