EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PtsPutbacks,DeadBallTurnovers,Offensive Fouls,DefCorner3ReboundPct,LongMidRangeFGM,Corner3FGM,Corner3Assists,LongMidRangeAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedAtRim,SecondChanceFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,FTDefRebounds,BlockingFoulsDrawn,DefensiveGoaltends,ShortMidRangePctBlocked,DefFTReboundPct,DefAtRimReboundPct,Charge Fouls,Charge Fouls Drawn,PenaltyFG2M,PenaltyFG2A,PenaltyFg2Pct,PenaltyEfgPct,Technical Free Throw Trips,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,PenaltyAtRimFGM,PenaltyAtRimFGA,BlockingFouls,BlockedLongMidRange,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3SecondViolations,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1626145-1626157-1627875-201959-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Marcus Georges-Hunt, Taj Gibson, Andrew Wiggins","Jones, Towns, Georges-Hunt, Gibson, Wiggins",1626145-1626157-1627875-201959-203952,MIN,328.0,3,5.0,-3.0,10.0,10.0,5.0,1.0,20.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,1.0,3.0,3.0,12.0,15.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,5.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.6,0.75,0.3333333333333333,0.3333333333333333,1.0,0.5,0.6666666666666666,1.0,0.6,0.4,1.0,0.5,1.0,1.0,0.2,87.80487804878048,1.0,18.2,14.6,18.2,14.6,0.4444444444444444,0.5,0.5,1.0,0.1111111111111111,1.0,1.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.7777777777777778,0.5,0.5453444444444444,0.6092,0.528675,0.1111111111111111,0.16666666666666666,0.25,0.16666666666666666,5.733333333333333,25.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-1627875-202357-203498,1610612750,"Tyus Jones, Karl-Anthony Towns, Marcus Georges-Hunt, Nemanja Bjelica, Shabazz Muhammad","Jones, Towns, Georges-Hunt, Bjelica, Muhammad",1626145-1626157-1627875-202357-203498,MIN,267.0,2,4.0,-2.0,9.0,9.0,,1.0,18.0,4.0,5.0,1.0,1.0,1.0,1.0,,,,,1.0,,5.0,6.0,,1.0,4.0,14.0,16.0,1.0,1.0,,2.0,,,,4.0,6.0,,1.0,,2.0,,2.0,,2.0,4.0,1.0,2.0,,2.0,1.0,3.0,,,,1.0,,2.0,4.0,3.0,5.0,1.0,3.0,,,,,,12.0,,,,0.4,0.5,,,,0.8333333333333334,1.0,0.7142857142857143,1.0,0.7777777777777778,1.0,,0.14285714285714285,,,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,,,0.5,,97.07865168539325,,14.11111111111111,15.555555555555555,14.11111111111111,13.777777777777779,0.7142857142857143,0.8,0.8,0.5,0.14285714285714285,1.0,1.0,,,0.14285714285714285,,,,1.0,1.0,,,,0.8571428571428571,,0.5834928571428571,0.6876,,0.3333333333333333,0.375,0.14285714285714285,,2.1999999999999997,24.5,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-1627875-202357-2037,1610612750,"Tyus Jones, Karl-Anthony Towns, Marcus Georges-Hunt, Nemanja Bjelica, Jamal Crawford","Jones, Towns, Georges-Hunt, Bjelica, Crawford",1626145-1626157-1627875-202357-2037,MIN,491.0,3,8.0,8.0,17.0,14.0,,,31.0,1.0,1.0,,,1.0,2.0,5.0,1.0,,2.0,4.0,,5.0,8.0,3.0,5.0,5.0,24.0,16.0,,,,,,,,6.0,4.0,9.0,4.0,2.0,3.0,3.0,6.0,2.0,1.0,15.0,,3.0,3.0,6.0,,6.0,,,,3.0,,1.0,2.0,4.0,6.0,,1.0,,,,,,24.0,,,,0.6,0.6,1.0,0.6,0.6,0.625,,0.7307692307692307,,0.8,,,0.38461538461538464,,0.75,,0.75,0.75,,,0.6666666666666666,1.0,1.0,,90.91649694501018,,16.058823529411764,15.571428571428571,16.058823529411764,14.857142857142858,0.07692307692307693,1.0,1.0,1.0,0.15384615384615385,0.5,0.5,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.5,0.5,1.0,,,,,,0.46153846153846156,0.5,0.4657153846153846,,,0.2,0.1111111111111111,,,13.6875,25.74,,4.0,,3.0,,0.5,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.6,0.6,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-1627875-203476-2037,1610612750,"Tyus Jones, Karl-Anthony Towns, Marcus Georges-Hunt, Gorgui Dieng, Jamal Crawford","Jones, Towns, Georges-Hunt, Dieng, Crawford",1626145-1626157-1627875-203476-2037,MIN,1660.0,5,28.0,13.0,49.0,48.0,,7.0,97.0,8.0,11.0,1.0,2.0,1.0,4.0,19.0,2.0,,8.0,11.0,,17.0,34.0,8.0,13.0,9.0,67.0,54.0,2.0,3.0,1.0,11.0,,,,22.0,12.0,24.0,11.0,8.0,11.0,8.0,19.0,8.0,6.0,46.0,4.0,6.0,3.0,9.0,7.0,16.0,,2.0,1.0,4.0,,4.0,14.0,9.0,12.0,1.0,6.0,1.0,3.0,2.0,3.0,,56.0,,,,0.6470588235294118,0.7333333333333333,1.0,0.6153846153846154,0.6153846153846154,0.5,0.6666666666666666,0.6170212765957447,0.8333333333333334,0.6320754716981132,0.7857142857142857,,0.2765957446808511,0.5,0.2,0.23529411764705882,1.0,0.42857142857142855,0.2727272727272727,,0.42857142857142855,,1.0,,84.144578313253,,15.387755102040817,18.875,14.857142857142858,18.4375,0.23404255319148937,0.7272727272727273,0.7272727272727273,0.75,0.0851063829787234,0.25,0.25,0.40425531914893614,0.0425531914893617,0.23404255319148937,0.7272727272727273,0.7272727272727273,1.0,0.3333333333333333,0.5,,,,0.5106382978723404,0.7272727272727273,0.49697234042553196,0.50672,,0.11538461538461539,0.15384615384615385,0.16417910447761194,,12.073529411764707,24.53846153846154,,,4.0,2.0,,1.0,8.0,,,4.0,8.0,5.0,,,,0.42105263157894735,0.42105263157894735,0.5,,,,,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.4,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.5,1.0,0.5,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201565-201952-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Jeff Teague, Andrew Wiggins","Jones, Towns, Rose, Teague, Wiggins",1626145-1626157-201565-201952-203952,MIN,28.0,1,,,1.0,2.0,,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,2.0,,,,2.0,2.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,1.0,0.5,1.0,0.5,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,154.28571428571428,,13.0,7.5,12.0,7.5,1.0,0.5,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,0.50115,0.5269,,,,1.0,,2.05,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201565-202357-2037,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Nemanja Bjelica, Jamal Crawford","Jones, Towns, Rose, Bjelica, Crawford",1626145-1626157-201565-202357-2037,MIN,864.0,4,14.0,-5.0,26.0,27.0,,2.0,53.0,5.0,5.0,,,4.0,5.0,5.0,2.0,,4.0,6.0,1.0,11.0,15.0,4.0,8.0,5.0,39.0,44.0,,,,3.0,1.0,,,10.0,12.0,12.0,6.0,4.0,5.0,4.0,9.0,4.0,3.0,22.0,2.0,1.0,5.0,7.0,2.0,9.0,,3.0,1.0,4.0,,3.0,8.0,6.0,6.0,2.0,4.0,,2.0,1.0,2.0,,36.0,,,,0.45454545454545453,0.45454545454545453,1.0,0.5,0.5,0.7333333333333333,,0.7391304347826086,0.75,0.78,0.75,,0.34782608695652173,0.75,0.5555555555555556,0.5,0.5,0.5454545454545454,0.2857142857142857,,0.6666666666666666,,0.5,,88.33333333333333,,14.923076923076923,17.62962962962963,14.5,14.444444444444445,0.21739130434782608,1.0,1.0,0.6,0.21739130434782608,0.8,1.0,0.21739130434782608,0.08695652173913043,0.2608695652173913,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,0.5652173913043478,0.6666666666666666,0.48085434782608694,0.45495,0.1503,0.16,0.23529411764705882,0.07692307692307693,,9.286666666666667,26.2625,,3.0,,1.0,,,2.0,,,1.0,,,1.0,,,0.4,0.4,0.5,,,,,1.0,2.0,1.0,2.0,1.0,,,,2.0,,,,,,1.0,0.5,,,1.0,0.3333333333333333,,,0.25,1.0,0.5,1.0,1.0,0.06666666666666667,,1.0,1.0,1.0,0.2,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201565-202710-2037,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Jimmy Butler, Jamal Crawford","Jones, Towns, Rose, Butler, Crawford",1626145-1626157-201565-202710-2037,MIN,1143.0,4,19.0,16.0,38.0,37.0,,4.0,75.0,13.0,15.0,2.0,3.0,3.0,5.0,8.0,3.0,,1.0,3.0,,17.0,28.0,2.0,6.0,10.0,50.0,34.0,3.0,4.0,,6.0,,,,22.0,12.0,6.0,3.0,1.0,11.0,2.0,13.0,1.0,9.0,28.0,4.0,5.0,9.0,16.0,4.0,20.0,,1.0,,3.0,,4.0,8.0,9.0,13.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,44.0,,,,0.6470588235294118,0.7333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6071428571428571,0.75,0.5882352941176471,0.75,0.625,0.75,,0.17647058823529413,0.3333333333333333,0.6,0.36363636363636365,0.8333333333333334,0.6666666666666666,0.26666666666666666,0.5,0.6666666666666666,0.5714285714285714,0.8,,94.48818897637796,1.0,14.710526315789474,15.783783783783784,14.31578947368421,14.837837837837839,0.4411764705882353,0.8666666666666667,0.8666666666666667,0.6923076923076923,0.14705882352941177,0.6,0.6,0.23529411764705882,0.08823529411764706,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,,,,0.6176470588235294,0.3333333333333333,0.5470573529411764,0.6179250000000001,,0.15384615384615385,0.18181818181818182,0.12,,7.214285714285714,24.133333333333336,,,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,0.125,0.125,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,,,2.0,1.0,,,,2.0,,,,,,0.5,0.2857142857142857,,,0.3333333333333333,,,,,,,2.0,,,,1.0,0.6,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201565-203476-2037,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Gorgui Dieng, Jamal Crawford","Jones, Towns, Rose, Dieng, Crawford",1626145-1626157-201565-203476-2037,MIN,445.0,2,7.0,6.0,15.0,14.0,2.0,2.0,29.0,4.0,7.0,,,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,6.0,11.0,2.0,4.0,3.0,21.0,15.0,1.0,2.0,,5.0,1.0,,2.0,2.0,10.0,6.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,3.0,1.0,2.0,3.0,3.0,6.0,,,,2.0,,1.0,5.0,7.0,3.0,1.0,2.0,,1.0,,1.0,1.0,16.0,2.0,2.0,,0.16666666666666666,0.2,1.0,0.5,0.5,0.5454545454545454,0.5,0.6,0.8333333333333334,0.65625,0.8333333333333334,0.5,0.26666666666666666,,0.5,0.6,0.5,0.5,0.42857142857142855,0.3333333333333333,,,0.5,,93.84269662921348,1.0,13.8,17.0,13.133333333333333,16.071428571428573,0.4666666666666667,0.5714285714285714,0.8,0.25,0.13333333333333333,0.5,0.5,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.5,0.5,1.0,,,,,0.5,0.7333333333333333,0.5,0.5115333333333333,0.47750000000000004,0.477825,0.125,0.16666666666666666,0.23809523809523808,0.09523809523809523,6.490909090909091,23.4,0.13333333333333333,,2.0,2.0,1.0,,1.0,1.0,1.0,,5.0,4.0,,,,0.5,0.5,,0.5,0.5,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,0.3333333333333333,1.0,1.0,2.0,0.18181818181818182,0.2857142857142857,,1.0,,,,0.6666666666666666,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201952-201959-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Jeff Teague, Taj Gibson, Andrew Wiggins","Jones, Towns, Teague, Gibson, Wiggins",1626145-1626157-201952-201959-203952,MIN,63.0,2,1.0,2.0,3.0,2.0,1.0,,5.0,1.0,1.0,,,,1.0,,,,,,,1.0,2.0,,,2.0,4.0,2.0,,,,,,1.0,1.0,2.0,,,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,2.0,3.0,1.0,1.0,1.0,,,,,4.0,,,,1.0,1.0,,,,0.5,,0.5,,0.6666666666666666,,0.5,,,1.0,,,0.5,,,,1.0,,,114.28571428571428,,10.666666666666666,15.5,10.666666666666666,13.5,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,0.5,,0.47185,,,0.5,0.5,,0.25,7.3,,0.3333333333333333,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
1626145-1626157-201952-202357-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Jeff Teague, Nemanja Bjelica, Andrew Wiggins","Jones, Towns, Teague, Bjelica, Wiggins",1626145-1626157-201952-202357-203952,MIN,3.0,1,,4.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,2.0,,,,,4.0,1.0,-2.0,,,,,,,,,,,0.75,,0.75,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,False
