EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,PenaltyOffPossExcludingTakeFouls,FG3APct,Pace,SecondsPerPossOff,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,PlusMinus,DefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyPointsPct,Avg2ptShotDistance,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyDefPoss,SecondChanceAtRimFGM,LongMidRangeFGA,Corner3FGM,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,LongMidRangeFGM,Offensive Fouls,NonShootingPenaltyNonTakeFouls,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyFtPoints,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,LiveBallTurnovers,LostBallTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,LongMidRangeAssists,LongMidRangePctAssisted,Loose Ball Fouls,PtsPutbacks,ShortMidRangeAssists,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,DefensiveGoaltends,SelfORebPct,ShortMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,BlockedArc3,team_id,year,season,team_vs
1626145-1626157-201565-201959-202710,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Taj Gibson, Jimmy Butler","Jones, Towns, Rose, Gibson, Butler",1626145-1626157-201565-201959-202710,MIN,3.0,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,480.0,3.0,1.0,1.0,1.0,1.0,0.5073,0.5073,0.5073,23.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
1626145-1626157-201565-201959-2037,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Taj Gibson, Jamal Crawford","Jones, Towns, Rose, Gibson, Crawford",1626145-1626157-201565-201959-2037,MIN,181.0,1,5,5.0,1.0,10,,,,1.0,,1.0,5.0,0.16666666666666666,79.55801104972376,16.2,,,,0.8333333333333334,0.54965,0.7001,0.54965,25.6,1.0,3.0,-3.0,5.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,7.0,1.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,0.5,0.5,0.4,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.25,1.0,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,20.0,16.0,20.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.5,0.16666666666666666,1.0,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
1626145-1626157-201565-202357-2037,1610612750,"Tyus Jones, Karl-Anthony Towns, Derrick Rose, Nemanja Bjelica, Jamal Crawford","Jones, Towns, Rose, Bjelica, Crawford",1626145-1626157-201565-202357-2037,MIN,71.0,1,3,3.0,,6,,,,1.0,,1.0,3.0,0.5,121.69014084507042,9.333333333333334,,,,1.0,0.6401,,0.6401,26.1,1.0,1.0,3.0,3.0,,1.0,,,1.0,,1.0,1.0,,1.0,3.0,,,,1.0,3.0,,,1.0,,,,,,,2.0,3.0,,3.0,3.0,3.0,,,,,0.75,0.75,0.75,0.75,,,1.0,,1.0,,,,1.0,14.333333333333334,9.333333333333334,14.333333333333334,0.5,,,,,0.5,,0.5,,0.5,1.0,1.5,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
1626145-1626157-201959-202710-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Taj Gibson, Jimmy Butler, Andrew Wiggins","Jones, Towns, Gibson, Butler, Wiggins",1626145-1626157-201959-202710-203952,MIN,653.0,3,18,3.0,2.0,40,3.0,,,10.0,,,3.0,0.47619047619047616,88.208269525268,16.27777777777778,0.14285714285714285,,,0.8095238095238095,0.5288404761904762,0.3945,0.48505,24.68,0.16666666666666666,11.0,1.0,22.0,5.0,7.0,1.0,2.0,3.0,3.0,7.0,,5.0,11.0,24.0,23.0,2.0,2.0,4.0,4.0,4.0,6.0,7.0,3.0,2.0,6.0,2.0,16.0,3.0,3.0,5.0,4.0,9.0,21.0,4.0,0.4,0.4,0.45454545454545453,0.5,0.5238095238095238,0.5,0.5454545454545454,0.5,0.2727272727272727,0.14285714285714285,0.6,0.5,0.5714285714285714,0.3333333333333333,0.6666666666666666,,1.0,16.363636363636363,15.055555555555555,15.818181818181818,0.3333333333333333,0.7142857142857143,0.8333333333333334,0.4,0.14285714285714285,0.3333333333333333,0.5,0.75,0.6666666666666666,,0.16666666666666666,5.5,2.0,,4.0,,,2.0,1.0,,,,,1.0,,1.0,,0.4,,0.4,0.5,1.0,0.5,,0.2857142857142857,0.3333333333333333,,0.2857142857142857,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,12.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.1,0.6666666666666666,0.14285714285714285,1.0,0.16666666666666666,0.5,0.2,0.047619047619047616,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.09090909090909091,0.16666666666666666,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
1626145-1626157-201959-2037-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Taj Gibson, Jamal Crawford, Andrew Wiggins","Jones, Towns, Gibson, Crawford, Wiggins",1626145-1626157-201959-2037-203952,MIN,177.0,2,6,,,12,1.0,,,3.0,,,,0.6,97.62711864406779,13.166666666666666,0.2,,,0.6,0.50392,,,25.03333333333333,,3.0,-2.0,6.0,,,,,,1.0,2.0,,2.0,2.0,7.0,9.0,,,,,,4.0,2.0,,,1.0,,3.0,,1.0,1.0,,1.0,7.0,,,,1.0,,0.7,,0.7,,,,1.0,,1.0,,,1.0,,16.333333333333332,13.166666666666666,16.333333333333332,,,,,0.2,0.4,,,,,,12.85,,,1.0,,,,,,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,1.0,1.0,,,,,3.0,,1.0,,1.0,,,,,,2.0,,4.0,,,,,,,,1.0,,,,,,,,,,,0.2,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
1626145-201565-202357-203476-2037,1610612750,"Tyus Jones, Derrick Rose, Nemanja Bjelica, Gorgui Dieng, Jamal Crawford","Jones, Rose, Bjelica, Dieng, Crawford",1626145-201565-202357-203476-2037,MIN,172.0,2,6,2.0,,11,1.0,,,2.0,,,2.0,0.4,92.09302325581395,10.666666666666666,0.2,,,0.8,0.5392,,0.4792,26.0,0.3333333333333333,3.0,8.0,5.0,2.0,2.0,,1.0,1.0,1.0,1.0,,3.0,3.0,10.0,2.0,,1.0,1.0,3.0,2.0,4.0,1.0,,1.0,2.0,1.0,5.0,,2.0,3.0,,3.0,10.0,3.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.9,1.0,1.0,1.5,,,1.0,,1.0,,,1.0,1.0,21.6,10.666666666666666,21.6,0.4,1.0,1.0,0.5,0.2,0.2,,1.0,1.0,,0.3,3.6999999999999997,1.0,,1.0,,,1.0,1.0,,,,,,,,,0.5,,0.5,1.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,3.0,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,0.2,0.3333333333333333,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
1626145-201959-202710-203476-203952,1610612750,"Tyus Jones, Taj Gibson, Jimmy Butler, Gorgui Dieng, Andrew Wiggins","Jones, Gibson, Butler, Dieng, Wiggins",1626145-201959-202710-203476-203952,MIN,400.0,3,11,,3.0,21,2.0,1.0,,9.0,3.0,,,0.6428571428571429,75.6,21.90909090909091,0.14285714285714285,0.25,,1.0,0.5821928571428572,0.52385,,25.644444444444446,,7.0,-5.0,10.0,2.0,5.0,1.0,,,,7.0,,2.0,5.0,9.0,14.0,1.0,,,,2.0,2.0,7.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,6.0,6.0,,0.5,0.5,0.4,,0.25,,0.3,,0.4,0.4,0.6666666666666666,0.6666666666666666,0.5,0.36363636363636365,,,1.0,15.9,15.727272727272727,15.2,0.35714285714285715,0.4,0.6666666666666666,0.5,,0.5,0.25,,,,,1.3,,,1.0,,,,,,,,,1.0,,1.0,,0.1111111111111111,,0.1111111111111111,,1.0,,,,,,,5.0,,,1.0,2.0,,,3.0,3.0,,1.0,,1.0,2.0,,,,,1.0,,1.0,2.0,,3.0,,1.0,1.0,,1.0,,0.375,0.375,,,,,0.25,0.6666666666666666,0.14285714285714285,,0.5,0.5,1.0,,,0.13333333333333333,0.16666666666666666,0.3333333333333333,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
1626145-201959-203476-2037-203952,1610612750,"Tyus Jones, Taj Gibson, Gorgui Dieng, Jamal Crawford, Andrew Wiggins","Jones, Gibson, Dieng, Crawford, Wiggins",1626145-201959-203476-2037-203952,MIN,299.0,3,10,6.0,,19,1.0,,,6.0,,4.0,6.0,0.75,91.50501672240803,15.5,0.125,,,0.875,0.508175,,0.52134,25.316666666666666,0.6,5.0,-1.0,9.0,,1.0,,,1.0,1.0,5.0,4.0,,2.0,5.0,6.0,,,1.0,1.0,,,5.0,1.0,,1.0,,3.0,,1.0,4.0,,4.0,5.0,1.0,,,,,0.1875,,0.2,0.08333333333333333,0.5,1.0,0.3333333333333333,,0.6,,,,,16.0,15.5,15.222222222222221,0.125,,,,0.125,0.625,,0.2,,0.8,0.2,4.1,,,1.0,,,,2.0,,,1.0,1.0,1.0,,1.0,,0.16666666666666666,,0.16666666666666666,1.0,1.0,1.0,,,,,,4.0,,,1.0,2.0,,,,3.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,3.0,,5.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,,,0.1111111111111111,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
1626145-202357-203476-2037-203952,1610612750,"Tyus Jones, Nemanja Bjelica, Gorgui Dieng, Jamal Crawford, Andrew Wiggins","Jones, Bjelica, Dieng, Crawford, Wiggins",1626145-202357-203476-2037-203952,MIN,353.0,2,12,7.0,2.0,24,1.0,1.0,,8.0,1.0,4.0,7.0,0.6666666666666666,97.90368271954674,14.833333333333334,0.08333333333333333,0.5,,0.8333333333333334,0.5469416666666667,,0.5167083333333333,25.1125,0.5833333333333334,6.0,-1.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,4.0,10.0,11.0,1.0,1.0,2.0,5.0,2.0,2.0,7.0,,1.0,2.0,1.0,5.0,,4.0,7.0,2.0,9.0,5.0,5.0,0.5,0.5,0.5,0.5,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,,,0.8,,0.8571428571428571,0.25,,1.0,,14.583333333333334,12.083333333333334,13.75,0.16666666666666666,1.0,1.0,0.5,0.08333333333333333,0.5833333333333334,0.5,0.16666666666666666,1.0,0.6666666666666666,0.5,7.375,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.25,0.14285714285714285,9.0,1.0,1.0,1.0,,1.0,,5.0,3.0,,1.0,,1.0,2.0,1.0,1.0,,1.0,5.0,,5.0,1.0,,,,,1.0,,0.5,1.0,1.25,1.25,,,,1.0,0.3333333333333333,,0.3333333333333333,0.08333333333333333,1.0,1.0,1.0,,1.0,,,0.5,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
1626157-201565-201952-201959-202710,1610612750,"Karl-Anthony Towns, Derrick Rose, Jeff Teague, Taj Gibson, Jimmy Butler","Towns, Rose, Teague, Gibson, Butler",1626157-201565-201952-201959-202710,MIN,207.0,1,6,,1.0,12,2.0,,,4.0,,,,0.6666666666666666,83.47826086956522,15.333333333333334,0.3333333333333333,,,0.6666666666666666,0.5149166666666667,,,24.55,,3.0,2.0,6.0,,,,,,1.0,2.0,,2.0,2.0,8.0,6.0,1.0,,,,2.0,2.0,2.0,,1.0,1.0,,2.0,,3.0,3.0,1.0,4.0,6.0,,0.5,0.5,1.0,,0.5833333333333334,,0.6666666666666666,,,,1.0,,0.75,0.3333333333333333,,,1.0,19.166666666666668,14.666666666666666,19.166666666666668,,,,,0.16666666666666666,0.3333333333333333,,,,,,16.95,1.0,,1.0,,3.0,1.0,,1.0,1.0,1.0,,,,,,0.25,,0.25,,1.0,,,0.5,0.5,,0.5,,,1.0,,1.0,1.0,,2.0,,,,,,1.0,,,,,1.0,,1.0,2.0,,1.0,,,,,,1.0,1.0,1.0,,,,,0.3333333333333333,,1.0,0.16666666666666666,,,,,,0.16666666666666666,,0.25,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,0.25,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2018,2017-18,True
