EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,Loose Ball Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PtsUnassisted2s,DefTwoPtRebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,LongMidRangeFGM,FTDefRebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Offensive Fouls,LiveBallTurnoverPct,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,Charge Fouls,Blocked3s,BlockedArc3,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyFtPoints,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,Fg2aBlocked,Charge Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChancePoints,SelfOReb,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffArc3ReboundPct,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,SecondChanceFtPoints,SecondChanceTurnovers,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsUnassisted3s,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,LongMidRangeAssists,OffAtRimReboundPct,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,3SecondViolations,PenaltyAtRimFGM,PenaltyAtRimAccuracy,Offensive Fouls Drawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,HeaveAttempts,BlockedLongMidRange,Clear Path Fouls,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
101179-1626164-1626210-1627733-1627755,1610612756,"Ronnie Price, Devin Booker, Alan Williams, Dragan Bender, Tyler Ulis","Price, Booker, Williams, Bender, Ulis",101179-1626164-1626210-1627733-1627755,PHX,117.0,1,2.0,4.0,4.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,4.0,2.0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,86.15384615384616,14.75,19.333333333333332,14.75,18.333333333333332,0.25,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,0.75,1.0,0.6105375,9.5,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
101179-1626164-1626210-1627755-201162,1610612756,"Ronnie Price, Devin Booker, Alan Williams, Tyler Ulis, Jared Dudley","Price, Booker, Williams, Ulis, Dudley",101179-1626164-1626210-1627755-201162,PHX,77.0,1,1.0,7.0,2.0,3.0,5.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,3.0,3.0,,,7.0,,,1.0,1.0,1.0,1.0,1.25,1.5,0.5,,1.0,,93.5064935064935,14.5,16.0,14.5,16.0,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,0.471225,11.6,24.1,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
101179-1626164-1626210-1627884-201162,1610612756,"Ronnie Price, Devin Booker, Alan Williams, Derrick Jones Jr., Jared Dudley","Price, Booker, Williams, Jones Jr., Dudley",101179-1626164-1626210-1627884-201162,PHX,289.0,2,5.0,2.0,9.0,9.0,18.0,,,2.0,1.0,2.0,4.0,5.0,1.0,2.0,12.0,10.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,,3.0,3.0,5.0,,12.0,,,1.0,0.5,0.5,0.8,0.7857142857142857,0.8571428571428571,0.2857142857142857,,0.25,,89.6885813148789,17.88888888888889,14.222222222222221,17.88888888888889,13.444444444444445,,,,,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.41059285714285715,12.88,26.75,3.0,3.0,1.0,8.0,1.0,4.0,1.0,1.0,,1.0,,,,,0.3333333333333333,0.5,,,,0.42857142857142855,1.0,1.0,0.14285714285714285,0.2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
101179-1626164-1626210-201162-203933,1610612756,"Ronnie Price, Devin Booker, Alan Williams, Jared Dudley, TJ Warren","Price, Booker, Williams, Dudley, Warren",101179-1626164-1626210-201162-203933,PHX,636.0,5,11.0,4.0,23.0,21.0,44.0,,1.0,3.0,2.0,5.0,6.0,10.0,3.0,8.0,27.0,23.0,6.0,9.0,5.0,2.0,3.0,3.0,6.0,2.0,,15.0,2.0,7.0,9.0,9.0,1.0,27.0,0.5,0.5,1.0,0.375,0.375,0.6,0.5833333333333334,0.6428571428571429,0.4444444444444444,0.5,0.5454545454545454,0.5,99.62264150943396,12.652173913043478,16.428571428571427,12.08695652173913,14.904761904761905,0.05555555555555555,,,,0.16666666666666666,0.2777777777777778,0.4,0.4,1.0,0.5,0.4,0.4829138888888889,10.469999999999999,24.625,5.0,6.0,6.0,6.0,4.0,5.0,7.0,1.0,,4.0,1.0,,2.0,,0.5714285714285714,0.3333333333333333,0.5,1.0,,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.19047619047619047,0.3076923076923077,2.0,1.0,1.0,4.0,,2.0,3.0,1.0,5.0,5.0,1.0,,0.4,1.0,0.3333333333333333,0.3333333333333333,8.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,8.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,8.0,0.4,0.3333333333333333,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.6,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.125,0.25,0.5,0.375,0.3333333333333333,0.61815,0.51285,0.2962962962962963,0.34782608695652173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
101179-1626164-1627733-1627737-201162,1610612756,"Ronnie Price, Devin Booker, Dragan Bender, Marquese Chriss, Jared Dudley","Price, Booker, Bender, Chriss, Dudley",101179-1626164-1627733-1627737-201162,PHX,114.0,1,2.0,2.0,4.0,4.0,8.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,4.0,2.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,4.0,,,1.0,0.5,0.5,,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,,101.05263157894737,13.75,14.75,13.75,13.0,0.3333333333333333,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.54305,2.1,25.2,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,4.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,4.0,,,,,,1.0,,,,,,,,4.0,4.0,0.5,,0.5,0.5,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,1.0,,0.54305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
101179-1626164-1627733-201162-203458,1610612756,"Ronnie Price, Devin Booker, Dragan Bender, Jared Dudley, Alex Len","Price, Booker, Bender, Dudley, Len",101179-1626164-1627733-201162-203458,PHX,53.0,1,1.0,2.0,2.0,2.0,4.0,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,0.3333333333333333,,,1.0,,108.67924528301887,18.0,8.5,18.0,8.5,1.0,,,,,,,,,1.0,,0.8963,0.1,,,,2.0,,1.0,3.0,5.0,,1.0,2.0,,,,,1.0,1.0,,,,,,,0.6666666666666666,0.6666666666666666,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
101179-1626164-1627737-201162-203933,1610612756,"Ronnie Price, Devin Booker, Marquese Chriss, Jared Dudley, TJ Warren","Price, Booker, Chriss, Dudley, Warren",101179-1626164-1627737-201162-203933,PHX,117.0,1,2.0,-3.0,4.0,4.0,8.0,,,,,1.0,,,1.0,2.0,5.0,8.0,,3.0,1.0,,,1.0,1.0,,,3.0,,1.0,2.0,3.0,1.0,2.0,,,1.0,0.5,0.5,,0.75,0.8333333333333334,1.0,,,,98.46153846153847,15.5,13.75,12.0,13.75,,,,,,0.5,,,,1.0,,0.522,,23.85,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,4.0,,1.0,,,1.0,,1.0,1.0,2.0,,,1.0,1.0,,,4.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,2.0,5.0,1.0,,1.0,,1.0,,,,1.0,,,,,5.0,4.0,0.5,,0.75,0.8333333333333334,,1.0,1.0,,,,0.5,1.0,1.0,1.0,,1.0,,0.5,1.0,0.5,,,0.522,1.0,1.0,2.0,,1.0,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
101179-1626164-201162-203458-203933,1610612756,"Ronnie Price, Devin Booker, Jared Dudley, Alex Len, TJ Warren","Price, Booker, Dudley, Len, Warren",101179-1626164-201162-203458-203933,PHX,222.0,1,4.0,-4.0,7.0,8.0,15.0,,,1.0,,2.0,,2.0,,3.0,5.0,9.0,,,2.0,,,,,,,,,2.0,4.0,4.0,,3.0,,,,,,,,0.3125,0.6,,1.0,,97.29729729729729,17.571428571428573,12.375,17.285714285714285,12.375,,,,,0.2,0.4,,,,0.6,,0.4756,12.75,25.133333333333336,,1.0,5.0,,2.0,3.0,6.0,,,1.0,,,,,1.0,,,1.0,,0.2,,,0.16666666666666666,0.3333333333333333,7.0,,,,,1.0,,1.0,1.0,3.0,,,1.0,,,,7.0,2.0,,,,1.0,,,1.0,,2.0,,,,2.0,,3.0,5.0,,,,2.0,2.0,,,,1.0,,,,,5.0,7.0,,,,0.3125,1.0,,0.4,1.0,,,0.2,,,,,,,0.2,,0.4,,,0.4756,1.0,1.0,5.0,,2.0,2.0,,1.0,,0.5,,,,2.0,,1.0,,,1.0,,,,,0.4,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
101179-1626210-1627733-1627755-1627884,1610612756,"Ronnie Price, Alan Williams, Dragan Bender, Tyler Ulis, Derrick Jones Jr.","Price, Williams, Bender, Ulis, Jones Jr.",101179-1626210-1627733-1627755-1627884,PHX,281.0,1,5.0,6.0,9.0,10.0,19.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,17.0,11.0,2.0,6.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,3.0,4.0,2.0,,15.0,0.3333333333333333,0.5,0.6666666666666666,0.6,0.6,0.75,0.8333333333333334,0.7727272727272727,0.5555555555555556,1.0,1.0,1.0,97.36654804270462,16.11111111111111,13.6,16.11111111111111,13.6,0.2222222222222222,1.0,1.0,0.5,0.2222222222222222,0.4444444444444444,0.5,0.5,0.5,0.7777777777777778,0.5,0.5062833333333333,8.7,24.72,,,2.0,4.0,1.0,3.0,3.0,,,1.0,,,,,1.0,,1.0,,,,,,0.1,0.2,,1.0,1.0,,,,,,,2.0,,,,1.0,0.5,0.5,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,0.3333333333333333,1.0,,,0.1111111111111111,1.0,1.0,1.0,1.0,,,,,,,0.6227,,,,,,1.0,,,,1.0,,,,,2.0,,,,1.0,1.0,,,,,0.11764705882352941,,,,,,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
101179-1626210-1627733-1627755-201162,1610612756,"Ronnie Price, Alan Williams, Dragan Bender, Tyler Ulis, Jared Dudley","Price, Williams, Bender, Ulis, Dudley",101179-1626210-1627733-1627755-201162,PHX,338.0,2,6.0,2.0,13.0,13.0,26.0,1.0,2.0,2.0,1.0,4.0,3.0,5.0,2.0,5.0,15.0,13.0,2.0,6.0,4.0,1.0,1.0,2.0,3.0,1.0,,8.0,3.0,6.0,8.0,1.0,,11.0,0.3333333333333333,0.5,1.0,0.4,0.4,0.6,0.6,0.625,0.5,0.6,0.5454545454545454,0.6,110.76923076923076,14.153846153846153,11.846153846153847,14.153846153846153,11.076923076923077,0.2,0.5,1.0,,0.2,0.4,0.25,0.25,1.0,0.7,0.25,0.49461000000000005,9.36,25.880000000000003,,1.0,3.0,4.0,3.0,2.0,4.0,,,1.0,,,,,0.5,0.4,1.0,,,0.1,,,0.09090909090909091,0.16666666666666666,5.0,2.0,,1.0,1.0,3.0,,,3.0,1.0,,,1.0,,1.0,1.0,6.0,2.0,1.0,,1.0,1.0,,,,1.0,2.0,1.0,,2.0,3.0,1.0,2.0,9.0,1.0,,1.0,1.0,2.0,,,3.0,1.0,,,,,9.0,6.0,0.5,0.6666666666666666,0.7,0.75,0.5,0.3333333333333333,0.4,,,,0.1,1.0,1.0,1.0,1.0,,,,,0.4,0.5,0.5603,0.42294,0.6,0.46153846153846156,2.0,,1.0,1.0,,1.0,,0.2,0.5,,,4.0,,,,1.0,1.0,0.3333333333333333,,,,0.26666666666666666,2.0,,1.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2017,2016-17,True
