EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg3aBlocked,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceFg2Pct,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,Fg2aBlocked,SecondChanceTurnovers,PenaltyTurnovers,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyArc3Accuracy,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyAtRimFGM,PenaltyCorner3FGA,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,OffLongMidRangeReboundPct,PenaltyFtPoints,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,Arc3PctBlocked,Charge Fouls,BlockedAtRim,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3Accuracy,3SecondViolations,Technical Free Throw Trips,OffensiveGoaltends,SecondChanceArc3PctAssisted,Travels,Clear Path Fouls,FTOffRebounds,Blocked3s,BlockedCorner3,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedArc3,DefensiveGoaltends,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1627750-1628408-1628420-200794-203486,1610612743,"Jamal Murray, PJ Dozier, Monte Morris, Paul Millsap, Mason Plumlee","Murray, Dozier, Morris, Millsap, Plumlee",1627750-1628408-1628420-200794-203486,DEN,182.0,1,3.0,5.0,5,10,2.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.3333333333333333,79.12087912087912,14.6,21.8,14.6,19.8,0.5,1.0,1.0,0.5,0.25,0.25,0.5,0.46215,0.2,0.2,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
1627750-1628408-1628420-203924-203999,1610612743,"Jamal Murray, PJ Dozier, Monte Morris, Jerami Grant, Nikola Jokic","Murray, Dozier, Morris, Grant, Jokic",1627750-1628408-1628420-203924-203999,DEN,416.0,4,7.0,13.0,13,26,1.0,1.0,3.0,3.0,4.0,7.0,2.0,22.0,19.0,,8.0,,2.0,,6.0,,1.0,2.0,3.0,1.0,2.0,2.0,1.0,19.0,,,0.5714285714285714,0.8333333333333334,0.8461538461538461,,0.5,,,90.0,15.307692307692308,16.692307692307693,15.0,16.153846153846153,0.08333333333333333,1.0,1.0,,0.25,0.25,0.5,0.4610416666666666,0.07692307692307693,0.125,10.6,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,6.0,6.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.5,0.8,1.0,0.8,0.5,1.5,0.3333333333333333,1.5,0.3333333333333333,0.4166666666666667,1.0,0.3333333333333333,0.25,0.5,1.0,0.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,0.75,0.75,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.75,0.7077,0.3771,0.13636363636363635,0.09090909090909091,25.48,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
1627750-1628408-1628470-1629008-203486,1610612743,"Jamal Murray, PJ Dozier, Torrey Craig, Michael Porter Jr., Mason Plumlee","Murray, Dozier, Craig, Porter Jr., Plumlee",1627750-1628408-1628470-1629008-203486,DEN,326.0,3,5.0,9.0,9,18,2.0,2.0,2.0,,2.0,4.0,2.0,9.0,8.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,4.0,6.0,,,4.0,2.0,1.0,7.0,0.5,1.0,0.5,0.4375,0.5,0.8,0.8,0.75,1.0,79.50920245398773,16.555555555555557,19.666666666666668,15.777777777777779,18.22222222222222,0.25,1.0,1.0,0.5,0.25,,0.75,0.50105625,0.1111111111111111,0.2,7.5,1.0,,,1.0,,,,1.0,,,1.0,3.0,,1.0,4.0,,1.0,2.0,,,,,3.0,,3.0,1.0,1.0,1.0,,,,2.0,,,,2.0,2.0,1.0,4.0,,,1.0,0.25,,0.25,,0.5,,0.5,,0.5,,,0.4,,,,,,,,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,0.47985,,0.2222222222222222,,25.2,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.6666666666666666,0.5,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
1627750-1628408-1628470-1629008-203999,1610612743,"Jamal Murray, PJ Dozier, Torrey Craig, Michael Porter Jr., Nikola Jokic","Murray, Dozier, Craig, Porter Jr., Jokic",1627750-1628408-1628470-1629008-203999,DEN,229.0,3,4.0,8.0,7,15,,1.0,1.0,2.0,1.0,4.0,,11.0,7.0,,2.0,,2.0,,6.0,,1.0,2.0,,,,,,11.0,,,0.25,0.6875,0.6875,,1.0,,,94.32314410480349,17.25,13.0,17.0,13.0,0.125,,,,0.125,0.25,0.625,0.4015142857142857,,,14.175,4.0,3.0,5.0,1.0,,1.0,,,,,3.0,4.0,2.0,3.0,4.0,,,,,2.0,2.0,3.0,6.0,3.0,3.0,3.0,2.0,2.0,,1.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,3.0,3.0,0.6666666666666666,0.75,,1.0,,,0.375,,0.375,0.5,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.5,0.5,,,,,0.5,0.75,0.75,0.6666666666666666,,,,0.5,1.0,,0.41146666666666665,,0.2727272727272727,32.525,0.375,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
1627750-1628408-1628470-200794-203486,1610612743,"Jamal Murray, PJ Dozier, Torrey Craig, Paul Millsap, Mason Plumlee","Murray, Dozier, Craig, Millsap, Plumlee",1627750-1628408-1628470-200794-203486,DEN,53.0,1,1.0,2.0,1,3,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,0.25,1.0,1.0,1.0,,81.50943396226415,15.0,23.0,15.0,23.0,,,,,,,1.0,0.34905,0.5,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
1627750-1628408-1628470-200794-203999,1610612743,"Jamal Murray, PJ Dozier, Torrey Craig, Paul Millsap, Nikola Jokic","Murray, Dozier, Craig, Millsap, Jokic",1627750-1628408-1628470-200794-203999,DEN,104.0,2,2.0,2.0,3,5,1.0,1.0,1.0,,2.0,2.0,,4.0,6.0,,4.0,,,,,,1.0,1.0,,,2.0,1.0,1.0,4.0,,,1.0,0.6666666666666666,0.6666666666666666,,1.0,,,69.23076923076923,26.5,17.0,26.5,17.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,,0.6666666666666666,0.4959833333333334,0.3333333333333333,0.5,5.0,-2.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,1.0,,1.0,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
1627750-1628408-1628470-203924-203999,1610612743,"Jamal Murray, PJ Dozier, Torrey Craig, Jerami Grant, Nikola Jokic","Murray, Dozier, Craig, Grant, Jokic",1627750-1628408-1628470-203924-203999,DEN,4.0,1,,,1,1,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
1627750-1628408-1629008-203924-203999,1610612743,"Jamal Murray, PJ Dozier, Michael Porter Jr., Jerami Grant, Nikola Jokic","Murray, Dozier, Porter Jr., Grant, Jokic",1627750-1628408-1629008-203924-203999,DEN,771.0,2,13.0,25.0,23,48,4.0,5.0,6.0,7.0,11.0,18.0,,37.0,16.0,6.0,16.0,3.0,8.0,1.0,21.0,4.0,12.0,16.0,1.0,1.0,3.0,,,35.0,0.2727272727272727,0.3,0.6111111111111112,0.6851851851851852,0.6851851851851852,1.0,1.0,1.0,1.0,89.64980544747083,15.8,16.347826086956523,14.8,16.347826086956523,0.18518518518518517,0.8,1.0,0.25,0.2222222222222222,0.25925925925925924,0.5185185185185185,0.4448,,,9.805555555555555,21.0,6.0,13.0,4.0,2.0,5.0,1.0,3.0,,1.0,4.0,6.0,,5.0,9.0,,2.0,2.0,4.0,6.0,1.0,8.0,15.0,,6.0,4.0,5.0,4.0,1.0,4.0,6.0,4.0,,,,,2.0,1.0,5.0,8.0,6.0,1.0,0.5555555555555556,,0.5555555555555556,0.6666666666666666,0.25,0.5714285714285714,0.25,0.5714285714285714,0.3333333333333333,1.0,0.5714285714285714,0.4,0.75,,,0.3333333333333333,0.4,0.7142857142857143,0.7142857142857143,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,0.6666666666666666,0.3933625,0.39562857142857144,0.05405405405405406,0.21621621621621623,25.166666666666668,0.24,,,1.0,1.0,2.0,2.0,,,,,,,2.0,0.5,,,,,,,,0.25,2.0,,,,2.0,,,,0.1111111111111111,0.2,1.0,1.0,0.2857142857142857,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.5,0.2,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
1627750-1628408-200794-203486-203924,1610612743,"Jamal Murray, PJ Dozier, Paul Millsap, Mason Plumlee, Jerami Grant","Murray, Dozier, Millsap, Plumlee, Grant",1627750-1628408-200794-203486-203924,DEN,405.0,1,7.0,13.0,13,26,3.0,8.0,4.0,1.0,5.0,13.0,,13.0,17.0,2.0,8.0,1.0,2.0,1.0,5.0,4.0,4.0,7.0,,,3.0,,,11.0,0.2,0.2,0.38461538461538464,0.43333333333333335,0.43333333333333335,1.0,1.0,1.0,1.0,92.44444444444444,16.23076923076923,14.923076923076923,15.923076923076923,14.923076923076923,0.5333333333333333,0.375,0.5,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.6666666666666666,0.5677566666666666,,,5.438461538461539,-4.0,1.0,5.0,3.0,2.0,,1.0,2.0,,,,,,1.0,2.0,,,2.0,,1.0,,,3.0,,,,1.0,,1.0,3.0,,3.0,,,,,,4.0,4.0,,1.0,1.0,0.5,,0.5,,0.5,,0.5,,0.13333333333333333,,0.375,0.3333333333333333,0.5,,,0.5,0.5,,,0.13333333333333333,0.5,0.5,1.0,,,,,,,,,,0.61965,0.3245,0.15384615384615385,,22.6,0.07692307692307693,1.0,2.0,,1.0,2.0,,,,,,,,1.0,0.5,,,,,,1.0,0.5,,,,,,2.0,,,,0.15384615384615385,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
1627750-1628408-200794-203924-203999,1610612743,"Jamal Murray, PJ Dozier, Paul Millsap, Jerami Grant, Nikola Jokic","Murray, Dozier, Millsap, Grant, Jokic",1627750-1628408-200794-203924-203999,DEN,378.0,3,6.0,12.0,11,23,1.0,1.0,1.0,2.0,3.0,4.0,5.0,14.0,10.0,2.0,4.0,1.0,2.0,,5.0,3.0,5.0,6.0,1.0,,5.0,8.0,2.0,12.0,0.3333333333333333,0.5,0.75,0.6428571428571429,0.6363636363636364,0.6,0.625,0.5,1.0,87.61904761904762,13.0,20.181818181818183,13.0,18.454545454545453,0.14285714285714285,1.0,1.0,,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42329999999999995,0.2222222222222222,0.3333333333333333,12.7,4.0,11.0,,1.0,1.0,1.0,,,,,1.0,3.0,3.0,1.0,3.0,,,2.0,3.0,4.0,3.0,14.0,3.0,,3.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,14.0,11.0,1.0,0.3333333333333333,,0.3333333333333333,0.75,1.0,0.6428571428571429,1.0,0.6363636363636364,0.42857142857142855,0.6666666666666666,,0.3333333333333333,,0.5,,1.0,1.0,0.5,0.5,,,,,0.42857142857142855,0.3333333333333333,0.5,1.0,,,,0.42857142857142855,0.3333333333333333,0.5148,0.42329999999999995,0.14285714285714285,1.0,26.733333333333334,0.9166666666666666,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,1.0,0.3333333333333333,,0.5,0.5,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,0.3333333333333333,,,,1.0,0.14285714285714285,0.3333333333333333,,,1.0,,,1.0,,,,,2.0,1.0,2.0,1.0,,,,,,0.5,,1.0,1.0,,,5.0,2.0,1.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2020,2019-20,False
