EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGA,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefAtRimReboundPct,LongMidRangeFrequency,Steals,LostBallSteals,DeadBallTurnovers,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,BadPassSteals,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceOffPoss,LongMidRangeFGM,Corner3FGM,Corner3Assists,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,DefCorner3ReboundPct,BlockedAtRim,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,PenaltyFg3Pct,DefFTReboundPct,PenaltyArc3Accuracy,HeaveAttempts,DefLongMidRangeReboundPct,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,SecondChanceCorner3FGA,SecondChanceFG3A,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,AtRimPctBlocked,SecondChanceArc3FGA,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceTurnovers,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffAtRimReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,Fg3aBlocked,ShortMidRangeAssists,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,PtsUnassisted3s,BlockedLongMidRange,BadPassOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Travels,Loose Ball Fouls,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,BlockedArc3,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,3SecondViolations,team_id,year,season,team_vs
1627884-1628389-1629130-1629639-202710,1610612748,"Derrick Jones Jr., Bam Adebayo, Duncan Robinson, Tyler Herro, Jimmy Butler","Jones Jr., Adebayo, Robinson, Herro, Butler",1627884-1628389-1629130-1629639-202710,MIA,141.0,3,2.0,-3.0,4.0,5.0,4.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,91.91489361702128,15.0,16.2,15.0,13.2,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5121833333333333,0.5121833333333333,0.3333333333333333,1.0,1.0,5.8,24.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
1627884-1628389-1629134-1629639-201609,1610612748,"Derrick Jones Jr., Bam Adebayo, Kendrick Nunn, Tyler Herro, Goran Dragic","Jones Jr., Adebayo, Nunn, Herro, Dragic",1627884-1628389-1629134-1629639-201609,MIA,134.0,2,2.0,5.0,5.0,5.0,5.0,5.0,10.0,1.0,1.0,,,,,2.0,2.0,,9.0,4.0,2.0,2.0,,9.0,2.0,,,2.0,3.0,,6.0,,2.0,9.0,9.0,5.0,1.0,1.0,1.0,1.0,0.9,0.9,,107.46268656716417,7.8,19.0,7.8,18.8,0.5,1.0,1.0,,,,,0.5,0.37845,0.37845,0.5,0.5,1.0,5.8,,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.75,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
1627884-1628389-1629134-1629639-202710,1610612748,"Derrick Jones Jr., Bam Adebayo, Kendrick Nunn, Tyler Herro, Jimmy Butler","Jones Jr., Adebayo, Nunn, Herro, Butler",1627884-1628389-1629134-1629639-202710,MIA,92.0,1,2.0,4.0,5.0,4.0,5.0,4.0,9.0,,,,,,,1.0,2.0,,5.0,1.0,1.0,2.0,,5.0,,,1.0,1.0,2.0,,3.0,1.0,1.0,5.0,5.0,5.0,0.5,0.5,0.5,0.5,0.8333333333333334,0.8333333333333334,,140.86956521739128,10.0,10.5,10.0,10.5,,,,,,,,0.5,0.4602,0.4602,0.5,0.5,1.0,8.65,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
1627884-1628389-1629134-1629639-2738,1610612748,"Derrick Jones Jr., Bam Adebayo, Kendrick Nunn, Tyler Herro, Andre Iguodala","Jones Jr., Adebayo, Nunn, Herro, Iguodala",1627884-1628389-1629134-1629639-2738,MIA,3.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
1627884-1628389-1629134-201609-2738,1610612748,"Derrick Jones Jr., Bam Adebayo, Kendrick Nunn, Goran Dragic, Andre Iguodala","Jones Jr., Adebayo, Nunn, Dragic, Iguodala",1627884-1628389-1629134-201609-2738,MIA,6.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
1627884-1628389-1629639-201609-202710,1610612748,"Derrick Jones Jr., Bam Adebayo, Tyler Herro, Goran Dragic, Jimmy Butler","Jones Jr., Adebayo, Herro, Dragic, Butler",1627884-1628389-1629639-201609-202710,MIA,165.0,3,3.0,-9.0,6.0,6.0,,6.0,12.0,,1.0,,,1.0,,1.0,2.0,1.0,2.0,11.0,,,,,2.0,1.0,,,1.0,,,,,2.0,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,104.72727272727273,19.333333333333332,8.166666666666666,19.333333333333332,8.166666666666666,0.3333333333333333,,,,0.3333333333333333,,,0.6666666666666666,0.5626166666666667,,,,,4.75,25.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,0.3333333333333333,1.0,1.0,,,,,2.0,1.0,1.0,3.0,,0.6666666666666666,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
1627884-1628389-1629639-201609-203109,1610612748,"Derrick Jones Jr., Bam Adebayo, Tyler Herro, Goran Dragic, Jae Crowder","Jones Jr., Adebayo, Herro, Dragic, Crowder",1627884-1628389-1629639-201609-203109,MIA,358.0,2,6.0,-2.0,11.0,13.0,,,24.0,,1.0,1.0,,3.0,,1.0,5.0,4.0,14.0,16.0,,,,,2.0,3.0,1.0,1.0,2.0,,3.0,,1.0,14.0,,,0.2,,0.6111111111111112,,0.65,,0.4444444444444444,96.53631284916202,16.727272727272727,13.384615384615385,16.727272727272727,13.23076923076923,0.1111111111111111,,,0.1111111111111111,0.3333333333333333,,,0.6666666666666666,0.49538333333333334,,0.1,0.16666666666666666,,9.78,25.0,,1.0,2.0,,,3.0,,,,3.0,,9.0,1.0,3.0,4.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,,,,2.0,1.0,1.0,,1.0,,1.0,1.0,0.2222222222222222,3.0,1.0,,3.0,3.0,9.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.75,0.75,0.2,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
1627884-1628389-1629639-201609-2738,1610612748,"Derrick Jones Jr., Bam Adebayo, Tyler Herro, Goran Dragic, Andre Iguodala","Jones Jr., Adebayo, Herro, Dragic, Iguodala",1627884-1628389-1629639-201609-2738,MIA,144.0,3,2.0,1.0,5.0,4.0,2.0,,9.0,,,2.0,1.0,1.0,,1.0,1.0,3.0,8.0,7.0,,,1.0,,2.0,1.0,,,,,,,,8.0,,2.0,1.0,,1.0,,1.0,,0.75,90.0,14.4,18.0,14.4,18.0,,,,0.5,0.25,1.0,,0.75,0.4771625,0.38235,,,,20.2,23.866666666666664,0.4,,,,,,,,,2.0,,6.0,,1.0,1.0,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,0.25,,,,1.0,2.0,6.0,1.0,,2.0,1.0,,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
1627884-1628389-201609-202710-203109,1610612748,"Derrick Jones Jr., Bam Adebayo, Goran Dragic, Jimmy Butler, Jae Crowder","Jones Jr., Adebayo, Dragic, Butler, Crowder",1627884-1628389-201609-202710-203109,MIA,20.0,2,,,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,216.0,6.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
1627884-1628389-201609-202710-2738,1610612748,"Derrick Jones Jr., Bam Adebayo, Goran Dragic, Jimmy Butler, Andre Iguodala","Jones Jr., Adebayo, Dragic, Butler, Iguodala",1627884-1628389-201609-202710-2738,MIA,15.0,1,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,2.0,13.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,False
