EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,LostBallSteals,Loose Ball Fouls,Corner3FGA,OffThreePtRebounds,OffRebounds,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Fg3aBlocked,OffTwoPtRebounds,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,FTDefRebounds,SelfOReb,DefFTReboundPct,SelfORebPct,SecondChanceFtPoints,OffAtRimReboundPct,DefLongMidRangeReboundPct,Charge Fouls Drawn,OffArc3ReboundPct,LongMidRangeAssists,Travels,Blocked3s,BlockedArc3,AtRimPctBlocked,LongMidRangePctAssisted,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceTurnovers,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,Corner3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,Clear Path Fouls,3SecondViolations,team_id,year,season,team_vs
1627759-1628369-1628400-1628464-202954,1610612738,"Jaylen Brown, Jayson Tatum, Semi Ojeleye, Daniel Theis, Brad Wanamaker","Brown, Tatum, Ojeleye, Theis, Wanamaker",1627759-1628369-1628400-1628464-202954,BOS,135.0,1,2.0,-1.0,5.0,4.0,5.0,4.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,7.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,6.0,5.0,2.0,1.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.3333333333333333,1.0,1.0,1.0,1.0,96.0,16.6,13.0,16.6,13.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.44956666666666667,0.44956666666666667,1.0,10.45,26.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
1627759-1628369-1628400-1629057-202689,1610612738,"Jaylen Brown, Jayson Tatum, Semi Ojeleye, Robert Williams III, Kemba Walker","Brown, Tatum, Ojeleye, Williams III, Walker",1627759-1628369-1628400-1629057-202689,BOS,230.0,2,4.0,-5.0,10.0,10.0,4.0,4.0,20,,,,,,1.0,3.0,1.0,1.0,4.0,3.0,,8.0,13.0,1.0,2.0,1.0,,5.0,2.0,,3.0,1.0,2.0,,5.0,2.0,2.0,2.0,1.0,,2.0,,1.0,,,,8.0,5.0,4.0,,,1.0,1.0,0.25,0.5,0.5714285714285714,0.8333333333333334,0.5714285714285714,0.8333333333333334,0.42857142857142855,0.5,0.6666666666666666,0.6666666666666666,0.5,125.21739130434783,12.3,10.7,12.3,10.7,,,,,0.14285714285714285,,,0.42857142857142855,,,0.3333333333333333,0.42857142857142855,0.47622857142857145,0.46423333333333333,0.625,11.65,25.933333333333334,0.4,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.25,0.3333333333333333,1.0,1.0,0.42857142857142855,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
1627759-1628369-1628400-1629057-202954,1610612738,"Jaylen Brown, Jayson Tatum, Semi Ojeleye, Robert Williams III, Brad Wanamaker","Brown, Tatum, Ojeleye, Williams III, Wanamaker",1627759-1628369-1628400-1629057-202954,BOS,37.0,1,1.0,,2.0,2.0,,,4,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,2.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,2.0,,,,,1.0,1.0,1.0,,0.5,,0.5,,0.5,,,1.0,,155.67567567567568,6.0,12.5,6.0,12.5,0.5,1.0,1.0,1.0,,,,0.5,,,,1.0,0.279175,,,2.7,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
1627759-1628369-1628400-1629057-203935,1610612738,"Jaylen Brown, Jayson Tatum, Semi Ojeleye, Robert Williams III, Marcus Smart","Brown, Tatum, Ojeleye, Williams III, Smart",1627759-1628369-1628400-1629057-203935,BOS,173.0,3,3.0,-3.0,4.0,5.0,,1.0,9,2.0,3.0,,,,,,,2.0,4.0,,,4.0,7.0,,,,,,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,1.0,1.0,,,4.0,,,,,0.5,0.5,0.5,,0.5,,0.5,,,,1.0,0.6666666666666666,1.0,74.91329479768787,24.0,15.4,24.0,13.2,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,0.75,0.6068,,,2.65,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
1627759-1628369-1628400-1629684-202954,1610612738,"Jaylen Brown, Jayson Tatum, Semi Ojeleye, Grant Williams, Brad Wanamaker","Brown, Tatum, Ojeleye, Williams, Wanamaker",1627759-1628369-1628400-1629684-202954,BOS,61.0,1,1.0,-2.0,2.0,2.0,2.0,1.0,4,,,,,,,1.0,1.0,,,1.0,,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,94.42622950819673,12.5,18.0,12.5,10.5,,,,,,,,1.0,,,1.0,1.0,0.49275,0.49275,,,25.5,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
1627759-1628369-1628400-202683-202689,1610612738,"Jaylen Brown, Jayson Tatum, Semi Ojeleye, Enes Kanter, Kemba Walker","Brown, Tatum, Ojeleye, Kanter, Walker",1627759-1628369-1628400-202683-202689,BOS,49.0,1,1.0,,1.0,2.0,,,3,,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,88.16326530612245,26.0,11.5,25.0,11.5,,,,,,,,0.5,,,,1.0,0.61755,,,,23.6,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
1627759-1628369-1628464-1629605-203935,1610612738,"Jaylen Brown, Jayson Tatum, Daniel Theis, Tacko Fall, Marcus Smart","Brown, Tatum, Theis, Fall, Smart",1627759-1628369-1628464-1629605-203935,BOS,,1,,3.0,1.0,,1.0,,1,,,,,,,,,,,1.0,,3.0,,,,1.0,,3.0,,,,,1.0,,3.0,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,1.5,1.5,1.5,1.5,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.29115,0.29115,1.0,,23.1,1.0,,,,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
1627759-1628369-1628464-1629641-202689,1610612738,"Jaylen Brown, Jayson Tatum, Daniel Theis, Romeo Langford, Kemba Walker","Brown, Tatum, Theis, Langford, Walker",1627759-1628369-1628464-1629641-202689,BOS,98.0,2,2.0,6.0,4.0,3.0,,,7,1.0,1.0,,,,,2.0,,2.0,4.0,2.0,1.0,8.0,2.0,,,,,,2.0,2.0,2.0,1.0,2.0,,5.0,,,2.0,,,,,,1.0,1.0,,6.0,,,,,0.5,1.0,0.5,,0.5833333333333334,,0.6666666666666666,,0.3333333333333333,,,,,102.85714285714286,17.5,9.333333333333334,15.25,9.333333333333334,0.16666666666666666,1.0,1.0,,,,,0.3333333333333333,,,,0.5,0.4487333333333334,,,5.45,25.75,,1.0,3.0,1.0,,1.0,,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,1.0,0.5,,0.5,0.25,0.3333333333333333,,,0.5,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,,0.5,,,,1.0,,,,2.0,,,0.6666666666666666,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.521075,0.16666666666666666,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
1627759-1628369-1628464-1629684-202330,1610612738,"Jaylen Brown, Jayson Tatum, Daniel Theis, Grant Williams, Gordon Hayward","Brown, Tatum, Theis, Williams, Hayward",1627759-1628369-1628464-1629684-202330,BOS,129.0,1,2.0,,4.0,5.0,4.0,5.0,9,,,,,,1.0,2.0,2.0,,1.0,3.0,2.0,5.0,5.0,,1.0,3.0,2.0,5.0,,,2.0,,1.0,,3.0,,2.0,3.0,,,,,2.0,1.0,2.0,,5.0,5.0,4.0,,,,,,,0.375,0.375,0.5,0.5,0.75,,,1.0,,100.46511627906978,17.25,12.0,12.25,12.0,,,,,0.25,,,0.5,,,0.5,0.75,0.55115,0.55115,1.0,15.6,24.366666666666664,1.0,,,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,,2.0,,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,,,1.0,1.0,1.0,,0.5,0.3333333333333333,1.0,,0.25,,,1.0,,,,,0.25,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.2,0.5,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
1627759-1628369-1628464-1629684-202954,1610612738,"Jaylen Brown, Jayson Tatum, Daniel Theis, Grant Williams, Brad Wanamaker","Brown, Tatum, Theis, Williams, Wanamaker",1627759-1628369-1628464-1629684-202954,BOS,299.0,2,5.0,9.0,10.0,10.0,1.0,1.0,20,2.0,3.0,1.0,1.0,,,3.0,,2.0,6.0,4.0,5.0,12.0,3.0,1.0,1.0,,1.0,3.0,4.0,,3.0,2.0,2.0,2.0,4.0,4.0,6.0,8.0,,,,,,3.0,6.0,,10.0,3.0,1.0,,,1.0,1.0,0.3333333333333333,1.0,0.35,1.0,0.46153846153846156,0.75,0.4,,0.8,0.8571428571428571,0.5,96.3210702341137,13.2,16.7,12.2,16.5,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,0.3,1.0,1.0,,0.7,0.49575500000000006,0.334,0.25,5.05,25.375,0.1,,3.0,1.0,,1.0,,,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,0.25,,0.25,0.16666666666666666,0.3333333333333333,1.0,,0.3,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,2.0,1.0,1.0,1.0,,1.0,,2.0,,,0.2857142857142857,,1.0,0.1,,,,,,,,,,2.0,,,1.0,,,1.0,2.0,,,2.0,,3.0,,,0.5,,,0.5,0.3333333333333333,,,1.0,0.51135,0.23076923076923078,0.3333333333333333,0.16666666666666666,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2020,2019-20,True
