EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,OpponentPoints,SecondChanceFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,DeadBallTurnovers,LostBallTurnovers,Fouls,BlockedShortMidRange,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,FtPoints,SecondChanceFtPoints,SecondChancePoints,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,FTOffRebounds,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,Corner3PctBlocked,OffFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,BlockingFouls,Charge Fouls,LongMidRangePctBlocked,OffensiveGoaltends,HeaveAttempts,BlockedCorner3,3pt And 1 Free Throw Trips,3SecondViolations,team_id,year,season,team_vs
101106-201575-202691-203084-2738,1610612744,"Andrew Bogut, Brandon Rush, Klay Thompson, Harrison Barnes, Andre Iguodala","Bogut, Rush, Thompson, Barnes, Iguodala",101106-201575-202691-203084-2738,GSW,72.0,1,1.0,2.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,120.0,1.0,10.0,14.0,8.333333333333334,12.666666666666666,1.0,1.0,1.0,1.0,0.394,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201575-202691-203110-2733,1610612744,"Andrew Bogut, Brandon Rush, Klay Thompson, Draymond Green, Shaun Livingston","Bogut, Rush, Thompson, Green, Livingston",101106-201575-202691-203110-2733,GSW,245.0,1,4.0,,8.0,9.0,1.0,17.0,,,2.0,2.0,7.0,,,1.0,,3.0,2.0,4.0,5.0,,,2.0,1.0,3.0,,2.0,1.0,2.0,2.0,7.0,,,1.0,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5,0.6666666666666666,1.0,0.5,99.91836734693878,1.0,14.375,14.444444444444445,12.25,11.222222222222221,,,,,0.5692333333333334,9.85,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,7.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,0.8333333333333334,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201575-203084-203546-2738,1610612744,"Andrew Bogut, Brandon Rush, Harrison Barnes, Ian Clark, Andre Iguodala","Bogut, Rush, Barnes, Clark, Iguodala",101106-201575-203084-203546-2738,GSW,35.0,1,1.0,-1.0,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,0.25,,,,,,41.14285714285714,,,12.0,,12.0,,,,,0.48435,,,,,,,,1.0,,,1.0,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,27.5,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201939-202691-203084-203110,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Harrison Barnes, Draymond Green","Bogut, Curry, Thompson, Barnes, Green",101106-201939-202691-203084-203110,GSW,7108.0,14,118.0,15.0,233.0,234.0,18.0,467.0,15.0,38.0,53.0,108.0,249.0,64.0,32.0,64.0,6.0,160.0,56.0,98.0,117.0,18.0,12.0,20.0,14.0,36.0,44.0,16.0,12.0,17.0,8.0,224.0,0.6037735849056604,0.64,0.49074074074074076,0.5404040404040404,0.5714285714285714,0.5555555555555556,0.5894736842105263,0.6573426573426573,0.6923076923076923,0.47058823529411764,94.60889138998311,0.47058823529411764,14.163090128755364,16.273504273504273,13.832618025751072,15.081196581196581,0.1919191919191919,0.39473684210526316,0.46875,0.4,0.5264090909090909,6.975,31.0,51.0,7.0,19.0,12.0,24.0,66.0,6.0,36.0,90.0,234.0,8.0,42.0,96.0,66.0,32.0,12.0,5.0,38.0,19.0,16.0,6.0,38.0,2.0,0.8888888888888888,0.4,0.4,0.45454545454545453,0.7916666666666666,0.09259259259259259,0.1743119266055046,0.07142857142857142,0.7575757575757576,0.8666666666666667,0.25757575757575757,0.6078431372549019,0.6888888888888889,0.09595959595959595,0.3684210526315789,0.3684210526315789,0.12121212121212122,0.5,0.5,1.0,0.3333333333333333,0.3157894736842105,0.7121212121212122,25.183333333333334,35.0,,25.0,43.0,18.0,0.6578947368421053,0.09259259259259259,0.14516129032258066,0.10040160642570281,2.0,3.0,4.0,7.0,1.0,2.0,24.0,4.0,5.0,11.0,5.0,12.0,6.0,24.0,12.0,1.0,20.0,21.0,5.0,14.0,4.0,4.0,6.0,6.0,4.0,2.0,1.0,2.0,19.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.625,0.45454545454545453,0.6578947368421053,0.011111111111111112,0.1111111111111111,0.11764705882352941,0.15789473684210525,0.015151515151515152,1.0,0.2545454545454545,0.25,0.30434782608695654,0.16666666666666666,0.16666666666666666,0.5909090909090909,0.041666666666666664,0.6774193548387096,0.7142857142857143,0.36363636363636365,0.36923076923076925,0.8333333333333334,0.3684210526315789,0.5714285714285714,0.25,0.10526315789473684,0.5,1.0,0.6666666666666666,1.0,0.36363636363636365,0.479640625,0.021739130434782608,0.008583690987124463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201939-202691-203084-2738,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Harrison Barnes, Andre Iguodala","Bogut, Curry, Thompson, Barnes, Iguodala",101106-201939-202691-203084-2738,GSW,479.0,2,8.0,-6.0,17.0,18.0,1.0,35.0,1.0,3.0,4.0,7.0,17.0,4.0,2.0,4.0,1.0,10.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,17.0,0.5,0.5,0.5714285714285714,0.5666666666666667,0.5666666666666667,0.3333333333333333,1.0,0.8333333333333334,1.0,1.0,105.21920668058455,1.0,12.352941176470589,14.944444444444445,12.176470588235293,14.666666666666666,0.2,0.3333333333333333,0.3333333333333333,1.0,0.53086,4.857142857142857,3.0,4.0,,,,1.0,7.0,,3.0,8.0,23.0,,4.0,6.0,7.0,2.0,,1.0,1.0,1.0,2.0,,8.0,,0.6666666666666666,0.375,0.375,0.5333333333333333,0.5,0.2,0.125,0.25,1.0,,0.26666666666666666,0.75,1.0,,,,0.06666666666666667,,,,0.4666666666666667,,0.8,25.9375,,,,,,,,,,2.0,,,1.0,,,3.0,,,1.0,,3.0,,3.0,1.0,,2.0,1.0,,,,,,1.0,,,,2.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,2.0,,,,,0.14285714285714285,0.25,,,,,,,,,,,0.3333333333333333,,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,,,,,,,,0.42857142857142855,,,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201939-202691-203110-2733,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Draymond Green, Shaun Livingston","Bogut, Curry, Thompson, Green, Livingston",101106-201939-202691-203110-2733,GSW,360.0,5,6.0,-3.0,14.0,14.0,2.0,28.0,,2.0,4.0,9.0,13.0,6.0,3.0,4.0,,9.0,5.0,6.0,8.0,,,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,11.0,0.75,0.75,0.4444444444444444,0.4583333333333333,0.5,1.0,1.0,1.0,1.0,1.0,112.0,1.0,13.071428571428571,12.642857142857142,12.428571428571429,11.214285714285714,0.16666666666666666,,,,0.5545416666666666,3.2666666666666666,4.0,7.0,,,,,3.0,,1.0,3.0,16.0,,2.0,3.0,3.0,1.0,,1.0,1.0,2.0,,,7.0,,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,0.5,0.2857142857142857,0.5,,1.0,0.5833333333333334,0.5714285714285714,0.6666666666666666,,,,,,,,0.25,,0.8333333333333334,25.766666666666666,2.0,2.0,2.0,2.0,1.0,0.5,0.07692307692307693,0.1,0.15384615384615385,,3.0,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,1.0,3.0,,1.0,,1.0,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,0.1111111111111111,0.14285714285714285,,,,0.2,,0.5,,,1.0,0.16666666666666666,0.75,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201939-202691-203110-2738,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Draymond Green, Andre Iguodala","Bogut, Curry, Thompson, Green, Iguodala",101106-201939-202691-203110-2738,GSW,4745.0,13,79.0,10.0,156.0,159.0,23.0,315.0,4.0,17.0,38.0,81.0,177.0,42.0,21.0,43.0,,108.0,33.0,59.0,86.0,17.0,10.0,12.0,10.0,22.0,33.0,15.0,9.0,16.0,11.0,151.0,0.5526315789473685,0.6176470588235294,0.4691358024691358,0.5376712328767124,0.553125,0.5454545454545454,0.6226415094339622,0.675,0.6,0.5555555555555556,95.59536354056902,0.6875,15.025641025641026,15.10062893081761,14.14102564102564,13.949685534591195,0.11643835616438356,0.23529411764705882,0.23529411764705882,,0.5465592465753418,5.353086419753087,28.0,53.0,6.0,11.0,11.0,23.0,42.0,4.0,27.0,65.0,167.0,6.0,34.0,66.0,42.0,22.0,11.0,9.0,21.0,27.0,10.0,2.0,36.0,5.0,0.8148148148148148,0.4153846153846154,0.4153846153846154,0.4452054794520548,0.7777777777777778,0.23684210526315788,0.2962962962962963,0.15384615384615385,0.7619047619047619,0.8333333333333334,0.363013698630137,0.5283018867924528,0.5714285714285714,0.07534246575342465,0.5454545454545454,0.5454545454545454,0.15753424657534246,0.4782608695652174,0.5238095238095238,1.0,0.2876712328767123,0.18181818181818182,0.8082191780821918,24.98153846153846,20.0,3.0,26.0,31.0,11.0,0.5416666666666666,0.07142857142857142,0.12359550561797752,0.14689265536723164,22.0,20.0,6.0,13.0,1.0,2.0,16.0,2.0,7.0,16.0,3.0,15.0,8.0,16.0,4.0,2.0,11.0,17.0,4.0,15.0,5.0,2.0,7.0,3.0,2.0,1.0,4.0,2.0,14.0,2.0,4.0,1.0,3.0,5.0,,3.0,,,6.0,1.0,1.0,1.0,,,22.0,0.5,0.4375,0.5227272727272727,0.03076923076923077,0.04938271604938271,0.07547169811320754,,,0.8333333333333334,0.3488372093023256,0.36,0.38461538461538464,0.2,0.4166666666666667,0.7333333333333333,0.02666666666666667,0.6071428571428571,0.6666666666666666,0.38095238095238093,0.38095238095238093,0.6875,0.5909090909090909,0.46153846153846156,0.3333333333333333,0.09090909090909091,0.5,1.0,0.5,1.0,0.38095238095238093,0.5435933333333334,,0.14102564102564102,4.0,2.0,3.0,3.0,5.0,3.0,6.0,3.0,6.0,6.0,11.0,7.0,31.0,3.0,31.0,2.0,0.5454545454545454,0.5,0.7058823529411765,0.6739130434782609,0.08695652173913043,0.5,0.17647058823529413,0.6666666666666666,0.29411764705882354,0.6,0.35294117647058826,0.5,0.5559941176470589,0.1751412429378531,,,,,,,,,1610612744,2016,2015-16,False
101106-201939-203084-203110-2571,1610612744,"Andrew Bogut, Stephen Curry, Harrison Barnes, Draymond Green, Leandro Barbosa","Bogut, Curry, Barnes, Green, Barbosa",101106-201939-203084-203110-2571,GSW,141.0,1,2.0,-6.0,5.0,4.0,2.0,9.0,,4.0,,6.0,2.0,,,,,,1.0,1.0,4.0,,,,,,1.0,,,,,2.0,,,,,0.125,,1.0,1.0,,,91.91489361702128,,18.8,11.75,17.4,11.75,0.5714285714285714,,,,0.45375,5.333333333333333,,2.0,,,,,1.0,,,1.0,8.0,,,,1.0,,,,,3.0,,,2.0,,,,,0.14285714285714285,,,0.42857142857142855,,,,0.2857142857142857,,,,,,,,,,0.14285714285714285,,0.42857142857142855,29.1,2.0,,,2.0,1.0,,0.125,0.14285714285714285,,,,,2.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,,1.0,,,,,,,0.6666666666666666,,,,,,,,,0.5117333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,False
101106-201939-203084-203110-2733,1610612744,"Andrew Bogut, Stephen Curry, Harrison Barnes, Draymond Green, Shaun Livingston","Bogut, Curry, Barnes, Green, Livingston",101106-201939-203084-203110-2733,GSW,188.0,2,3.0,7.0,7.0,6.0,,13.0,,,4.0,4.0,13.0,6.0,3.0,4.0,,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,13.0,0.75,0.75,1.0,1.1,1.0833333333333333,1.0,0.5,0.6666666666666666,,,99.57446808510639,,11.714285714285714,17.666666666666668,11.714285714285714,17.666666666666668,,,,,0.6700999999999999,5.175,3.0,3.0,1.0,1.0,,,1.0,,1.0,1.0,6.0,,2.0,3.0,1.0,1.0,,,1.0,,,,4.0,,1.0,1.0,1.0,0.2,1.0,,,,1.0,,0.6,1.0,1.0,0.2,1.0,1.0,,,,,0.2,,0.8,27.0,2.0,,,2.0,1.0,,0.16666666666666666,0.2,,1.0,4.0,,,,,1.0,,,,,,,1.0,,,1.0,3.0,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1610612744,2016,2015-16,False
101106-201939-203084-203110-2738,1610612744,"Andrew Bogut, Stephen Curry, Harrison Barnes, Draymond Green, Andre Iguodala","Bogut, Curry, Barnes, Green, Iguodala",101106-201939-203084-203110-2738,GSW,98.0,1,2.0,-2.0,4.0,4.0,,8.0,,,2.0,3.0,4.0,4.0,2.0,2.0,,4.0,,,,,,,,1.0,1.0,,,,,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,117.55102040816327,,9.75,14.75,9.75,10.75,,,,,0.7514,0.7333333333333334,2.0,3.0,,,,,,,,,6.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.25,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,0.7104,,1.0,,,,,,,,1610612744,2016,2015-16,False
