EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Corner3FGA,SecondChanceCorner3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG3A,OffTwoPtRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Corner3Frequency,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,DeadBallTurnovers,DefTwoPtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,FG2M,FG3M,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,LostBallTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,Steals,BadPassSteals,LostBallSteals,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,SecondChanceFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SelfOReb,SelfORebPct,Loose Ball Fouls Drawn,BlockedShortMidRange,StepOutOfBoundsTurnovers,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,BlockingFouls,SecondChanceAtRimPctAssisted,Loose Ball Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,OffCorner3ReboundPct,3SecondViolations,SecondChanceArc3FGM,Fg3aBlocked,Charge Fouls,Charge Fouls Drawn,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,Clear Path Fouls,HeaveAttempts,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
101181-1626170-200811-201577-202682,1610612752,"Jose Calderon, Jerian Grant, Lou Amundson, Robin Lopez, Derrick Williams","Calderon, Grant, Amundson, Lopez, Williams",101181-1626170-200811-201577-202682,NYK,63.0,1,1.0,-3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,91.42857142857143,21.5,10.0,18.5,6.0,0.5,0.5,1.0,1.0,0.532425,0.61275,2.3,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
101181-1626170-200811-203921-2546,1610612752,"Jose Calderon, Jerian Grant, Lou Amundson, Cleanthony Early, Carmelo Anthony","Calderon, Grant, Amundson, Early, Anthony",101181-1626170-200811-203921-2546,NYK,99.0,1,2.0,-2.0,2.0,2.0,1.0,4.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,0.5,,1.0,0.5,,58.18181818181819,27.0,22.5,18.5,22.5,,,,0.5,0.50025,0.5733,13.2,24.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
101181-1626170-201167-201577-202682,1610612752,"Jose Calderon, Jerian Grant, Arron Afflalo, Robin Lopez, Derrick Williams","Calderon, Grant, Afflalo, Lopez, Williams",101181-1626170-201167-201577-202682,NYK,401.0,4,7.0,4.0,12.0,13.0,,25.0,3.0,1.0,,9.0,1.0,18.0,,,,4.0,1.0,,1.0,2.0,2.0,0.1,1.0,,,,89.77556109725685,17.5,14.692307692307692,17.5,13.692307692307692,0.3,0.1,,0.4,0.5039149999999999,,5.166666666666667,24.7,6.0,,,,1.0,4.0,,1.0,0.75,,,0.6,,,9.0,3.0,3.0,3.0,5.0,1.0,8.0,1.0,3.0,22.0,8.0,8.0,3.0,19.0,12.0,4.0,3.0,6.0,1.0,7.0,1.0,3.0,3.0,15.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,22.0,19.0,9.0,1.0,0.75,0.75,1.0,1.0,1.0,0.8888888888888888,1.0,0.95,1.0,1.0,1.0555555555555556,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.6,1.0,1.0,1.0,0.375,1.0,0.515925,0.1,0.1111111111111111,0.8636363636363636,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
101181-1626170-201167-201577-204001,1610612752,"Jose Calderon, Jerian Grant, Arron Afflalo, Robin Lopez, Kristaps Porzingis","Calderon, Grant, Afflalo, Lopez, Porzingis",101181-1626170-201167-201577-204001,NYK,686.0,2,11.0,20.0,24.0,22.0,4.0,46.0,7.0,4.0,1.0,13.0,8.0,14.0,1.0,3.0,3.0,16.0,3.0,3.0,4.0,1.0,5.0,0.38095238095238093,0.75,0.5,0.3333333333333333,0.3333333333333333,96.5597667638484,13.708333333333334,16.227272727272727,12.5,16.181818181818183,0.3333333333333333,0.19047619047619047,0.5,0.7142857142857143,0.5369166666666667,0.537175,6.838461538461539,24.3125,4.0,4.0,,4.0,10.0,13.0,1.0,0.9090909090909091,0.9285714285714286,0.5,1.0,0.19047619047619047,0.19047619047619047,,19.0,4.0,2.0,5.0,2.0,4.0,7.0,5.0,5.0,34.0,4.0,9.0,3.0,23.0,4.0,10.0,12.0,2.0,4.0,6.0,3.0,2.0,,16.0,3.0,,,5.0,6.0,2.0,3.0,1.0,30.0,23.0,19.0,1.0,0.2857142857142857,0.2857142857142857,0.8,0.625,0.625,0.5384615384615384,0.4444444444444444,0.6904761904761905,0.625,0.7391304347826086,0.6388888888888888,,1.0,1.0,1.0,0.5714285714285714,0.6666666666666666,0.5,0.5,0.5,,1.0,1.0,0.75,0.3125,0.4,0.530675,0.13636363636363635,0.21428571428571427,0.6764705882352942,0.7916666666666666,5.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,7.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5714285714285714,0.75,0.6666666666666666,0.07692307692307693,0.14285714285714285,1.0,0.8571428571428571,1.0,1.0,0.09523809523809523,0.5,0.5,0.25,0.25,1.0,0.5,1.0,1.0,0.1875,1.0,0.25,0.25,0.25,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
101181-1626170-201167-201577-2546,1610612752,"Jose Calderon, Jerian Grant, Arron Afflalo, Robin Lopez, Carmelo Anthony","Calderon, Grant, Afflalo, Lopez, Anthony",101181-1626170-201167-201577-2546,NYK,550.0,3,9.0,-2.0,18.0,17.0,5.0,35.0,8.0,,,15.0,4.0,21.0,1.0,4.0,5.0,11.0,1.0,1.0,3.0,2.0,2.0,0.21052631578947367,0.3333333333333333,0.5,0.45454545454545453,0.4,91.63636363636364,18.22222222222222,13.058823529411764,16.61111111111111,12.647058823529411,0.42105263157894735,,,0.631578947368421,0.47994166666666666,0.51922,8.566666666666666,24.825,2.0,4.0,1.0,4.0,3.0,6.0,2.0,0.75,0.8571428571428571,,,0.10526315789473684,0.21052631578947367,0.16666666666666666,3.0,3.0,1.0,1.0,2.0,,7.0,1.0,2.0,19.0,1.0,1.0,1.0,3.0,6.0,8.0,3.0,3.0,1.0,4.0,,1.0,1.0,9.0,3.0,,,4.0,4.0,2.0,2.0,1.0,14.0,3.0,3.0,1.0,0.42857142857142855,0.5,1.0,0.25,0.25,0.4666666666666667,1.0,0.4473684210526316,0.5,0.475,0.5,,1.0,1.0,1.0,0.375,0.42857142857142855,0.3333333333333333,1.0,1.0,0.5,,,,0.5,1.0,0.742,0.10526315789473684,0.13333333333333333,0.15789473684210525,0.16666666666666666,2.0,4.0,2.0,5.0,,,,1.0,,1.0,5.0,,1.0,5.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,0.4166666666666667,0.06666666666666667,0.125,0.6666666666666666,1.0,1.0,,0.2631578947368421,0.4,0.4,0.25,0.25,1.0,0.6666666666666666,,,,,0.5,,0.25,0.2631578947368421,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.3333333333333333,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
101181-1626170-201167-202498-203124,1610612752,"Jose Calderon, Jerian Grant, Arron Afflalo, Lance Thomas, Kyle O'Quinn","Calderon, Grant, Afflalo, Thomas, O'Quinn",101181-1626170-201167-202498-203124,NYK,182.0,1,3.0,-3.0,4.0,5.0,,9.0,,1.0,,2.0,1.0,7.0,,,,2.0,1.0,1.0,1.0,,,0.3333333333333333,1.0,,,,71.20879120879121,22.0,18.8,22.0,18.6,,0.3333333333333333,,0.3333333333333333,0.4401333333333333,,18.75,24.0,,,,,2.0,2.0,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,2.0,,,4.0,,,,,4.0,,,2.0,,2.0,,,,4.0,,,,1.0,,,,,4.0,,,,1.0,1.0,,,,1.0,,0.6666666666666666,,0.6666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.5,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
101181-1626170-201167-202682-204001,1610612752,"Jose Calderon, Jerian Grant, Arron Afflalo, Derrick Williams, Kristaps Porzingis","Calderon, Grant, Afflalo, Williams, Porzingis",101181-1626170-201167-202682-204001,NYK,76.0,1,1.0,-3.0,2.0,2.0,,4.0,,,,1.0,1.0,5.0,,,,,,,,1.0,1.0,0.5,,,,,75.78947368421053,24.5,13.5,24.5,13.5,,,,0.5,0.3849,,11.9,28.0,1.0,1.0,,1.0,,,,,,,,0.5,0.5,,2.0,,,,1.0,,1.0,,,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,1.0,1.0,,,,,,,0.3849,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
101181-1626170-201167-203124-2546,1610612752,"Jose Calderon, Jerian Grant, Arron Afflalo, Kyle O'Quinn, Carmelo Anthony","Calderon, Grant, Afflalo, O'Quinn, Anthony",101181-1626170-201167-203124-2546,NYK,76.0,1,1.0,5.0,3.0,2.0,,5.0,,1.0,,1.0,1.0,,,,,2.0,,,1.0,,1.0,0.5,,,,,94.73684210526316,13.333333333333334,18.0,13.333333333333334,18.0,,0.5,,0.5,0.452925,,14.8,24.2,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,5.0,,,,,,2.0,3.0,,1.0,1.0,1.0,,,3.0,,,,1.0,,,,,5.0,,,,,,1.0,1.0,1.0,1.0,,1.25,,1.25,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
101181-1626170-201577-202498-202682,1610612752,"Jose Calderon, Jerian Grant, Robin Lopez, Lance Thomas, Derrick Williams","Calderon, Grant, Lopez, Thomas, Williams",101181-1626170-201577-202498-202682,NYK,10.0,1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
101181-1626170-201577-202498-2546,1610612752,"Jose Calderon, Jerian Grant, Robin Lopez, Lance Thomas, Carmelo Anthony","Calderon, Grant, Lopez, Thomas, Anthony",101181-1626170-201577-202498-2546,NYK,393.0,5,7.0,4.0,11.0,11.0,1.0,22.0,3.0,,,9.0,1.0,11.0,,2.0,2.0,6.0,2.0,1.0,2.0,1.0,3.0,0.1,1.0,0.5,0.5,1.0,80.61068702290076,18.09090909090909,17.636363636363637,18.0,14.272727272727273,0.3,,,0.4,0.47212999999999994,0.6059,9.566666666666666,25.0,3.0,1.0,,1.0,2.0,4.0,,0.5,0.6,0.5,1.0,0.3,0.1,,,2.0,,,1.0,,5.0,1.0,2.0,15.0,,,,,4.0,6.0,3.0,2.0,1.0,3.0,,1.0,,7.0,1.0,1.0,1.0,2.0,2.0,,1.0,,13.0,,,,0.4,0.5,1.0,1.0,1.0,0.5555555555555556,,0.65,,0.6818181818181818,,1.0,1.0,,1.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,0.09090909090909091,0.1,,,3.0,1.0,2.0,3.0,,,,1.0,,,1.0,,,2.0,,,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,0.3,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,1.0,0.13333333333333333,1.0,1.0,2.0,1.0,,,,,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2016,2015-16,False
