EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,NonShootingPenaltyNonTakeFouls,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsPutbacks,Corner3Assists,LongMidRangeAssists,BlockedShortMidRange,PenaltyFg3Pct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,HeaveAttempts,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101106-201574-201575-201939-202691,1610612744,"Andrew Bogut, Jason Thompson, Brandon Rush, Stephen Curry, Klay Thompson","Bogut, Thompson, Rush, Curry, Thompson",101106-201574-201575-201939-202691,GSW,769.0,1,13.0,-3.0,24.0,24.0,3.0,48.0,5.0,10.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,8.0,2.0,7.0,17.0,1.0,10.0,9.0,26.0,29.0,1.0,3.0,2.0,2.0,4.0,10.0,4.0,3.0,8.0,1.0,2.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,4.0,3.0,3.0,4.0,1.0,8.0,7.0,15.0,3.0,3.0,3.0,1.0,5.0,8.0,2.0,2.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,22.0,0.7142857142857143,0.7142857142857143,1.0,0.1,0.1,0.4117647058823529,0.3333333333333333,0.3148148148148148,0.2,0.41935483870967744,0.3333333333333333,0.37037037037037035,0.11764705882352941,0.2,1.0,0.8,0.3,1.0,0.4444444444444444,0.875,0.3684210526315789,0.4,0.25,0.42857142857142855,0.5,1.0,0.5,1.0,89.88296488946685,1.0,18.75,13.291666666666666,16.0,13.041666666666666,0.37037037037037035,0.5,0.625,0.8,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5,0.14814814814814814,0.07407407407407407,0.2962962962962963,0.125,0.125,1.0,0.6,0.3333333333333333,0.4,0.7407407407407407,0.125,0.5129444444444444,0.509325,0.16129032258064516,0.23809523809523808,0.15384615384615385,7.041176470588235,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,True
101106-201574-201939-202691-203084,1610612744,"Andrew Bogut, Jason Thompson, Stephen Curry, Klay Thompson, Harrison Barnes","Bogut, Thompson, Curry, Thompson, Barnes",101106-201574-201939-202691-203084,GSW,177.0,2,3.0,-6.0,7.0,7.0,,14.0,,1.0,,,,1.0,1.0,,,2.0,,,3.0,,2.0,,,6.0,,,,,,,,,2.0,,1.0,,,,,,,,,,2.0,2.0,,4.0,,4.0,1.0,,,,1.0,3.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.4,0.3333333333333333,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,113.89830508474576,1.0,15.428571428571429,9.857142857142858,15.428571428571429,9.857142857142858,0.2,,,,0.2,,,,0.2,,0.4,,,,,,,0.6,,0.48807,,0.16666666666666666,0.25,,11.433333333333332,27.4,4.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,True
101106-201574-201939-202691-2738,1610612744,"Andrew Bogut, Jason Thompson, Stephen Curry, Klay Thompson, Andre Iguodala","Bogut, Thompson, Curry, Thompson, Iguodala",101106-201574-201939-202691-2738,GSW,56.0,1,1.0,2.0,2.0,2.0,1.0,4.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,3.0,5.0,3.0,,,,2.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,1.0,,2.0,2.0,,,3.0,1.0,1.0,,,,,3.0,1.0,1.0,,,,1.0,,0.5,,0.8333333333333334,1.0,0.5,,,,,,,1.0,,1.0,,,1.0,,,,,102.85714285714286,,16.5,11.5,15.0,9.5,,,,,0.5,1.0,1.0,1.0,,,0.5,,,,,,,0.5,,0.46635,,0.5,1.0,0.4,5.3,26.8,2.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,0.5,0.8333333333333334,0.5,0.46635,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,True
101106-201575-201939-202691-203084,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Klay Thompson, Harrison Barnes","Bogut, Rush, Curry, Thompson, Barnes",101106-201575-201939-202691-203084,GSW,587.0,4,10.0,-2.0,20.0,21.0,2.0,41.0,2.0,5.0,1.0,1.0,2.0,4.0,6.0,1.0,,1.0,,8.0,15.0,1.0,2.0,6.0,25.0,27.0,1.0,1.0,,,2.0,4.0,12.0,3.0,1.0,,2.0,2.0,1.0,3.0,,,,7.0,,1.0,,6.0,,6.0,1.0,7.0,1.0,1.0,,,1.0,5.0,,,7.0,1.0,3.0,3.0,2.0,3.0,2.0,23.0,0.25,0.2857142857142857,1.0,0.5,0.5,0.5333333333333333,1.0,0.5588235294117647,1.0,0.625,1.0,0.11764705882352941,0.13333333333333333,0.4,,0.8571428571428571,0.14285714285714285,,,0.6,0.125,,,,,0.5,1.0,,100.57921635434413,0.6666666666666666,14.1,14.523809523809524,14.05,13.619047619047619,0.29411764705882354,0.4,0.6666666666666666,,0.23529411764705882,0.5,0.5,,0.35294117647058826,0.058823529411764705,0.058823529411764705,,,,1.0,1.0,,0.4117647058823529,,0.4922941176470588,0.8419,0.15789473684210525,0.17647058823529413,0.08,10.166666666666666,24.2,1.0,,,,,,9.0,,5.0,7.0,1.0,2.0,15.0,1.0,15.0,9.0,1.0,0.7142857142857143,0.8125,0.8333333333333334,,0.425375,0.6,0.45,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.125,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,True
101106-201575-201939-202691-203110,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Klay Thompson, Draymond Green","Bogut, Rush, Curry, Thompson, Green",101106-201575-201939-202691-203110,GSW,14957.0,32,249.0,-73.0,534.0,529.0,60.0,1063.0,83.0,156.0,18.0,34.0,42.0,102.0,109.0,27.0,27.0,97.0,12.0,170.0,367.0,35.0,124.0,83.0,528.0,601.0,26.0,50.0,18.0,4.0,77.0,166.0,174.0,81.0,97.0,27.0,41.0,83.0,27.0,110.0,20.0,46.0,16.0,247.0,20.0,58.0,95.0,79.0,11.0,185.0,79.0,264.0,49.0,43.0,37.0,,79.0,94.0,6.0,1.0,109.0,10.0,46.0,17.0,11.0,17.0,13.0,451.0,0.48823529411764705,0.535483870967742,0.7714285714285715,0.28225806451612906,0.28225806451612906,0.46321525885558584,0.52,0.4531568228105906,0.5367647058823529,0.48973880597014924,0.5347222222222222,0.2525458248472505,0.11171662125340599,0.19230769230769232,1.0,0.7523809523809524,0.29743589743589743,0.8407079646017699,0.2247191011235955,0.7981651376146789,0.2746478873239437,0.4166666666666667,0.20634920634920634,0.22857142857142856,0.21052631578947367,0.6842105263157895,0.7317073170731707,0.8539325842696629,102.34137861870695,0.7647058823529411,15.436329588014981,12.69187145557656,14.724719101123595,12.349716446124763,0.31771894093686354,0.532051282051282,0.6587301587301587,0.5542168674698795,0.20773930753564154,0.4117647058823529,0.45652173913043476,0.38095238095238093,0.2219959266802444,0.054989816700611,0.1975560081466395,0.27835051546391754,0.2872340425531915,0.7407407407407407,0.5,0.5294117647058824,0.17647058823529413,0.570264765784114,0.27835051546391754,0.5081948065173116,0.527786274509804,0.09245283018867924,0.1141439205955335,0.14583333333333334,8.56457765667575,25.088709677419356,20.0,6.0,12.0,44.0,81.0,3.0,40.0,4.0,16.0,30.0,7.0,12.0,53.0,6.0,53.0,40.0,3.0,0.5333333333333333,0.5540540540540541,0.6046511627906976,0.10810810810810811,0.4923864864864865,0.10037878787878787,0.0749063670411985,14.0,45.0,8.0,1.0,3.0,3.0,30.0,7.0,21.0,5.0,0.42857142857142855,0.25,0.8846153846153846,0.41284403669724773,0.4166666666666667,0.4666666666666667,0.2962962962962963,0.2962962962962963,0.875,0.3783783783783784,0.08108108108108109,0.3333333333333333,9.0,2.0,6.0,5.0,2.0,7.0,24.0,3.0,1.0,12.0,37.0,26.0,6.0,11.0,4.0,5.0,3.0,3.0,2.0,2.0,7.0,3.0,7.0,6.0,3.0,1.0,1.0,2.0,1.0,0.3888888888888889,0.024193548387096774,0.09803921568627451,0.009174311926605505,0.030927835051546393,0.4567901234567901,0.1111111111111111,0.7916666666666666,0.05,0.1111111111111111,0.08823529411764706,0.3333333333333333,1.0,0.4166666666666667,0.6,0.6428571428571429,0.5,0.023622047244094488,,,,,,,,,1610612744,2016,2015-16,True
101106-201575-201939-202691-2733,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Klay Thompson, Shaun Livingston","Bogut, Rush, Curry, Thompson, Livingston",101106-201575-201939-202691-2733,GSW,140.0,1,2.0,3.0,5.0,4.0,1.0,9.0,1.0,1.0,,,1.0,1.0,,,,2.0,1.0,2.0,2.0,,2.0,1.0,5.0,2.0,,,1.0,,,2.0,2.0,,2.0,,,1.0,,1.0,,1.0,,2.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,1.0,,,2.0,,1.0,,,,,5.0,0.5,0.5,,,,1.0,,0.5,,0.5,,0.5,,,,1.0,,,0.5,1.0,0.5,,,0.5,,,,,92.57142857142857,,14.0,17.5,12.4,17.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,,,,0.5,,,,,,1.0,0.75,,0.4939125,,0.2,0.3333333333333333,,8.0,25.2,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,True
101106-201575-201939-202691-2738,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Klay Thompson, Andre Iguodala","Bogut, Rush, Curry, Thompson, Iguodala",101106-201575-201939-202691-2738,GSW,92.0,1,2.0,2.0,5.0,4.0,2.0,9.0,1.0,2.0,,,,,1.0,1.0,,1.0,,2.0,3.0,1.0,2.0,,7.0,5.0,1.0,1.0,1.0,,5.0,4.0,,3.0,1.0,,1.0,2.0,1.0,3.0,,1.0,,7.0,1.0,1.0,,1.0,1.0,2.0,2.0,4.0,,,,,2.0,2.0,,,3.0,,,,,,,2.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.7,1.25,0.5,1.25,0.4,0.3333333333333333,0.5,1.0,0.5,1.0,,1.0,0.5,1.0,1.0,,1.0,,1.0,,,140.86956521739128,,10.0,10.5,8.0,10.0,0.4,0.5,1.0,1.0,,,,,0.2,0.2,0.2,,,,,,,0.8,,0.57882,0.513,,,0.7142857142857143,6.5,24.45,4.0,,,1.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,,7.0,2.0,7.0,5.0,1.0,0.6666666666666666,0.7,0.5,0.2,0.57882,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.5,1.0,1.0,,,0.5,,,,,,,,,,,1610612744,2016,2015-16,True
101106-201575-201939-203084-203110,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Harrison Barnes, Draymond Green","Bogut, Rush, Curry, Barnes, Green",101106-201575-201939-203084-203110,GSW,109.0,2,2.0,1.0,4.0,3.0,1.0,7.0,1.0,2.0,,,1.0,3.0,,,,,,2.0,5.0,,,,4.0,3.0,1.0,1.0,,,2.0,2.0,2.0,,,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,2.0,0.5,1.0,,,,0.4,1.0,0.4,1.0,0.4,1.0,,,,,,0.3333333333333333,1.0,,1.0,0.3333333333333333,,,,,,,1.0,92.4770642201835,,15.0,16.333333333333332,14.5,16.333333333333332,0.4,0.5,0.5,1.0,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.4,,0.5259,0.4587,,,0.5,5.36,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,0.4734,,0.25,1.0,,,,,,2.0,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,True
101106-201575-201939-203084-2738,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Harrison Barnes, Andre Iguodala","Bogut, Rush, Curry, Barnes, Iguodala",101106-201575-201939-203084-2738,GSW,139.0,1,2.0,3.0,6.0,5.0,,11.0,,,,,2.0,2.0,2.0,,,,,4.0,4.0,,,4.0,12.0,9.0,,,,,,,8.0,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,1.0,,1.0,2.0,,,4.0,,2.0,,,,,12.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,113.95683453237409,,12.5,12.8,12.5,12.8,,,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,0.401675,,0.3333333333333333,0.3333333333333333,,13.325,,5.0,,,,,,6.0,,4.0,4.0,,4.0,12.0,,12.0,6.0,,1.0,1.0,1.0,,0.401675,1.0,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,True
101106-201575-201939-203110-203546,1610612744,"Andrew Bogut, Brandon Rush, Stephen Curry, Draymond Green, Ian Clark","Bogut, Rush, Curry, Green, Clark",101106-201575-201939-203110-203546,GSW,777.0,2,13.0,2.0,28.0,26.0,3.0,54.0,4.0,4.0,1.0,1.0,1.0,5.0,8.0,3.0,3.0,7.0,1.0,7.0,17.0,4.0,10.0,,26.0,24.0,1.0,2.0,1.0,,2.0,8.0,6.0,12.0,7.0,3.0,1.0,4.0,4.0,8.0,3.0,1.0,1.0,20.0,1.0,2.0,6.0,7.0,,13.0,3.0,16.0,1.0,,1.0,,4.0,1.0,,1.0,,,,3.0,2.0,3.0,1.0,24.0,0.5714285714285714,0.6666666666666666,1.0,0.4,0.4,0.4117647058823529,0.5,0.48148148148148145,0.3333333333333333,0.48148148148148145,0.3333333333333333,0.37037037037037035,0.058823529411764705,,,0.6363636363636364,0.2,0.8571428571428571,0.16666666666666666,0.7222222222222222,0.1875,,0.16666666666666666,0.25,,0.6,0.5,1.0,100.07722007722008,0.3333333333333333,13.214285714285714,15.653846153846153,12.5,14.115384615384615,0.14814814814814814,1.0,1.0,0.25,0.18518518518518517,0.2,0.25,1.0,0.2962962962962963,0.1111111111111111,0.25925925925925924,0.42857142857142855,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5185185185185185,0.42857142857142855,0.4971944444444445,0.4691,,,0.07692307692307693,11.205882352941176,24.85,1.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,1.0,2.0,1.0,,0.25,1.0,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,1.0,,,3.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,0.1,0.2,,0.14285714285714285,0.75,,0.6666666666666666,,,,,,,,,,,,,,,,,,,1610612744,2016,2015-16,True
