EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,LostBallSteals,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,LiveBallTurnoverPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,LostBallTurnovers,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,FTDefRebounds,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,DefFTReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyPointsPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,Charge Fouls Drawn,RecoveredBlocks,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,SecondChanceFtPoints,HeaveAttempts,PenaltyTurnovers,PenaltyCorner3FGA,OffThreePtRebounds,SelfOReb,BlockingFouls,Offensive Fouls Drawn,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,PenaltyCorner3Frequency,Travels,PtsUnassisted3s,Defensive 3 Seconds Violations,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,OffensiveGoaltends,Fg3aBlocked,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,DefensiveGoaltends,Blocked3s,BlockedArc3,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1626173-200779-202328-203114-203487,1610612749,"Rashad Vaughn, Steve Novak, Greg Monroe, Khris Middleton, Michael Carter-Williams","Vaughn, Novak, Monroe, Middleton, Carter-Williams",1626173-200779-202328-203114-203487,MIL,78.0,1,1.0,4.0,4.0,1.0,4.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,147.69230769230768,8.25,11.25,8.25,11.25,1.0,1.0,1.0,0.5796,0.5661,0.3333333333333333,1.0,25.3,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-200779-202328-203487-203898,1610612749,"Rashad Vaughn, Steve Novak, Greg Monroe, Michael Carter-Williams, Tyler Ennis","Vaughn, Novak, Monroe, Carter-Williams, Ennis",1626173-200779-202328-203487-203898,MIL,107.0,1,2.0,5.0,4.0,,4.0,9.0,1.0,,2.0,,9.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,9.0,,0.9,0.4,1.0,1.0,1.0,1.0,1.0,121.12149532710279,10.8,13.25,10.8,13.25,0.2,,0.8,0.5938100000000001,,,,24.8,,7.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.9,0.4,1.0,1.0,0.5,0.2,1.0,1.0,0.2,1.0,1.0,1.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-200779-202328-203487-203953,1610612749,"Rashad Vaughn, Steve Novak, Greg Monroe, Michael Carter-Williams, Jabari Parker","Vaughn, Novak, Monroe, Carter-Williams, Parker",1626173-200779-202328-203487-203953,MIL,246.0,1,4.0,7.0,7.0,,,14.0,1.0,,1.0,3.0,10.0,7.0,,1.0,,3.0,3.0,3.0,,,1.0,2.0,,1.0,1.0,3.0,3.0,1.0,10.0,,0.9,0.25,0.6,,0.42857142857142855,,,81.95121951219512,14.0,21.142857142857142,14.0,18.285714285714285,0.25,,0.75,0.5412,,0.2,0.25,25.2,,3.0,1.0,2.0,,,,,2.0,3.0,1.0,4.0,,3.0,2.0,1.0,3.0,,1.0,7.0,,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.875,0.5,0.5,0.5,1.0,,,,,,,,7.766666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-200779-203101-203487-203953,1610612749,"Rashad Vaughn, Steve Novak, Miles Plumlee, Michael Carter-Williams, Jabari Parker","Vaughn, Novak, Plumlee, Carter-Williams, Parker",1626173-200779-203101-203487-203953,MIL,97.0,1,2.0,3.0,3.0,,,6.0,1.0,,1.0,,2.0,9.0,,1.0,,,,,,,,1.0,,,,,,,2.0,,0.5,0.5,,,,,,89.0721649484536,17.666666666666668,14.666666666666666,17.666666666666668,13.333333333333334,0.5,,1.0,0.469125,,,,24.4,,-7.0,1.0,1.0,,,,,1.0,1.0,,2.0,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,,,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,2.9,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-201564-201573-202328-203507,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, Greg Monroe, Giannis Antetokounmpo","Vaughn, Mayo, Bayless, Monroe, Antetokounmpo",1626173-201564-201573-202328-203507,MIL,807.0,4,13.0,27.0,28.0,2.0,4.0,55.0,2.0,1.0,3.0,7.0,25.0,32.0,1.0,2.0,1.0,10.0,12.0,12.0,1.0,,2.0,4.0,4.0,9.0,1.0,6.0,8.0,4.0,25.0,2.0,0.5434782608695652,0.15,0.9090909090909091,0.5,0.8461538461538461,1.0,,98.14126394052045,14.481481481481481,14.857142857142858,14.481481481481481,14.785714285714286,0.1,1.0,0.4,0.5127025,0.57345,0.18181818181818182,0.21052631578947367,25.46666666666667,0.07407407407407407,-7.0,3.0,5.0,5.0,6.0,,1.0,9.0,17.0,,8.0,10.0,,4.0,,4.0,,2.0,8.0,1.0,0.4444444444444444,0.4444444444444444,,,,0.5294117647058824,0.45,0.25,0.6,0.6,0.6666666666666666,0.3,0.8333333333333334,0.8333333333333334,0.05,,,,8.458823529411765,1.0,6.0,,,,1.0,2.0,2.0,,,,,0.5,0.75,1.0,0.3,0.16666666666666666,0.16666666666666666,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,1.0,0.5,0.2,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-201564-201573-202328-203948,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, Greg Monroe, Johnny O'Bryant III","Vaughn, Mayo, Bayless, Monroe, O'Bryant III",1626173-201564-201573-202328-203948,MIL,496.0,2,8.0,13.0,13.0,,3.0,26.0,,,1.0,,6.0,11.0,,,2.0,4.0,6.0,10.0,1.0,1.0,3.0,6.0,,2.0,,3.0,,,2.0,,0.2727272727272727,0.09090909090909091,0.5714285714285714,0.5,0.5454545454545454,0.5,0.6666666666666666,75.48387096774192,22.923076923076923,15.23076923076923,20.846153846153847,13.307692307692308,,,0.6363636363636364,0.44983636363636365,,,,24.0,,-5.0,2.0,6.0,1.0,2.0,,1.0,3.0,10.0,,,6.0,,,,,,,,,,,,,,0.3,0.2727272727272727,0.5454545454545454,0.3333333333333333,0.5,,0.18181818181818182,0.5,0.5,0.09090909090909091,,,,6.13,,2.0,,,,,3.0,3.0,,2.0,1.0,2.0,0.5,0.5,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.3333333333333333,0.5714285714285714,0.5,0.75,0.5,1.0,0.6666666666666666,0.45416666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-201564-201573-202328-203953,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, Greg Monroe, Jabari Parker","Vaughn, Mayo, Bayless, Monroe, Parker",1626173-201564-201573-202328-203953,MIL,556.0,4,9.0,18.0,18.0,4.0,,36.0,4.0,1.0,5.0,2.0,24.0,18.0,1.0,4.0,2.0,3.0,5.0,7.0,1.0,1.0,,2.0,3.0,4.0,,4.0,3.0,2.0,20.0,4.0,0.6666666666666666,0.29411764705882354,0.6,1.0,0.7142857142857143,0.5,1.0,93.23741007194243,15.055555555555555,15.833333333333334,15.0,15.166666666666666,0.23529411764705882,0.2,0.8235294117647058,0.543114705882353,0.50197,0.1111111111111111,0.15384615384615385,25.68,0.2222222222222222,6.0,5.0,9.0,,2.0,1.0,1.0,5.0,12.0,4.0,4.0,6.0,12.0,2.0,4.0,6.0,1.0,2.0,16.0,,0.4,0.6666666666666666,1.0,0.8,0.8,0.4166666666666667,0.6470588235294118,0.5294117647058824,0.5555555555555556,0.7142857142857143,0.4,0.11764705882352941,,,0.058823529411764705,1.0,1.0,1.0,4.391666666666667,,1.0,3.0,3.0,3.0,,2.0,1.0,,2.0,,2.0,1.0,1.0,,0.058823529411764705,,,,0.75,0.75,1.0,0.75,1.0,,5.0,,,,1.0,,5.0,,0.5,,1.0,,0.20833333333333334,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,,,,,,2.0,1.0,1.0,1.0,0.16666666666666666,0.2222222222222222,0.2857142857142857,0.25,0.5,,1.0,1.0,0.60405,0.16666666666666666,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.6,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-201564-201573-203089-203507,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, John Henson, Giannis Antetokounmpo","Vaughn, Mayo, Bayless, Henson, Antetokounmpo",1626173-201564-201573-203089-203507,MIL,261.0,1,4.0,8.0,8.0,,,16.0,1.0,,1.0,,7.0,8.0,,1.0,,4.0,4.0,6.0,,,,2.0,1.0,2.0,,1.0,1.0,1.0,4.0,,0.4375,0.125,0.5714285714285714,,0.5714285714285714,0.75,,88.27586206896552,18.375,14.25,17.0,13.0,0.125,,0.375,0.45164375,,0.125,0.14285714285714285,24.5,,-1.0,,2.0,1.0,4.0,,,2.0,7.0,1.0,4.0,,3.0,2.0,1.0,3.0,,,7.0,,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.4375,0.25,,,,0.5,0.25,0.3333333333333333,,,,,7.014285714285714,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,,2.0,1.0,0.5,,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,2.0,,1.0,,1.0,3.0,,1.0,2.0,2.0,,,,,,2.0,,0.75,0.75,0.14285714285714285,,0.4,0.4,0.5,,0.5,,0.575825,0.42857142857142855,,,,,,,,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-201564-201573-203101-203507,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, Miles Plumlee, Giannis Antetokounmpo","Vaughn, Mayo, Bayless, Plumlee, Antetokounmpo",1626173-201564-201573-203101-203507,MIL,239.0,1,4.0,7.0,6.0,,,13.0,1.0,,2.0,,6.0,8.0,,1.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,6.0,,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,,,78.32635983263599,17.285714285714285,19.666666666666668,17.285714285714285,18.5,0.16666666666666666,,0.6666666666666666,0.49725833333333336,,,,24.25,,-2.0,2.0,2.0,,1.0,,1.0,3.0,4.0,,,6.0,,,,,,,,,,,,,,0.75,0.5,0.3333333333333333,1.0,1.0,,0.16666666666666666,,,0.16666666666666666,,,,7.775,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-201564-201573-203101-203948,1610612749,"Rashad Vaughn, O.J. Mayo, Jerryd Bayless, Miles Plumlee, Johnny O'Bryant III","Vaughn, Mayo, Bayless, Plumlee, O'Bryant III",1626173-201564-201573-203101-203948,MIL,514.0,1,9.0,17.0,16.0,1.0,2.0,33.0,,,2.0,2.0,25.0,16.0,,,1.0,6.0,7.0,9.0,1.0,,,2.0,,2.0,,1.0,2.0,1.0,23.0,1.0,0.7352941176470589,0.125,1.0,0.3333333333333333,0.7777777777777778,1.0,0.5,92.45136186770428,13.529411764705882,17.75,13.176470588235293,16.5625,,,0.4375,0.462665625,0.6853,0.058823529411764705,0.06666666666666667,23.4,0.058823529411764705,9.0,3.0,5.0,1.0,3.0,1.0,2.0,10.0,14.0,1.0,12.0,8.0,3.0,6.0,1.0,7.0,1.0,2.0,15.0,1.0,0.6,0.6666666666666666,1.0,0.5,0.5,0.7142857142857143,0.71875,0.3125,0.6,0.6,0.6666666666666666,0.1875,0.3333333333333333,0.3333333333333333,0.125,0.5,0.5,1.0,11.457142857142857,6.0,6.0,,,,4.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.6666666666666666,,,,,,,2.0,,,,,,2.0,,1.0,,,,0.08,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,,,,,,1.0,1.0,0.5,0.5,,,0.5,0.4,0.5,,0.5,1.0,0.729725,0.08,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,0.5,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-201564-202328-203089-203114,1610612749,"Rashad Vaughn, O.J. Mayo, Greg Monroe, John Henson, Khris Middleton","Vaughn, Mayo, Monroe, Henson, Middleton",1626173-201564-202328-203089-203114,MIL,132.0,1,2.0,4.0,4.0,1.0,,8.0,1.0,,1.0,,2.0,2.0,,1.0,,2.0,2.0,3.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,0.2,0.25,1.0,,0.6666666666666666,1.0,,87.27272727272727,16.25,16.75,16.25,15.5,0.25,,0.5,0.3893375,0.3123,0.2,0.25,28.3,0.25,,,1.0,1.0,2.0,,,1.0,3.0,,,2.0,,,,,,,,,,,,,,0.3333333333333333,0.25,0.25,,,,0.5,0.5,0.5,,,,,6.966666666666666,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.3123,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
1626173-201564-202328-203089-203953,1610612749,"Rashad Vaughn, O.J. Mayo, Greg Monroe, John Henson, Jabari Parker","Vaughn, Mayo, Monroe, Henson, Parker",1626173-201564-202328-203089-203953,MIL,143.0,1,2.0,5.0,5.0,,,10.0,,,,,2.0,4.0,,,,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,,2.0,,0.25,,0.5,,0.5,0.3333333333333333,,100.69930069930071,17.4,11.2,17.4,10.8,,,0.5,0.44875,,,,,,-2.0,1.0,2.0,,1.0,,,1.0,4.0,,2.0,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,,,0.25,0.25,0.5,0.5,1.0,1.0,0.25,,,,,,,7.05,,1.0,,,,,1.0,1.0,,2.0,,2.0,1.0,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,0.25,0.5,,,,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2016,2015-16,False
