EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGM,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,SecondChanceFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,AtRimAssists,DefThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyCorner3FGA,Fg3aBlocked,BadPassSteals,StepOutOfBoundsTurnovers,Travels,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Frequency,Blocked3s,BlockedCorner3,Arc3PctBlocked,NonShootingPenaltyNonTakeFouls,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockingFoulsDrawn,HeaveAttempts,BlockingFouls,Loose Ball Fouls,ShortMidRangeAssists,ShortMidRangePctAssisted,BlockedShortMidRange,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,Charge Fouls Drawn,BlockedLongMidRange,OffensiveGoaltends,LongMidRangePctBlocked,FTOffRebounds,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101112-1626209-201160-202699-203095,1610612753,"Channing Frye, Mario Hezonja, Jason Smith, Tobias Harris, Evan Fournier","Frye, Hezonja, Smith, Harris, Fournier",101112-1626209-201160-202699-203095,ORL,154.0,1,3.0,5.0,6.0,5.0,2.0,1.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,11.0,6.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,9.0,1.0,1.0,0.6,1.0,0.75,1.0,0.7857142857142857,1.0,0.16666666666666666,0.5,0.5,1.0,102.85714285714285,15.166666666666666,12.6,15.0,12.6,0.5,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.46918333333333334,0.6803,0.14285714285714285,0.16666666666666666,0.18181818181818182,5.16,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
101112-1626209-201160-202699-203506,1610612753,"Channing Frye, Mario Hezonja, Jason Smith, Tobias Harris, Victor Oladipo","Frye, Hezonja, Smith, Harris, Oladipo",101112-1626209-201160-202699-203506,ORL,104.0,1,2.0,-5.0,3.0,3.0,,,6.0,,1.0,,,,2.0,,,1.0,3.0,,,,2.0,7.0,,,,,,,,,,,,,,,,1.0,,,,2.0,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,83.07692307692308,21.333333333333332,13.333333333333334,21.333333333333332,13.333333333333334,0.3333333333333333,,,,0.6666666666666666,,,,,,0.3333333333333333,,0.48606666666666665,,,,,14.299999999999999,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
101112-1626209-201160-203095-203506,1610612753,"Channing Frye, Mario Hezonja, Jason Smith, Evan Fournier, Victor Oladipo","Frye, Hezonja, Smith, Fournier, Oladipo",101112-1626209-201160-203095-203506,ORL,699.0,2,12.0,-11.0,20.0,21.0,,3.0,41.0,1.0,2.0,,1.0,1.0,6.0,3.0,5.0,5.0,9.0,3.0,5.0,1.0,20.0,31.0,,1.0,3.0,4.0,3.0,,5.0,3.0,2.0,3.0,6.0,1.0,1.0,1.0,6.0,3.0,,2.0,1.0,17.0,0.6,0.6,0.5555555555555556,,0.6785714285714286,0.75,0.6666666666666666,0.75,0.35714285714285715,0.5,0.5,,84.46351931330472,17.0,17.095238095238095,15.0,15.666666666666666,0.14285714285714285,0.5,1.0,0.07142857142857142,0.42857142857142855,0.35714285714285715,0.6,0.6,0.5,,0.5,0.6,0.4864357142857143,0.5391,0.06666666666666667,0.1,0.15,13.355555555555556,24.06,4.0,6.0,1.0,3.0,5.0,3.0,12.0,0.6,0.6,0.1111111111111111,0.5,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,6.0,8.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,1.0,0.25,0.6,0.5,0.375,1.0,0.5,0.5,0.5,0.5,1.0,0.2,0.5,0.6666666666666666,0.5,1.0,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
101112-1626209-201160-203095-203894,1610612753,"Channing Frye, Mario Hezonja, Jason Smith, Evan Fournier, Shabazz Napier","Frye, Hezonja, Smith, Fournier, Napier",101112-1626209-201160-203095-203894,ORL,1551.0,5,26.0,1.0,50.0,49.0,10.0,5.0,99.0,6.0,10.0,2.0,3.0,3.0,16.0,7.0,11.0,14.0,29.0,8.0,13.0,11.0,63.0,62.0,2.0,3.0,8.0,10.0,9.0,2.0,11.0,7.0,3.0,5.0,20.0,3.0,3.0,8.0,12.0,11.0,,14.0,5.0,55.0,0.6153846153846154,0.6153846153846154,0.4827586206896552,0.6666666666666666,0.6190476190476191,0.875,0.65625,1.0,0.30952380952380953,0.2,0.25,0.3333333333333333,91.91489361702128,16.26,15.061224489795919,15.92,14.89795918367347,0.23809523809523808,0.6,0.6666666666666666,0.07142857142857142,0.38095238095238093,0.2619047619047619,0.6363636363636364,0.6363636363636364,0.75,0.6666666666666666,0.5476190476190477,0.6363636363636364,0.4830988095238095,0.4744,0.1111111111111111,0.15625,0.12698412698412698,11.741379310344827,25.06153846153846,8.0,18.0,2.0,9.0,14.0,6.0,33.0,0.6428571428571429,0.6923076923076923,0.06896551724137931,0.1,0.5,0.5,0.75,5.0,,,1.0,1.0,15.0,5.0,4.0,2.0,10.0,15.0,,4.0,2.0,3.0,4.0,8.0,1.0,,1.0,3.0,3.0,3.0,2.0,5.0,0.625,1.0,0.5,0.625,0.4,0.6666666666666666,,0.25,0.25,0.7142857142857143,0.42857142857142855,1.0,,0.6666666666666666,0.5714285714285714,,,,0.1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,10.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,10.0,2.0,1.0,1.0,1.1666666666666667,1.0,0.3333333333333333,1.0,0.8,1.0,1.0,0.5,0.5,0.047619047619047616,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.46649999999999997,0.15873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
101112-1626209-201160-203095-203901,1610612753,"Channing Frye, Mario Hezonja, Jason Smith, Evan Fournier, Elfrid Payton","Frye, Hezonja, Smith, Fournier, Payton",101112-1626209-201160-203095-203901,ORL,573.0,4,10.0,7.0,21.0,20.0,5.0,4.0,41.0,5.0,9.0,1.0,2.0,1.0,8.0,1.0,3.0,8.0,18.0,1.0,6.0,,19.0,12.0,1.0,2.0,2.0,8.0,,2.0,3.0,1.0,4.0,6.0,14.0,5.0,2.0,2.0,3.0,6.0,,1.0,1.0,17.0,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.5,0.3958333333333333,0.2,0.3958333333333333,0.2,0.25,0.4,0.4,1.0,103.03664921465968,14.19047619047619,13.75,13.285714285714286,13.75,0.375,0.5555555555555556,0.625,0.041666666666666664,0.3333333333333333,0.125,0.3333333333333333,0.3333333333333333,0.4,0.5,0.625,0.3333333333333333,0.49069999999999997,0.5000749999999999,0.041666666666666664,0.05555555555555555,0.10526315789473684,9.3,24.133333333333336,3.0,8.0,1.0,4.0,5.0,2.0,11.0,0.5,0.5714285714285714,0.05555555555555555,0.1111111111111111,0.375,0.375,0.6666666666666666,4.0,,1.0,,3.0,3.0,1.0,1.0,2.0,3.0,8.0,1.0,,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,1.0,0.4,1.0,0.5,0.2,0.5,1.0,1.0,1.0,0.07692307692307693,1.0,1.0,0.2,,,0.19047619047619047,1.0,1.0,,3.0,,2.0,,,,1.0,3.0,,1.0,,2.0,,2.0,4.0,1.0,,,1.0,1.0,,,2.0,,,0.3333333333333333,0.25,0.25,,1.0,1.0,0.3333333333333333,1.0,1.0,0.4,0.125,,,,,0.4,,,0.25,1.0,,,0.442975,0.10526315789473684,1.0,1.0,3.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
101112-1626209-201160-203506-203894,1610612753,"Channing Frye, Mario Hezonja, Jason Smith, Victor Oladipo, Shabazz Napier","Frye, Hezonja, Smith, Oladipo, Napier",101112-1626209-201160-203506-203894,ORL,206.0,1,3.0,-5.0,6.0,6.0,2.0,1.0,12.0,,1.0,,,1.0,1.0,,3.0,1.0,3.0,,4.0,,2.0,7.0,,1.0,,2.0,,,3.0,,1.0,2.0,5.0,,,,,,,,,2.0,,,0.3333333333333333,,0.14285714285714285,,0.14285714285714285,,0.5714285714285714,0.5,0.4,,83.88349514563107,17.0,17.333333333333332,16.333333333333332,15.5,0.14285714285714285,,,0.14285714285714285,0.14285714285714285,0.42857142857142855,,,,,0.7142857142857143,,0.4871357142857143,0.402,,,,8.799999999999999,25.275,1.0,,2.0,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,3.0,,1.0,,1.0,,1.0,,,,1.0,1.0,2.0,2.0,,,,1.0,0.6666666666666666,0.3333333333333333,0.75,1.0,,0.5,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,0.14285714285714285,,,,,,,,,,,,,,,1.0,,,,0.25,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
101112-1626209-201160-203506-203901,1610612753,"Channing Frye, Mario Hezonja, Jason Smith, Victor Oladipo, Elfrid Payton","Frye, Hezonja, Smith, Oladipo, Payton",101112-1626209-201160-203506-203901,ORL,41.0,2,1.0,-2.0,2.0,2.0,2.0,,4.0,,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,140.4878048780488,9.0,11.5,9.0,11.5,,,,,1.0,,,,,,,,0.419,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
101112-1626209-201160-203894-203901,1610612753,"Channing Frye, Mario Hezonja, Jason Smith, Shabazz Napier, Elfrid Payton","Frye, Hezonja, Smith, Napier, Payton",101112-1626209-201160-203894-203901,ORL,149.0,1,2.0,-4.0,5.0,5.0,5.0,,10.0,,,,,,2.0,,1.0,1.0,2.0,,1.0,,2.0,6.0,,,,,,,1.0,,,,2.0,,,,,,,,,2.0,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,96.64429530201342,12.6,17.2,12.6,17.2,,,,,0.6666666666666666,0.3333333333333333,,,,,0.3333333333333333,,0.45415,,,,,19.4,24.9,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,0.5,0.5,1.0,,,,,,,,,,1.0,2.0,,1.0,,,1.0,2.0,,,,,,,,,,,0.5,0.5,,0.6666666666666666,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
101112-1626209-201228-202699-203506,1610612753,"Channing Frye, Mario Hezonja, C.J. Watson, Tobias Harris, Victor Oladipo","Frye, Hezonja, Watson, Harris, Oladipo",101112-1626209-201228-202699-203506,ORL,162.0,1,3.0,2.0,5.0,5.0,2.0,,10.0,1.0,1.0,,,1.0,,,,2.0,2.0,1.0,2.0,,7.0,5.0,,,,4.0,,,,,,,1.0,1.0,1.0,,3.0,,,,,7.0,0.5,0.5,1.0,,0.875,,0.875,,0.5,,,,88.88888888888889,13.2,19.2,13.2,19.2,0.25,1.0,1.0,0.25,,,,,,,0.75,,0.6134625,,,,,6.6,23.3,,,,,1.0,,3.0,,,,,,,,,,,,,3.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
101112-1626209-201228-202699-203932,1610612753,"Channing Frye, Mario Hezonja, C.J. Watson, Tobias Harris, Aaron Gordon","Frye, Hezonja, Watson, Harris, Gordon",101112-1626209-201228-202699-203932,ORL,108.0,1,2.0,3.0,4.0,4.0,3.0,1.0,8.0,,,,,,,,1.0,,,1.0,2.0,2.0,5.0,2.0,,,,,,,1.0,,,,2.0,,,1.0,2.0,1.0,,2.0,,5.0,0.5,0.5,,,0.75,,0.8333333333333334,,1.0,,,,106.66666666666666,10.5,16.5,7.75,14.5,,,,,,0.5,,,,,1.0,,0.487725,0.4446,,,,,24.8,,,,,1.0,,3.0,,,,,,,,4.0,,1.0,,1.0,3.0,1.0,,,2.0,2.0,,1.0,,,,1.0,,1.0,,,,,,4.0,1.0,,1.0,1.0,,0.6666666666666666,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,2.0,2.0,5.0,1.0,,,,,1.0,,,1.0,,5.0,1.0,0.5,,0.75,0.8333333333333334,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,0.5,,0.487725,1.0,1.0,,,,,,,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612753,2016,2015-16,False
