EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShootingFouls,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,OpponentPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Charge Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,2pt And 1 Free Throw Trips,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffThreePtRebounds,OffRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,DeadBallTurnovers,Offensive Fouls,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,Travels,Charge Fouls,BlockedShortMidRange,RecoveredBlocks,AtRimPctBlocked,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg3Pct,OffAtRimReboundPct,SecondChanceArc3Accuracy,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SelfOReb,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAssists,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,HeaveAttempts,DefensiveGoaltends,OffensiveGoaltends,BlockedLongMidRange,Clear Path Fouls,Corner3PctBlocked,3SecondViolations,HeaveMakes,BlockedCorner3,team_id,year,season,team_vs
1626156-1626178-1626203-1627747-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, Caris LeVert, Joe Harris","Russell, Hollis-Jefferson, Graham, LeVert, Harris",1626156-1626178-1626203-1627747-203925,BKN,42.0,1,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,137.14285714285714,7.5,13.5,7.5,13.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.6411,0.6411,1.0,1.0,24.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
1626156-1626178-1626203-1628386-203894,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, Jarrett Allen, Shabazz Napier","Russell, Hollis-Jefferson, Graham, Allen, Napier",1626156-1626178-1626203-1628386-203894,BKN,9.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
1626156-1626178-1626203-1629066-201162,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, Rodions Kurucs, Jared Dudley","Russell, Hollis-Jefferson, Graham, Kurucs, Dudley",1626156-1626178-1626203-1629066-201162,BKN,591.0,3,10.0,16.0,22.0,24.0,22.0,46.0,5.0,8.0,5.0,8.0,8.0,8.0,6.0,10.0,8.0,34.0,6.0,10.0,8.0,34.0,2.0,8.0,1.0,6.0,1.0,17.0,5.0,4.0,7.0,5.0,,34.0,34.0,22.0,0.16666666666666666,0.16666666666666666,0.6,0.6,0.8333333333333334,0.8333333333333334,0.825,0.825,0.4444444444444444,112.08121827411168,9.318181818181818,16.083333333333332,9.318181818181818,15.625,0.4444444444444444,0.625,0.625,0.2,0.4444444444444444,0.4444444444444444,0.625,0.4444444444444444,0.8888888888888888,0.5103416666666667,0.5103416666666667,1.0,4.2299999999999995,25.8875,1.0,3.0,10.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,18.0,6.0,4.0,10.0,15.0,3.0,6.0,5.0,5.0,3.0,6.0,1.0,10.0,10.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,0.8333333333333334,0.75,0.75,0.75,1.0,1.0,0.8571428571428571,0.6,0.75,1.0,0.6666666666666666,1.0,0.5,1.0,0.05555555555555555,1.0,1.0,0.05555555555555555,0.75,0.75,0.8333333333333334,0.75,0.75,0.1,0.09090909090909091,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
1626156-1626178-1626203-1629066-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, Rodions Kurucs, Joe Harris","Russell, Hollis-Jefferson, Graham, Kurucs, Harris",1626156-1626178-1626203-1629066-203925,BKN,55.0,1,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,,1.0,,,,,,,,1.0,,3.0,3.0,2.0,,,1.0,1.0,0.5,0.5,0.75,0.75,0.5,130.9090909090909,7.5,13.333333333333334,7.5,13.333333333333334,0.5,1.0,1.0,,0.5,0.5,1.0,0.5,1.0,0.65125,0.65125,1.0,1.5,25.0,1.0,,,,,,,,,1.0,2.0,,1.0,2.0,,,,,,,2.0,,2.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,0.5,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
1626156-1626178-1626203-201960-203894,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, DeMarre Carroll, Shabazz Napier","Russell, Hollis-Jefferson, Graham, Carroll, Napier",1626156-1626178-1626203-201960-203894,BKN,209.0,2,3.0,5.0,8.0,7.0,4.0,15.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,14.0,1.0,1.0,3.0,7.0,,5.0,,1.0,,3.0,1.0,,,2.0,1.0,12.0,7.0,4.0,,,1.0,1.0,0.75,0.625,0.7777777777777778,0.7,0.625,103.34928229665071,13.875,14.0,12.25,14.0,0.25,1.0,1.0,,0.625,0.25,1.0,0.75,0.875,0.49901875,0.5343375,0.5,4.466666666666667,24.84,0.5,,4.0,1.0,1.0,,2.0,1.0,2.0,2.0,9.0,1.0,2.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,2.0,,,,,0.5,0.4,0.3333333333333333,0.4,,,,1.0,0.5,,,,1.0,,0.125,1.0,1.0,,0.4,0.4,0.5,0.3333333333333333,0.4,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
1626156-1626178-1626203-201960-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, DeMarre Carroll, Joe Harris","Russell, Hollis-Jefferson, Graham, Carroll, Harris",1626156-1626178-1626203-201960-203925,BKN,28.0,1,,-3.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,102.85714285714286,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
1626156-1626178-1626203-203459-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, Allen Crabbe, Joe Harris","Russell, Hollis-Jefferson, Graham, Crabbe, Harris",1626156-1626178-1626203-203459-203925,BKN,30.0,1,,,1.0,1.0,,2.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,96.0,25.0,5.0,25.0,5.0,,,,,1.0,,,,1.0,0.47745,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
1626156-1626178-1627747-1628386-203459,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Jarrett Allen, Allen Crabbe","Russell, Hollis-Jefferson, LeVert, Allen, Crabbe",1626156-1626178-1627747-1628386-203459,BKN,721.0,6,12.0,8.0,27.0,24.0,,51.0,8.0,8.0,,,7.0,,12.0,19.0,7.0,33.0,,,,,10.0,7.0,5.0,5.0,3.0,10.0,3.0,2.0,3.0,5.0,,29.0,,,0.4166666666666667,0.45454545454545453,0.631578947368421,,0.5192307692307693,,0.5689655172413793,,0.2692307692307692,101.85852981969487,13.666666666666666,14.666666666666666,12.74074074074074,13.875,0.3076923076923077,1.0,1.0,0.375,0.2692307692307692,,,,0.5769230769230769,0.5217038461538461,,,7.031578947368421,26.442857142857143,,1.0,2.0,4.0,8.0,3.0,1.0,,1.0,6.0,25.0,,,14.0,,3.0,1.0,,,1.0,7.0,1.0,9.0,13.0,1.0,1.0,,1.0,1.0,,,,7.0,,4.0,,,,0.14285714285714285,,0.14285714285714285,1.0,1.0,0.5833333333333334,1.0,0.6153846153846154,0.5,,1.0,,1.0,0.3076923076923077,0.5,0.5714285714285714,0.11538461538461539,0.14285714285714285,0.14285714285714285,,,0.14285714285714285,0.13793103448275862,0.18181818181818182,,1.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,,,,,,,0.3333333333333333,0.25,0.4,0.16666666666666666,0.3076923076923077,0.16666666666666666,0.25,1.0,0.12121212121212122,,,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.05263157894736842,0.125,0.42857142857142855,0.5,0.3333333333333333,0.5,0.25,0.48205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
1626156-1626178-1627747-1628386-203915,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Jarrett Allen, Spencer Dinwiddie","Russell, Hollis-Jefferson, LeVert, Allen, Dinwiddie",1626156-1626178-1627747-1628386-203915,BKN,1680.0,9,28.0,-20.0,61.0,63.0,45.0,124.0,7.0,15.0,5.0,13.0,8.0,7.0,13.0,25.0,17.0,60.0,10.0,20.0,12.0,47.0,14.0,8.0,7.0,12.0,4.0,29.0,3.0,2.0,7.0,11.0,2.0,60.0,47.0,45.0,0.5384615384615384,0.5384615384615384,0.52,0.5,0.5595238095238095,0.546875,0.6122448979591837,0.618421052631579,0.40476190476190477,106.28571428571429,15.081967213114755,12.063492063492063,14.885245901639344,11.380952380952381,0.35714285714285715,0.4666666666666667,0.5384615384615384,0.5714285714285714,0.19047619047619047,0.40625,0.38461538461538464,0.21875,0.7619047619047619,0.5148690476190476,0.5057625,0.7833333333333333,5.052,24.676470588235293,0.7377049180327869,4.0,26.0,5.0,8.0,2.0,3.0,2.0,7.0,13.0,80.0,5.0,12.0,12.0,15.0,6.0,3.0,5.0,1.0,6.0,12.0,1.0,19.0,19.0,1.0,9.0,6.0,3.0,13.0,8.0,1.0,,16.0,,6.0,1.0,2.0,0.7142857142857143,0.4117647058823529,0.4166666666666667,0.4117647058823529,0.6923076923076923,1.0,0.5454545454545454,0.6666666666666666,0.5806451612903226,0.45454545454545453,0.7142857142857143,0.5,0.625,1.0,0.19047619047619047,0.625,0.8333333333333334,0.047619047619047616,0.375,0.375,0.3333333333333333,0.2857142857142857,0.375,0.14583333333333334,0.2,0.05555555555555555,1.0,1.0,,,,,,,,,1.0,7.0,6.0,7.0,1.0,,,,,,,,,,4.0,,1.0,1.0,,,4.0,3.0,,0.16,0.25,,,,0.6,1.0,0.5409,1.0,4.0,9.0,3.0,5.0,4.0,2.0,1.0,1.0,2.0,0.13333333333333333,0.2857142857142857,0.5,0.5,0.21428571428571427,0.4444444444444444,0.4444444444444444,1.0,0.15625,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
1626156-1626178-1627747-1628386-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Jarrett Allen, Joe Harris","Russell, Hollis-Jefferson, LeVert, Allen, Harris",1626156-1626178-1627747-1628386-203925,BKN,1340.0,7,22.0,-3.0,48.0,48.0,9.0,96.0,6.0,11.0,1.0,3.0,13.0,3.0,13.0,23.0,18.0,49.0,2.0,4.0,4.0,7.0,14.0,13.0,7.0,11.0,4.0,26.0,2.0,1.0,7.0,11.0,1.0,44.0,7.0,9.0,0.5384615384615384,0.5833333333333334,0.5652173913043478,0.5,0.5365853658536586,0.4375,0.5444444444444444,0.4375,0.43902439024390244,103.16417910447761,13.645833333333334,14.270833333333334,13.3125,14.020833333333334,0.2682926829268293,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.3170731707317073,0.375,0.3333333333333333,0.375,0.7073170731707317,0.5354560975609757,0.5375875,0.14285714285714285,6.852173913043478,25.344444444444445,0.1875,6.0,17.0,6.0,9.0,3.0,4.0,1.0,6.0,5.0,52.0,1.0,,12.0,12.0,6.0,4.0,4.0,3.0,6.0,11.0,2.0,19.0,23.0,1.0,2.0,1.0,1.0,6.0,2.0,,,9.0,,5.0,,,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,0.7857142857142857,0.8571428571428571,0.8095238095238095,0.75,1.0,0.7142857142857143,1.0,0.5,0.21951219512195122,0.6666666666666666,0.75,0.07317073170731707,0.3076923076923077,0.3076923076923077,0.75,0.3333333333333333,0.3076923076923077,0.1111111111111111,0.18518518518518517,,1.0,4.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,,,3.0,3.0,3.0,,0.5,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.18181818181818182,0.2222222222222222,0.6666666666666666,0.5,0.10204081632653061,4.0,,1.0,1.0,,2.0,1.0,3.0,2.0,0.043478260869565216,0.1111111111111111,0.2,,0.5,0.5,0.3333333333333333,0.55115,1.0,2.0,5.0,,1.0,1.0,2.0,,,2.0,,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.12195121951219512,0.4,0.4,0.5,0.125,,1.0,1.0,2.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,False
