EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,PenaltyDefPoss,AtRimFGM,Arc3FGM,FG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,2pt And 1 Free Throw Trips,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,Steals,LostBallSteals,BlockedShortMidRange,SecondChanceFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFtPoints,HeaveAttempts,ShortMidRangeAssists,BadPassSteals,Loose Ball Fouls Drawn,ShortMidRangePctAssisted,SecondChanceArc3Frequency,Charge Fouls Drawn,LongMidRangeAssists,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Charge Fouls,NonShootingFoulsDrawn,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,Offensive Fouls,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,Technical Free Throw Trips,Defensive 3 Seconds Violations,OffensiveGoaltends,BlockedCorner3,BlockedLongMidRange,3SecondViolations,LongMidRangePctBlocked,DefensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,HeaveMakes,team_id,year,season,team_vs
1626154-1626179-1627759-1628400-1629057,1610612738,"RJ Hunter, Terry Rozier, Jaylen Brown, Semi Ojeleye, Robert Williams III","Hunter, Rozier, Brown, Ojeleye, Williams III",1626154-1626179-1627759-1628400-1629057,BOS,128.0,1,2.0,-6.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,3.0,9.0,2.0,1.0,6.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.21428571428571427,0.21428571428571427,0.16666666666666666,0.25,1.0,0.4,0.4,0.5,0.25,90.0,18.5,13.5,15.0,12.5,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,0.4167666666666667,0.46805,0.4167666666666667,0.14285714285714285,0.14285714285714285,1.0,6.983333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626154-1627759-1628400-1629057-202954,1610612738,"RJ Hunter, Jaylen Brown, Semi Ojeleye, Robert Williams III, Brad Wanamaker","Hunter, Brown, Ojeleye, Williams III, Wanamaker",1626154-1627759-1628400-1629057-202954,BOS,33.0,1,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,87.27272727272727,25.0,8.0,22.0,8.0,,,,,,,,1.0,0.5151,,0.5151,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626154-1627824-1628400-1628408-202954,1610612738,"RJ Hunter, Guerschon Yabusele, Semi Ojeleye, PJ Dozier, Brad Wanamaker","Hunter, Yabusele, Ojeleye, Dozier, Wanamaker",1626154-1627824-1628400-1628408-202954,BOS,178.0,1,3.0,1.0,4.0,6.0,2.0,,10.0,1.0,,,,,,1.0,1.0,,5.0,4.0,,,,,,,,,1.0,3.0,,3.0,,1.0,3.0,,,,5.0,,2.0,1.0,,0.5,,0.5,,,,1.0,,,,,80.89887640449437,13.5,20.666666666666668,13.5,20.0,0.2,,,,,,,1.0,0.5093625,,0.4734,,,,1.3,0.5,4.0,3.0,4.0,3.0,4.0,,2.0,,,,,,0.8,,1.0,,0.6666666666666666,,1.0,0.8,1.0,29.55,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626154-1628400-1628408-1628464-202954,1610612738,"RJ Hunter, Semi Ojeleye, PJ Dozier, Daniel Theis, Brad Wanamaker","Hunter, Ojeleye, Dozier, Theis, Wanamaker",1626154-1628400-1628408-1628464-202954,BOS,362.0,1,6.0,-4.0,13.0,15.0,9.0,1.0,28.0,3.0,,1.0,3.0,,,4.0,6.0,1.0,15.0,19.0,1.0,2.0,2.0,,10.0,4.0,,,,6.0,1.0,7.0,,2.0,2.0,3.0,1.0,1.0,13.0,10.0,9.0,0.6666666666666666,1.0,0.5833333333333334,0.625,0.625,0.625,,,,,0.16666666666666666,,,111.38121546961327,15.384615384615385,10.8,15.307692307692308,10.6,0.25,0.25,,,,,0.125,0.75,0.47164999999999996,,0.4984875,0.08333333333333333,0.16666666666666666,0.6666666666666666,4.666666666666667,0.6923076923076923,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,,2.0,,2.0,0.5,0.5,0.5,0.25,0.8571428571428571,0.25,,0.5,0.75,27.683333333333334,1.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,,,,,,0.5,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,,,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626154-1628400-1628408-1629057-202954,1610612738,"RJ Hunter, Semi Ojeleye, PJ Dozier, Robert Williams III, Brad Wanamaker","Hunter, Ojeleye, Dozier, Williams III, Wanamaker",1626154-1628400-1628408-1629057-202954,BOS,840.0,2,14.0,-19.0,28.0,27.0,10.0,8.0,55.0,10.0,5.0,2.0,5.0,1.0,6.0,3.0,21.0,4.0,19.0,38.0,8.0,,4.0,2.0,8.0,4.0,2.0,6.0,,7.0,9.0,16.0,1.0,3.0,7.0,3.0,6.0,3.0,12.0,8.0,10.0,0.14285714285714285,,0.24193548387096775,0.3333333333333333,0.27941176470588236,0.4,0.09523809523809523,,,0.3333333333333333,0.36,0.2,0.043478260869565216,94.28571428571429,18.535714285714285,11.88888888888889,16.785714285714285,11.148148148148149,0.3225806451612903,0.16129032258064516,0.1935483870967742,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.2222222222222222,0.6451612903225806,0.5047467741935484,0.46986666666666665,0.5562888888888888,0.08823529411764706,0.125,0.42105263157894735,8.138095238095238,0.35714285714285715,7.0,3.0,10.0,5.0,7.0,3.0,1.0,2.0,1.0,3.0,,1.0,0.3225806451612903,0.6666666666666666,0.25,0.42857142857142855,0.5384615384615384,0.3333333333333333,1.0,0.22580645161290322,0.3333333333333333,25.47,6.0,2.0,1.0,3.0,2.0,9.0,1.0,1.0,3.0,4.0,1.0,1.0,11.0,1.0,,1.0,,1.0,0.3333333333333333,0.5,1.0,0.3,0.3,,,0.2,0.25,0.5,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,,,1.0,2.0,7.0,2.0,,2.0,6.0,1.0,1.0,1.0,,0.4,0.25,0.3888888888888889,0.3888888888888889,0.6666666666666666,,0.625,,,,0.3333333333333333,0.3684210526315789,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,0.5,0.2,1.0,1.0,0.0967741935483871,0.6666666666666666,0.6666666666666666,1.0,0.4,0.5,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1627824-1628369-1628400,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Semi Ojeleye","Rozier, Brown, Yabusele, Tatum, Ojeleye",1626179-1627759-1627824-1628369-1628400,BOS,250.0,1,4.0,-1.0,8.0,7.0,,1.0,15.0,2.0,1.0,,2.0,,,1.0,4.0,2.0,10.0,11.0,1.0,,,,,,,1.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,10.0,,,0.25,,0.5,,0.5555555555555556,,,,1.0,0.3333333333333333,0.2,0.5,0.2,86.39999999999999,14.5,19.142857142857142,14.375,19.142857142857142,0.25,0.25,,,,1.0,,0.75,0.51996875,0.5904,,0.1111111111111111,0.2,,4.95,,3.0,,4.0,,3.0,,3.0,,,,,,0.5,,1.0,,1.0,,,0.375,,26.075,,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,0.125,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1627824-1628369-202330,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Gordon Hayward","Rozier, Brown, Yabusele, Tatum, Hayward",1626179-1627759-1627824-1628369-202330,BOS,456.0,2,8.0,3.0,12.0,13.0,,4.0,25.0,4.0,1.0,,2.0,,1.0,5.0,7.0,4.0,20.0,17.0,1.0,,,,,8.0,,2.0,,4.0,4.0,8.0,,,1.0,4.0,5.0,3.0,15.0,,,0.7142857142857143,,0.5714285714285714,,0.625,,,,,1.0,0.6666666666666666,,,78.94736842105263,19.083333333333332,17.46153846153846,18.0,16.846153846153847,0.2857142857142857,0.14285714285714285,0.07142857142857142,,,0.5,,0.7857142857142857,0.5238615384615385,0.5499,,0.1875,0.3333333333333333,,5.628571428571428,,5.0,,7.0,,4.0,2.0,3.0,,,,,,0.5,,0.75,0.5,0.8,0.5,1.0,0.35714285714285715,,28.957142857142856,2.0,3.0,,2.0,2.0,6.0,,1.0,2.0,3.0,,,8.0,1.0,1.0,1.0,1.0,,0.2,0.2,1.0,0.2857142857142857,0.3333333333333333,,1.0,0.75,0.75,,,,,,,2.0,,1.0,5.0,,,,1.0,,,,1.0,,1.0,0.5,0.625,1.0,,1.0,1.0,1.0,,,0.25,1.0,2.0,2.0,,,,,,1.0,2.0,1.0,,,,,1.0,1.0,,,0.14285714285714285,1.0,1.0,1.0,1.0,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1627824-1628369-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Marcus Morris","Rozier, Brown, Yabusele, Tatum, Morris",1626179-1627759-1627824-1628369-202694,BOS,421.0,1,7.0,-8.0,13.0,14.0,,1.0,27.0,5.0,1.0,,4.0,,,3.0,9.0,2.0,14.0,22.0,1.0,,,,,2.0,1.0,1.0,1.0,3.0,1.0,4.0,,1.0,1.0,2.0,4.0,2.0,12.0,,,0.3333333333333333,,0.5,,0.5,,0.1111111111111111,0.25,1.0,0.16666666666666666,0.14285714285714285,,,92.35154394299288,17.23076923076923,14.071428571428571,17.23076923076923,14.071428571428571,0.4166666666666667,0.3333333333333333,,,,1.0,,0.6666666666666666,0.5212416666666667,0.6179,,0.14285714285714285,0.18181818181818182,,3.7666666666666666,,3.0,,3.0,,3.0,,1.0,,,,,,0.25,,0.5,,0.6666666666666666,,,0.25,,27.633333333333336,,3.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,2.0,1.0,2.0,1.0,,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,,0.5,0.6,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,1.0,2.0,,,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.14285714285714285,1.0,,,,,,,,,,2.0,1.0,1.0,,,0.5,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1627824-1628400-1628408,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Semi Ojeleye, PJ Dozier","Rozier, Brown, Yabusele, Ojeleye, Dozier",1626179-1627759-1627824-1628400-1628408,BOS,176.0,1,3.0,12.0,8.0,8.0,,1.0,16.0,5.0,1.0,,,,1.0,5.0,6.0,,13.0,1.0,1.0,,,,,4.0,,,3.0,7.0,1.0,8.0,,2.0,2.0,3.0,,,11.0,,,0.8333333333333334,,0.8125,,0.8125,,,,1.0,,0.5,,,130.9090909090909,10.0,12.0,8.25,11.625,0.625,,0.125,,,1.0,,0.875,0.62328125,,,,,,4.183333333333334,,2.0,,2.0,,2.0,1.0,2.0,1.0,,1.0,,,0.25,1.0,0.6666666666666666,1.0,0.8,1.0,1.0,0.25,,25.8,,5.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,,,,,,0.6,0.6,1.0,0.5,0.5,,,1.0,1.0,0.6,0.5,0.5,1.0,0.5,,,,1.0,2.0,,,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,0.15384615384615385,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1627824-1628400-1629057,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Semi Ojeleye, Robert Williams III","Rozier, Brown, Yabusele, Ojeleye, Williams III",1626179-1627759-1627824-1628400-1629057,BOS,479.0,1,8.0,10.0,18.0,17.0,,1.0,35.0,6.0,1.0,,1.0,1.0,4.0,7.0,11.0,4.0,27.0,17.0,1.0,,,,,2.0,,1.0,,10.0,1.0,11.0,,1.0,1.0,4.0,5.0,3.0,25.0,,,0.6363636363636364,,0.71875,,0.75,,,,,0.25,0.16666666666666666,,,105.21920668058455,12.444444444444445,15.0,12.38888888888889,14.529411764705882,0.375,0.0625,0.25,0.25,0.25,1.0,,0.6875,0.527559375,0.3982,,0.16666666666666666,0.23076923076923078,,8.581818181818182,,3.0,,5.0,,3.0,,5.0,1.0,1.0,1.0,,,0.3125,1.0,1.0,,0.8333333333333334,,1.0,0.1875,,24.380000000000003,,6.0,1.0,3.0,12.0,9.0,1.0,6.0,3.0,9.0,1.0,5.0,21.0,,,,,,0.8571428571428571,1.0,1.0,0.6,0.6,,,1.0,1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,1.0,2.0,,,2.0,5.0,,,,1.0,,1.0,1.0,1.0,0.7142857142857143,1.0,0.8333333333333334,,,,,0.07407407407407407,1.0,2.0,2.0,,,,,,,2.0,,,,,,,0.3333333333333333,,,0.125,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
