EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGA,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,BlocksRecoveredPct,Corner3Frequency,PenaltyOffPoss,PenaltyDefPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefLongMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Offensive Fouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,SelfOReb,SecondChanceFg2Pct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,OffThreePtRebounds,FTDefRebounds,Charge Fouls Drawn,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,SecondChanceFtPoints,OffCorner3ReboundPct,Corner3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Travels,2pt And 1 Free Throw Trips,BlockedShortMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,ShortMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGA,Offensive Fouls Drawn,PenaltyCorner3Frequency,DefensiveGoaltends,3pt And 1 Free Throw Trips,FTOffRebounds,Technical Free Throw Trips,LongMidRangePctBlocked,OffFTReboundPct,OffensiveGoaltends,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls,HeaveAttempts,Defensive 3 Seconds Violations,SecondChanceArc3PctAssisted,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3SecondViolations,BlockedCorner3,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
101109-1627789-1629126-202335-203457,1610612760,"Raymond Felton, Timothe Luwawu-Cabarrot, Deonte Burton, Patrick Patterson, Nerlens Noel","Felton, Luwawu-Cabarrot, Burton, Patterson, Noel",101109-1627789-1629126-202335-203457,OKC,192.0,1,3.0,-2.0,5.0,6.0,11.0,2.0,3.0,1.0,2.0,4.0,2.0,6.0,8.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,0.5,0.5,0.6,0.25,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,82.5,15.6,19.0,15.6,17.166666666666668,0.75,0.6666666666666666,1.0,1.0,0.25,0.75,0.57665,0.2,0.2,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1627789-1629126-202335-203471,1610612760,"Raymond Felton, Timothe Luwawu-Cabarrot, Deonte Burton, Patrick Patterson, Dennis Schroder","Felton, Luwawu-Cabarrot, Burton, Patterson, Schroder",101109-1627789-1629126-202335-203471,OKC,199.0,1,3.0,-1.0,5.0,6.0,11.0,1.0,1.0,1.0,2.0,4.0,,7.0,8.0,2.0,,1.0,1.0,,2.0,2.0,1.0,3.0,5.0,,,,1.0,,,4.0,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,,,1.0,1.0,1.0,,1.0,79.59798994974874,20.6,16.0,17.8,16.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,0.5,0.494025,,,11.55,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.5,1.5,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5601,0.42857142857142855,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1627789-1629126-202335-203500,1610612760,"Raymond Felton, Timothe Luwawu-Cabarrot, Deonte Burton, Patrick Patterson, Steven Adams","Felton, Luwawu-Cabarrot, Burton, Patterson, Adams",101109-1627789-1629126-202335-203500,OKC,202.0,1,3.0,4.0,7.0,7.0,14.0,3.0,4.0,,3.0,4.0,,6.0,2.0,4.0,,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,,,,1.0,,,6.0,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,,,0.5,0.5,0.5,1.0,0.5,99.8019801980198,13.714285714285714,15.142857142857142,13.714285714285714,13.571428571428571,0.6666666666666666,0.75,0.75,0.6666666666666666,,1.0,0.64246,,,1.4,,,,,1.0,,,,2.0,,,,2.0,,1.0,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,0.16666666666666666,,,,,,,,30.9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1627789-202331-202335-203457,1610612760,"Raymond Felton, Timothe Luwawu-Cabarrot, Paul George, Patrick Patterson, Nerlens Noel","Felton, Luwawu-Cabarrot, George, Patterson, Noel",101109-1627789-202331-202335-203457,OKC,248.0,1,4.0,1.0,11.0,10.0,21.0,,,1.0,1.0,3.0,3.0,11.0,10.0,,,,,,,3.0,2.0,5.0,6.0,1.0,3.0,1.0,3.0,4.0,,8.0,,,0.3333333333333333,0.6666666666666666,0.6875,,,1.0,0.75,0.8333333333333334,,1.0,121.93548387096773,11.0,12.7,10.363636363636363,12.7,,,,,0.16666666666666666,0.5,0.4736416666666667,,,12.666666666666666,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,6.0,3.0,2.0,,1.0,1.0,1.0,,3.0,,0.6666666666666666,1.0,0.6666666666666666,1.5,1.5,0.5,0.5,0.3333333333333333,,1.0,1.0,0.3333333333333333,0.5,0.5,,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.4911,0.2727272727272727,27.066666666666666,,,,,2.0,2.0,,,,,0.6666666666666666,,,10.0,10.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,11.0,1.0,3.0,2.0,11.0,10.0,2.0,2.0,1.0,0.3333333333333333,0.8,0.7857142857142857,1.0,0.4,1.0,0.46151,1.0,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1627789-202331-202335-203471,1610612760,"Raymond Felton, Timothe Luwawu-Cabarrot, Paul George, Patrick Patterson, Dennis Schroder","Felton, Luwawu-Cabarrot, George, Patterson, Schroder",101109-1627789-202331-202335-203471,OKC,52.0,1,1.0,4.0,3.0,3.0,6.0,1.0,1.0,,2.0,2.0,,4.0,,2.0,,1.0,1.0,,2.0,,2.0,2.0,2.0,,,,,,,4.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,,,1.0,,1.0,1.0,,166.15384615384616,11.666666666666666,5.666666666666667,11.666666666666666,5.666666666666667,0.3333333333333333,1.0,1.0,,,0.6666666666666666,0.4992833333333333,,,6.2,,1.0,1.0,,1.0,,,,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,25.1,,,,,,,,,,,,,,3.0,,,1.0,2.0,2.0,,1.0,,4.0,,,,4.0,3.0,,,,1.0,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,0.4992833333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1627789-202331-202335-203500,1610612760,"Raymond Felton, Timothe Luwawu-Cabarrot, Paul George, Patrick Patterson, Steven Adams","Felton, Luwawu-Cabarrot, George, Patterson, Adams",101109-1627789-202331-202335-203500,OKC,8.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,180.0,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1627789-202331-203471-203500,1610612760,"Raymond Felton, Timothe Luwawu-Cabarrot, Paul George, Dennis Schroder, Steven Adams","Felton, Luwawu-Cabarrot, George, Schroder, Adams",101109-1627789-202331-203471-203500,OKC,93.0,1,2.0,,4.0,5.0,9.0,,,,1.0,2.0,,2.0,2.0,2.0,,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,,,,,,,2.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,1.0,0.5,0.6666666666666666,1.0,0.5,139.3548387096774,8.75,11.6,8.75,11.4,,,,,,0.3333333333333333,0.47700000000000004,,,9.6,,1.0,2.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,0.3333333333333333,,,,,,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,,,,,,26.3,,1.0,1.0,,1.0,1.0,,,,,1.0,,,4.0,,,1.0,1.0,2.0,,1.0,,2.0,,1.0,,2.0,4.0,,,,0.5,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.47700000000000004,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1627789-202335-203471-203500,1610612760,"Raymond Felton, Timothe Luwawu-Cabarrot, Patrick Patterson, Dennis Schroder, Steven Adams","Felton, Luwawu-Cabarrot, Patterson, Schroder, Adams",101109-1627789-202335-203471-203500,OKC,87.0,1,1.0,,4.0,3.0,7.0,2.0,3.0,1.0,2.0,4.0,,4.0,4.0,,,,,,,,,,1.0,,1.0,,,,,2.0,,,0.5,0.5,0.5,,,,,,,,115.86206896551724,15.25,8.666666666666666,15.0,8.666666666666666,0.75,0.6666666666666666,0.6666666666666666,,0.25,0.75,0.59085,,,5.025,1.0,,,,,,,,,,,2.0,4.0,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,0.5,0.5,,,,,,,,,,,,,,0.5855,0.5,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1627846-1628390-201566-202693,1610612760,"Raymond Felton, Abdel Nader, Terrance Ferguson, Russell Westbrook, Markieff Morris","Felton, Nader, Ferguson, Westbrook, Morris",101109-1627846-1628390-201566-202693,OKC,65.0,1,1.0,-3.0,2.0,2.0,4.0,,,1.0,1.0,1.0,,2.0,5.0,2.0,,1.0,1.0,,2.0,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,88.61538461538463,21.0,11.5,21.0,11.5,,,,,1.0,,0.4248,,,18.8,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
101109-1627846-1628390-202335-203924,1610612760,"Raymond Felton, Abdel Nader, Terrance Ferguson, Patrick Patterson, Jerami Grant","Felton, Nader, Ferguson, Patterson, Grant",101109-1627846-1628390-202335-203924,OKC,206.0,1,3.0,,6.0,7.0,13.0,2.0,2.0,,3.0,5.0,,6.0,6.0,4.0,,2.0,2.0,1.0,4.0,1.0,1.0,3.0,5.0,,,,2.0,,,2.0,0.6666666666666666,1.0,0.6,0.375,0.375,,,1.0,0.5,0.6666666666666666,,0.5,90.873786407767,17.666666666666668,14.285714285714286,17.5,13.428571428571429,0.25,1.0,1.0,0.5,,0.625,0.4979875,,,5.279999999999999,2.0,1.0,3.0,,3.0,,,,3.0,,,4.0,2.0,,3.0,,1.0,1.0,2.0,,,,,,,,1.0,1.0,0.375,0.5,0.5,0.5,,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.375,,,,,,0.6039,0.6666666666666666,25.333333333333332,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,0.25,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2019,2018-19,True
