EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,FTOffRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,OffFTReboundPct,Pace,SecondsPerPossOff,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Minutes,DefPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,ShootingFouls,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,PtsUnassisted2s,Steals,BadPassSteals,TwoPtShootingFoulsDrawn,Fg2Pct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffTwoPtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,DeadBallTurnovers,Travels,Turnovers,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyShotQualityAvg,2pt And 1 Free Throw Trips,PenaltyAtRimFGM,PenaltyFG2M,LostBallOutOfBoundsTurnovers,LostBallTurnovers,BlockedShortMidRange,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,PenaltyCorner3FGA,SelfOReb,SecondChanceTurnovers,PenaltyTurnovers,OffCorner3ReboundPct,SelfORebPct,PenaltyCorner3Frequency,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedLongMidRange,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,LostBallSteals,Loose Ball Fouls,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,DefensiveGoaltends,StepOutOfBoundsTurnovers,Offensive Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,BadPassOutOfBoundsTurnovers,3SecondViolations,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Blocked3s,BlockedCorner3,Corner3PctBlocked,BlockedArc3,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
101150-101162-1626149-201568-202699,1610612746,"Lou Williams, Marcin Gortat, Montrezl Harrell, Danilo Gallinari, Tobias Harris","Williams, Gortat, Harrell, Gallinari, Harris",101150-101162-1626149-201568-202699,LAC,4.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,360.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-101162-1627820-1628405-1628414,1610612746,"Lou Williams, Marcin Gortat, Tyrone Wallace, Johnathan Motley, Sindarius Thornwell","Williams, Gortat, Wallace, Motley, Thornwell",101150-101162-1627820-1628405-1628414,LAC,59.0,1,2.0,2.0,,,4.0,,3.0,,,,,,,1.0,,,,0.75,,,,97.6271186440678,13.5,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,0.5,0.5,0.75,1.0,1.0,1.0,1.0,16.0,13.5,16.0,1.0,0.5,0.5,1.0,1.0,0.5,0.55635,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-101162-1627820-202699-203118,1610612746,"Lou Williams, Marcin Gortat, Tyrone Wallace, Tobias Harris, Mike Scott","Williams, Gortat, Wallace, Harris, Scott",101150-101162-1627820-202699-203118,LAC,64.0,1,4.0,3.0,,,5.0,2.0,4.0,,,,,,,1.0,1.0,2.0,,0.6666666666666666,,,,112.5,9.333333333333334,,,,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,4.0,,,,0.5,,1.0,0.5,1.0,18.0,9.333333333333334,18.0,,,,,,,0.42835,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-101162-1628405-1628983-201976,1610612746,"Lou Williams, Marcin Gortat, Johnathan Motley, Shai Gilgeous-Alexander, Patrick Beverley","Williams, Gortat, Motley, Gilgeous-Alexander, Beverley",101150-101162-1628405-1628983-201976,LAC,55.0,1,-2.0,2.0,,,4.0,,,,,,,,,1.0,,,,,,,,104.72727272727273,14.0,,,,1.0,2.0,,1.0,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,,0.5,,1.0,,13.5,14.0,13.5,0.5,,,,0.5,,0.4867,25.5,,1.0,,1.0,,,,,,0.5,,,,,12.4,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-101162-1628983-1629010-202699,1610612746,"Lou Williams, Marcin Gortat, Shai Gilgeous-Alexander, Jerome Robinson, Tobias Harris","Williams, Gortat, Gilgeous-Alexander, Robinson, Harris",101150-101162-1628983-1629010-202699,LAC,8.0,1,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,2.0,1.0,0.5,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-101162-1628983-201568-201601,1610612746,"Lou Williams, Marcin Gortat, Shai Gilgeous-Alexander, Danilo Gallinari, Luc Mbah a Moute","Williams, Gortat, Gilgeous-Alexander, Gallinari, Mbah a Moute",101150-101162-1628983-201568-201601,LAC,52.0,1,2.0,2.0,,1.0,4.0,2.0,4.0,,2.0,,,,1.0,2.0,1.0,2.0,,0.6666666666666666,1.0,,,110.76923076923076,9.0,0.5,,,1.0,2.0,,,,,2.0,,,,,,,,1.0,1.0,,,2.0,,,,0.5,,1.0,1.0,,17.0,8.5,17.0,,,,,1.0,,0.58105,,,,1.0,2.0,2.0,,,1.0,0.5,,,,0.3333333333333333,0.3333333333333333,1.65,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-101162-1628983-201568-202340,1610612746,"Lou Williams, Marcin Gortat, Shai Gilgeous-Alexander, Danilo Gallinari, Avery Bradley","Williams, Gortat, Gilgeous-Alexander, Gallinari, Bradley",101150-101162-1628983-201568-202340,LAC,200.0,2,6.0,6.0,,,13.0,1.0,10.0,,,,,,,4.0,,1.0,,0.9,,,,93.6,13.333333333333334,,,,3.0,7.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,,,10.0,1.0,1.0,1.0,0.9,0.2,1.0,1.0,1.0,17.142857142857142,13.333333333333334,17.142857142857142,0.2,1.0,1.0,1.0,0.6,1.0,0.5579799999999999,25.0,,,3.0,4.0,6.0,,,,0.75,,,,,,8.5,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,1.0,0.4,1.0,1.0,,,,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-101162-1628983-201568-202699,1610612746,"Lou Williams, Marcin Gortat, Shai Gilgeous-Alexander, Danilo Gallinari, Tobias Harris","Williams, Gortat, Gilgeous-Alexander, Gallinari, Harris",101150-101162-1628983-201568-202699,LAC,535.0,5,-1.0,15.0,1.0,3.0,33.0,2.0,19.0,2.0,4.0,2.0,2.0,,5.0,14.0,1.0,2.0,1.0,0.5,0.5,0.3333333333333333,,88.82242990654206,16.533333333333335,0.21052631578947367,0.10526315789473684,0.06666666666666667,9.0,18.0,,3.0,1.0,5.0,20.0,3.0,3.0,,1.0,5.0,,11.0,6.0,9.0,2.0,6.0,15.0,1.0,0.2,0.2,0.4722222222222222,0.2777777777777778,0.75,0.7272727272727273,0.3333333333333333,15.944444444444445,15.666666666666666,14.222222222222221,0.16666666666666666,,,,0.5555555555555556,,0.5202805555555555,24.619999999999997,2.0,4.0,7.0,13.0,6.0,,,,0.5384615384615384,0.2222222222222222,0.5,0.5,,,8.5,2.0,0.6666666666666666,1.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,4.0,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,1.0,0.2777777777777778,0.4,0.5,0.6666666666666666,0.5,0.6062,6.0,3.0,4.0,,,1.0,,,,,,1.0,0.5,,0.2222222222222222,0.75,0.75,1.0,1.0,2.0,1.0,1.0,2.0,8.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5714285714285714,0.6666666666666666,0.07692307692307693,0.2,1.0,1.0,0.25,0.5,1.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.1111111111111111,0.5,0.5,1.0,0.3333333333333333,0.5,0.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-101162-1628983-201976-202699,1610612746,"Lou Williams, Marcin Gortat, Shai Gilgeous-Alexander, Patrick Beverley, Tobias Harris","Williams, Gortat, Gilgeous-Alexander, Beverley, Harris",101150-101162-1628983-201976-202699,LAC,182.0,2,3.0,6.0,1.0,,12.0,2.0,10.0,,,2.0,2.0,,,2.0,1.0,2.0,1.0,0.8333333333333334,,1.0,,94.94505494505495,13.0,,0.2,0.16666666666666666,3.0,6.0,,,,,7.0,,,,,2.0,,4.0,,2.0,,2.0,10.0,,,,0.8,,,1.0,,17.333333333333332,13.0,17.333333333333332,,,,,0.4,,0.5136999999999999,,,1.0,4.0,5.0,4.0,,,,0.8,0.2,,,,,8.66,1.0,1.0,,2.0,1.0,2.0,2.0,,,,,,,,,,,,,0.4,1.0,1.0,,,,2.0,2.0,2.0,,,,,,,,,,1.0,,0.4,1.0,1.0,,,,,,,4.0,,2.0,,2.0,,,,1.0,,,1.0,1.0,0.5,0.5,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
101150-101162-1628983-201976-203118,1610612746,"Lou Williams, Marcin Gortat, Shai Gilgeous-Alexander, Patrick Beverley, Mike Scott","Williams, Gortat, Gilgeous-Alexander, Beverley, Scott",101150-101162-1628983-201976-203118,LAC,15.0,1,3.0,1.0,,,2.0,1.0,3.0,,,,,,,,1.0,1.0,,1.5,,,,192.0,11.0,,,,,1.0,,,,,,,,,,1.0,,2.0,,,,,3.0,,,,1.0,,,,,4.0,11.0,4.0,,,,,1.0,,0.5626,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,2.1,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2019,2018-19,True
