EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,LostBallSteals,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,DeadBallTurnovers,Offensive Fouls Drawn,SecondChanceArc3FGA,FTOffRebounds,2pt And 1 Free Throw Trips,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,DefLongMidRangeReboundPct,PenaltyCorner3FGM,SelfOReb,SelfORebPct,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Technical Free Throw Trips,BlockedAtRim,OffLongMidRangeReboundPct,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,LongMidRangePctBlocked,HeaveAttempts,Blocked3s,BlockedArc3,Clear Path Fouls,DefensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
101106-1626188-1628035-201939-203110,1610612744,"Andrew Bogut, Quinn Cook, Alfonzo McKinnie, Stephen Curry, Draymond Green","Bogut, Cook, McKinnie, Curry, Green",101106-1626188-1628035-201939-203110,GSW,619.0,2,10.0,7.0,23.0,22.0,16.0,3.0,3.0,45.0,4.0,6.0,3.0,5.0,1.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,7.0,14.0,3.0,7.0,12.0,35.0,28.0,1.0,2.0,2.0,2.0,4.0,4.0,11.0,1.0,4.0,10.0,21.0,6.0,8.0,6.0,3.0,4.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,12.0,2.0,3.0,2.0,3.0,5.0,5.0,10.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,12.0,4.0,2.0,1.0,1.0,1.0,1.0,31.0,21.0,16.0,2.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.25,0.42857142857142855,0.5,0.5,0.36363636363636365,0.5476190476190477,0.25,0.36666666666666664,0.6481481481481481,0.4,0.525,0.3333333333333333,0.07142857142857142,0.16666666666666666,1.0,0.75,0.5,1.0,0.5,0.8333333333333334,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,104.68497576736672,1.0,14.26086956521739,13.227272727272727,13.043478260869565,13.136363636363637,0.2857142857142857,0.6666666666666666,0.8,0.5,0.23809523809523808,0.2,0.2,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.19047619047619047,0.5,0.5,0.5,0.5,0.3333333333333333,0.6,0.13333333333333333,0.13333333333333333,0.5,0.6190476190476191,0.5,0.4947666666666667,0.46164999999999995,0.5044666666666667,0.16,0.2222222222222222,0.11428571428571428,0.6,7.764285714285714,25.314285714285713,0.6956521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201142-202691-2733,1610612744,"Andrew Bogut, Quinn Cook, Kevin Durant, Klay Thompson, Shaun Livingston","Bogut, Cook, Durant, Thompson, Livingston",101106-1626188-201142-202691-2733,GSW,199.0,2,3.0,,5.0,6.0,,,1.0,11.0,1.0,1.0,,,1.0,3.0,,,,1.0,,,,,,,2.0,4.0,,1.0,3.0,7.0,7.0,1.0,1.0,,,2.0,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,1.0,2.0,,4.0,2.0,,,,,,5.0,,,,,,,,,,0.5,1.0,,0.4,1.0,,0.5,1.0,,0.2,,,,,0.5,1.0,,0.5,0.3333333333333333,,0.5,,,,,,79.59798994974874,,21.0,15.666666666666666,20.8,15.0,0.2,1.0,1.0,,0.6,0.3333333333333333,0.3333333333333333,,,,,0.2,,,,,,,,,,,,,,0.4,,0.47043999999999997,0.4906,,0.2857142857142857,0.3333333333333333,0.2857142857142857,,8.65,22.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201142-202691-2738,1610612744,"Andrew Bogut, Quinn Cook, Kevin Durant, Klay Thompson, Andre Iguodala","Bogut, Cook, Durant, Thompson, Iguodala",101106-1626188-201142-202691-2738,GSW,151.0,1,3.0,-1.0,5.0,4.0,,,,9.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,2.0,3.0,,1.0,,4.0,5.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,4.0,,,,,,,,,,0.6666666666666666,,,0.5,,,0.5,,,0.25,,,1.0,,,0.5,,0.5,,,,,,,,,85.82781456953643,,14.8,19.25,14.8,16.0,0.25,1.0,1.0,,0.25,,,0.25,1.0,1.0,,0.25,,,,,,,,,,,,,,0.5,,0.499225,,,,,,,9.066666666666666,23.5,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201939-201973-202691,1610612744,"Andrew Bogut, Quinn Cook, Stephen Curry, Jonas Jerebko, Klay Thompson","Bogut, Cook, Curry, Jerebko, Thompson",101106-1626188-201939-201973-202691,GSW,36.0,1,1.0,,1.0,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,24.0,12.0,24.0,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3768,,,,,,,12.9,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201939-202691-203110,1610612744,"Andrew Bogut, Quinn Cook, Stephen Curry, Klay Thompson, Draymond Green","Bogut, Cook, Curry, Thompson, Green",101106-1626188-201939-202691-203110,GSW,86.0,1,1.0,,3.0,3.0,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,100.46511627906976,,20.666666666666668,8.0,20.666666666666668,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.5205000000000001,,,,,,,,26.433333333333334,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201939-203110-2733,1610612744,"Andrew Bogut, Quinn Cook, Stephen Curry, Draymond Green, Shaun Livingston","Bogut, Cook, Curry, Green, Livingston",101106-1626188-201939-203110-2733,GSW,139.0,1,2.0,2.0,3.0,3.0,,,2.0,6.0,2.0,3.0,,,,1.0,,,,2.0,1.0,,,1.0,,,2.0,4.0,,3.0,2.0,6.0,4.0,1.0,3.0,2.0,,2.0,,,,,,,2.0,2.0,,,1.0,,,1.0,,1.0,,,1.0,,2.0,2.0,2.0,,,,5.0,5.0,,,,,,,,,4.0,1.0,3.0,2.0,,,,,,4.0,,,,0.5,0.5,,,,,0.5,0.3333333333333333,,0.2857142857142857,0.2,,0.375,0.2,,0.42857142857142855,,,,,1.0,,0.6666666666666666,,0.8,1.0,1.0,,1.0,,,,62.15827338129496,,31.0,15.333333333333334,19.0,15.333333333333334,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,,,,,,,0.2857142857142857,,,,0.14285714285714285,,,,0.2,,,,,,0.8571428571428571,,0.5603285714285714,0.5082166666666666,,0.25,0.4,0.3333333333333333,,4.175,24.566666666666666,,1.0,2.0,,,,0.4,0.5,,,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201939-203110-2738,1610612744,"Andrew Bogut, Quinn Cook, Stephen Curry, Draymond Green, Andre Iguodala","Bogut, Cook, Curry, Green, Iguodala",101106-1626188-201939-203110-2738,GSW,511.0,1,9.0,,18.0,15.0,9.0,5.0,1.0,33.0,,1.0,,,1.0,5.0,2.0,2.0,1.0,2.0,,1.0,3.0,5.0,1.0,3.0,3.0,8.0,4.0,7.0,,18.0,18.0,,,,,,,3.0,1.0,4.0,,3.0,2.0,4.0,12.0,,5.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,,1.0,14.0,,1.0,2.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,,4.0,3.0,2.0,8.0,2.0,,,,,,,,,18.0,3.0,9.0,,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.25,0.5714285714285714,0.375,,,0.6,,0.21428571428571427,0.6,,0.21428571428571427,0.4666666666666667,0.125,1.0,0.25,1.0,0.2,0.5,,0.6,0.125,,0.25,,,,1.0,0.5,92.9941291585127,,17.166666666666668,13.466666666666667,16.833333333333332,12.666666666666666,0.06666666666666667,,,,0.3333333333333333,0.2,0.2,0.13333333333333333,1.0,1.0,0.5,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,0.6,0.6,1.0,,,,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.5333333333333333,0.6,0.47227,,0.47314285714285714,,,,0.16666666666666666,10.375,25.085714285714285,0.5,,,,1.0,0.5,,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-201973-202691-2733,1610612744,"Andrew Bogut, Quinn Cook, Jonas Jerebko, Klay Thompson, Shaun Livingston","Bogut, Cook, Jerebko, Thompson, Livingston",101106-1626188-201973-202691-2733,GSW,193.0,2,3.0,5.0,7.0,7.0,1.0,,2.0,14.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,,1.0,3.0,4.0,,2.0,3.0,9.0,4.0,1.0,1.0,,1.0,3.0,,,,1.0,1.0,1.0,4.0,2.0,,,2.0,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,1.0,,3.0,3.0,2.0,5.0,2.0,,1.0,,1.0,,,,3.0,1.0,4.0,1.0,1.0,,,,,6.0,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,0.75,1.0,,0.5,1.0,,0.5625,0.75,0.25,0.3333333333333333,,,1.0,0.6,1.0,,0.5,0.5,0.6666666666666666,,1.0,0.5,,,1.0,,104.4559585492228,,12.142857142857142,15.428571428571429,12.142857142857142,13.714285714285714,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,,,0.16666666666666666,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,,1.0,,0.6666666666666666,,0.509975,0.5612,0.5454,0.14285714285714285,0.2,0.3333333333333333,0.1111111111111111,6.675,26.5,0.14285714285714285,1.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-202691-203110-2733,1610612744,"Andrew Bogut, Quinn Cook, Klay Thompson, Draymond Green, Shaun Livingston","Bogut, Cook, Thompson, Green, Livingston",101106-1626188-202691-203110-2733,GSW,106.0,1,2.0,3.0,4.0,4.0,4.0,,2.0,8.0,1.0,3.0,1.0,3.0,,1.0,,,1.0,2.0,,2.0,,,,,1.0,4.0,1.0,2.0,,5.0,2.0,1.0,3.0,,,2.0,1.0,4.0,1.0,2.0,,5.0,2.0,,3.0,,,,,1.0,1.0,2.0,,1.0,1.0,,5.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,,,1.0,,1.0,1.0,,,,,,,,,,,,3.0,5.0,4.0,,1.0,1.0,1.0,0.5,0.5,0.5,0.25,0.3333333333333333,0.25,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.3333333333333333,,,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.75,0.5,1.0,,1.0,,1.0,1.0,108.67924528301887,,15.25,11.25,14.25,11.25,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,0.8333333333333334,,0.6043416666666667,0.63705,0.6043416666666667,,,0.4,1.0,3.875,23.4,1.0,1.0,3.0,,,,1.0,0.3333333333333333,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
101106-1626188-202691-203110-2738,1610612744,"Andrew Bogut, Quinn Cook, Klay Thompson, Draymond Green, Andre Iguodala","Bogut, Cook, Thompson, Green, Iguodala",101106-1626188-202691-203110-2738,GSW,127.0,1,2.0,-5.0,4.0,4.0,,,,8.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,2.0,,1.0,,2.0,7.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,,90.70866141732283,,16.75,15.0,16.75,15.0,,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,,,0.3333333333333333,,0.4434666666666667,,,,,,,13.3,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2019,2018-19,True
