EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,DefThreePtRebounds,DefTwoPtRebounds,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,FtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,AtRimPctAssisted,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyDefPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Corner3Assists,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,Arc3FGM,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PtsUnassisted3s,PenaltyArc3FGM,LongMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,SelfORebPct,LongMidRangePctAssisted,PenaltyArc3Accuracy,HeaveAttempts,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,BlockedAtRim,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
101108-1626164-1627814-1628470-1629111,1610612756,"Chris Paul, Devin Booker, Damion Lee, Torrey Craig, Jock Landale","Paul, Booker, Lee, Craig, Landale",101108-1626164-1627814-1628470-1629111,PHX,209.0,1,3.0,-1.0,6.0,5.0,11,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,10.0,11.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,1.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.0,75.78947368421052,20.5,17.2,20.5,17.2,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.5,0.42733333333333334,6.5200000000000005,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
101108-1626164-1627814-1628470-201142,1610612756,"Chris Paul, Devin Booker, Damion Lee, Torrey Craig, Kevin Durant","Paul, Booker, Lee, Craig, Durant",101108-1626164-1627814-1628470-201142,PHX,51.0,1,1.0,-1.0,2.0,3.0,5,1.0,2.0,,,,,,1.0,2.0,,2.0,3.0,2.0,,,2.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,,,141.1764705882353,7.5,12.0,7.5,12.0,1.0,0.5,0.5,,,,,,,,1.0,0.53935,2.9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
101108-1626164-1627814-1629006-201142,1610612756,"Chris Paul, Devin Booker, Damion Lee, Josh Okogie, Kevin Durant","Paul, Booker, Lee, Okogie, Durant",101108-1626164-1627814-1629006-201142,PHX,57.0,1,1.0,4.0,2.0,1.0,3,1.0,2.0,1.0,1.0,,,,2.0,3.0,,4.0,,4.0,,,,1.0,,,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,75.78947368421053,10.0,37.0,1.5,37.0,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,0.5863333333333333,5.933333333333334,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.42725,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
101108-1626164-1627814-1629006-202687,1610612756,"Chris Paul, Devin Booker, Damion Lee, Josh Okogie, Bismack Biyombo","Paul, Booker, Lee, Okogie, Biyombo",101108-1626164-1627814-1629006-202687,PHX,171.0,1,3.0,-4.0,5.0,6.0,11,2.0,3.0,1.0,1.0,,,1.0,3.0,4.0,1.0,7.0,11.0,,1.0,1.0,1.0,2.0,3.0,3.0,7.0,0.75,0.6,0.5833333333333334,0.2,1.0,92.63157894736842,15.2,15.833333333333334,15.2,13.833333333333334,0.6,0.6666666666666666,1.0,0.2,1.0,1.0,,,,0.2,0.8,0.59245,2.625,24.7,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,0.5,1.0,,,,1.0,6.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
101108-1626164-1627814-1629028-201142,1610612756,"Chris Paul, Devin Booker, Damion Lee, Deandre Ayton, Kevin Durant","Paul, Booker, Lee, Ayton, Durant",101108-1626164-1627814-1629028-201142,PHX,385.0,2,6.0,-8.0,12.0,13.0,25,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,5.0,4.0,10.0,18.0,2.0,2.0,,3.0,4.0,,1.0,10.0,0.4,0.3888888888888889,0.45454545454545453,0.4444444444444444,,93.5064935064935,16.583333333333332,14.307692307692308,16.5,13.538461538461538,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.1111111111111111,,,0.2222222222222222,0.5555555555555556,0.4838555555555556,9.959999999999999,24.825,2.0,1.0,0.3333333333333333,1.0,0.6,,1.0,1.0,,,,,1.0,1.0,,,,,,0.3333333333333333,0.2,,,,,3.0,2.0,1.0,1.0,2.0,1.0,,5.0,,3.0,4.0,1.0,0.5,0.5,0.2,,1.0,,0.1,0.16666666666666666,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,7.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.25,0.35714285714285715,0.4375,0.3333333333333333,0.5,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.14285714285714285,1.0,0.2857142857142857,0.4322857142857143,0.7,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
101108-1626164-1627814-201142-202687,1610612756,"Chris Paul, Devin Booker, Damion Lee, Kevin Durant, Bismack Biyombo","Paul, Booker, Lee, Durant, Biyombo",101108-1626164-1627814-201142-202687,PHX,198.0,2,3.0,4.0,7.0,6.0,13,2.0,5.0,,,,,3.0,2.0,5.0,3.0,11.0,7.0,2.0,3.0,,1.0,3.0,,,9.0,0.4,0.625,0.6875,0.375,,94.54545454545455,17.285714285714285,12.833333333333334,14.714285714285714,12.833333333333334,0.625,0.4,0.6666666666666666,,,,,,,0.375,1.0,0.5833,2.32,24.7,,1.0,1.0,,1.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,0.6407,0.18181818181818182,1.0,2.0,2.0,1.0,3.0,1.0,,8.0,,2.0,1.0,1.0,0.5,1.0,0.4,0.4,0.5,,0.125,0.2,,,,,,,,2.0,,,,,,,6.0,2.0,,1.0,1.0,,,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,,,,1.0,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
101108-1626164-1628470-1629006-1629028,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Josh Okogie, Deandre Ayton","Paul, Booker, Craig, Okogie, Ayton",101108-1626164-1628470-1629006-1629028,PHX,276.0,2,5.0,8.0,8.0,8.0,16,3.0,3.0,2.0,4.0,,1.0,2.0,5.0,8.0,3.0,14.0,6.0,6.0,2.0,,2.0,7.0,,2.0,4.0,0.625,0.5909090909090909,0.6363636363636364,0.2727272727272727,,83.47826086956522,18.75,15.75,16.75,15.75,0.2727272727272727,1.0,1.0,0.36363636363636365,0.5,0.5,0.09090909090909091,,,0.18181818181818182,0.5454545454545454,0.4925909090909091,7.0625,26.03333333333333,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,2.0,3.0,3.0,10.0,3.0,5.0,1.0,,1.0,0.9,1.0,1.0,1.0,,0.4,0.49348333333333333,0.7142857142857143,1.0,4.0,,2.0,3.0,2.0,,7.0,1.0,3.0,1.0,1.0,0.4,0.6666666666666666,,,0.6666666666666666,,0.09090909090909091,0.125,,,,1.0,,,,1.0,,,,,,,3.0,1.0,,,2.0,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,1.0,,,0.09090909090909091,,,,,,,,,,2.0,1.0,4.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.2,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
101108-1626164-1628470-1629006-201142,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Josh Okogie, Kevin Durant","Paul, Booker, Craig, Okogie, Durant",101108-1626164-1628470-1629006-201142,PHX,73.0,2,1.0,-5.0,2.0,6.0,8,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,0.5,0.5,0.5,1.0,157.8082191780822,11.5,8.333333333333334,11.5,8.333333333333334,0.5,1.0,1.0,,,,,,,0.5,1.0,0.646975,0.4,25.3,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,,1.0,,1.0,1.0,,1.0,,2.0,,,,1.0,1.0,,1.0,,,,2.0,2.0,,,,,,1.0,0.5,0.5,,,,,,,,,,,0.5,0.646975,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
101108-1626164-1628470-1629013-1629028,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Landry Shamet, Deandre Ayton","Paul, Booker, Craig, Shamet, Ayton",101108-1626164-1628470-1629013-1629028,PHX,198.0,1,3.0,4.0,6.0,6.0,12,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,11.0,7.0,4.0,1.0,,1.0,3.0,,,9.0,0.6,0.6428571428571429,0.6875,0.2857142857142857,,87.27272727272728,16.5,16.5,15.166666666666666,16.5,0.14285714285714285,1.0,1.0,0.42857142857142855,0.3333333333333333,0.5,0.14285714285714285,1.0,1.0,0.14285714285714285,0.42857142857142855,0.48254285714285716,6.459999999999999,24.4,,1.0,1.0,,1.0,,,1.0,,,,2.0,1.0,2.0,2.0,2.0,,,0.5,0.5,0.6666666666666666,,,0.4977,0.18181818181818182,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.2,,1.0,,0.125,0.16666666666666666,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,0.3333333333333333,0.5,1.0,,0.14285714285714285,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
101108-1626164-1628470-1629013-201142,1610612756,"Chris Paul, Devin Booker, Torrey Craig, Landry Shamet, Kevin Durant","Paul, Booker, Craig, Shamet, Durant",101108-1626164-1628470-1629013-201142,PHX,84.0,2,1.0,,4.0,3.0,7,1.0,1.0,,2.0,,,,1.0,3.0,,4.0,4.0,,,,1.0,1.0,,,4.0,0.3333333333333333,0.3333333333333333,0.5,,,120.00000000000001,17.0,5.333333333333333,17.0,5.333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,0.3333333333333333,0.4487333333333334,4.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,,1.0,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2023,2022-23,True
