EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Arc3Assists,LongMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,Fg2aBlocked,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceFtPoints,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,LostBallTurnovers,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,SecondChanceArc3PctAssisted,PtsPutbacks,Charge Fouls Drawn,BlockedShortMidRange,3SecondViolations,LostBallOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,BlockedLongMidRange,LongMidRangePctBlocked,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,Transition Take Fouls Drawn,team_id,year,season,team_vs
1626224-1627747-1628378-1628386-1629636,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Darius Garland","Osman, LeVert, Mitchell, Allen, Garland",1626224-1627747-1628378-1628386-1629636,CLE,349.0,3,6.0,9.0,12.0,10.0,1.0,6.0,3.0,22.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,5.0,6.0,3.0,9.0,19.0,10.0,1.0,1.0,1.0,2.0,5.0,2.0,6.0,4.0,3.0,6.0,8.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,2.0,1.0,4.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,0.6,0.6,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333334,1.0,0.6333333333333333,0.8333333333333334,0.6333333333333333,0.8333333333333334,0.6,1.0,1.0,0.4,1.0,0.5,1.0,0.4,1.0,90.77363896848138,16.333333333333332,15.3,15.25,15.3,0.2,1.0,1.0,0.6666666666666666,0.2,0.6666666666666666,0.6666666666666666,0.5,0.06666666666666667,1.0,1.0,1.0,0.5333333333333333,0.25,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.8,0.25,0.51435,0.648,0.34455,0.2631578947368421,5.1000000000000005,25.466666666666665,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-1629731,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Dean Wade","Osman, LeVert, Mitchell, Allen, Wade",1626224-1627747-1628378-1628386-1629731,CLE,1116.0,11,19.0,17.0,37.0,39.0,7.0,28.0,2.0,76.0,12.0,14.0,,,5.0,9.0,2.0,2.0,1.0,1.0,2.0,10.0,,1.0,19.0,26.0,4.0,12.0,53.0,36.0,,1.0,1.0,1.0,3.0,1.0,14.0,24.0,9.0,3.0,10.0,2.0,7.0,3.0,10.0,2.0,4.0,2.0,23.0,2.0,,5.0,13.0,2.0,15.0,5.0,10.0,6.0,4.0,,50.0,7.0,0.3684210526315789,0.3684210526315789,0.75,0.3333333333333333,1.0,0.3333333333333333,0.7307692307692307,,0.6578947368421053,0.75,0.6973684210526315,0.75,0.3157894736842105,,1.0,0.25,0.9090909090909091,0.14285714285714285,,0.25,1.0,98.06451612903226,13.756756756756756,15.564102564102564,13.675675675675675,15.333333333333334,0.3684210526315789,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.23684210526315788,0.5555555555555556,0.5555555555555556,0.4,0.05263157894736842,1.0,1.0,1.0,0.2631578947368421,0.2,0.2,,,,0.5,1.0,1.0,,0.14285714285714285,0.6842105263157895,0.2,0.5289763157894737,,0.5103571428571428,0.05660377358490566,6.0576923076923075,25.625,0.1891891891891892,4.0,4.0,2.0,3.0,3.0,5.0,6.0,1.0,11.0,1.0,1.0,5.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,11.0,2.0,0.8333333333333334,0.7142857142857143,0.7857142857142857,0.3333333333333333,0.75,0.8333333333333334,0.8,1.0,1.0,0.07894736842105263,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5714285714285714,1.0,0.10526315789473684,0.15384615384615385,0.20754716981132076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-1630171,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Isaac Okoro","Osman, LeVert, Mitchell, Allen, Okoro",1626224-1627747-1628378-1628386-1630171,CLE,1306.0,11,22.0,10.0,42.0,48.0,7.0,26.0,4.0,90.0,8.0,12.0,,1.0,2.0,8.0,2.0,5.0,,1.0,5.0,12.0,1.0,2.0,10.0,21.0,7.0,17.0,45.0,35.0,,1.0,1.0,2.0,3.0,3.0,14.0,6.0,12.0,9.0,12.0,5.0,7.0,4.0,11.0,2.0,5.0,2.0,26.0,2.0,2.0,11.0,20.0,4.0,24.0,3.0,7.0,5.0,6.0,,42.0,7.0,0.7,0.7,0.5714285714285714,0.4117647058823529,0.5,0.4117647058823529,0.47619047619047616,,0.5394736842105263,0.5,0.5487804878048781,0.5,0.4473684210526316,0.18181818181818182,0.9166666666666666,0.2,0.8636363636363636,0.19047619047619047,0.16666666666666666,0.2857142857142857,0.8571428571428571,99.2343032159265,15.0,14.083333333333334,14.428571428571429,13.833333333333334,0.3157894736842105,0.6666666666666666,0.8,0.625,0.21052631578947367,0.25,0.2857142857142857,1.0,0.13157894736842105,0.4,0.4,1.0,0.3157894736842105,0.4166666666666667,0.4166666666666667,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.7631578947368421,0.4166666666666667,0.5651328947368421,0.62295,0.57675,0.06666666666666667,5.214285714285714,25.08823529411765,0.16666666666666666,2.0,2.0,,1.0,4.0,2.0,3.0,2.0,12.0,2.0,,8.0,1.0,4.0,3.0,1.0,2.0,2.0,4.0,,6.0,1.0,,1.0,,2.0,12.0,1.0,0.6666666666666666,0.8333333333333334,0.75,0.3333333333333333,1.0,0.8,0.8571428571428571,0.6666666666666666,1.0,0.02631578947368421,,,,0.4,0.3333333333333333,1.0,0.05,0.08695652173913043,0.26666666666666666,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.14285714285714285,0.16666666666666666,0.125,0.25,0.05555555555555555,1.0,0.16666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-1630205,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Lamar Stevens","Osman, LeVert, Mitchell, Allen, Stevens",1626224-1627747-1628378-1628386-1630205,CLE,402.0,4,7.0,3.0,15.0,13.0,5.0,6.0,2.0,28.0,2.0,2.0,,,1.0,3.0,2.0,4.0,,,,2.0,1.0,,4.0,6.0,2.0,6.0,20.0,17.0,,,,1.0,1.0,1.0,4.0,4.0,6.0,,2.0,,2.0,2.0,4.0,2.0,2.0,,10.0,1.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,5.0,9.0,,19.0,5.0,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,,0.5833333333333334,,0.625,0.25,0.5,0.5,1.0,0.25,0.6666666666666666,0.3333333333333333,0.5,,1.0,100.29850746268656,13.866666666666667,14.923076923076923,13.133333333333333,14.461538461538462,0.16666666666666666,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,,,,,,,,,1.0,,0.6666666666666666,,0.5498541666666666,0.5046,0.477025,0.05,7.916666666666667,24.366666666666664,0.3333333333333333,,,1.0,1.0,6.0,2.0,3.0,4.0,11.0,,,2.0,,,,,1.0,1.0,,,1.0,,,,1.0,5.0,11.0,,0.6666666666666666,0.875,0.9166666666666666,1.0,,0.5,1.0,,1.0,0.08333333333333333,1.0,1.0,,,,,0.3125,0.5,0.55,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,0.25,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-1630596,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Evan Mobley","Osman, LeVert, Mitchell, Allen, Mobley",1626224-1627747-1628378-1628386-1630596,CLE,2904.0,18,48.0,7.0,93.0,89.0,14.0,28.0,9.0,182.0,11.0,18.0,,2.0,7.0,18.0,2.0,5.0,,1.0,13.0,28.0,3.0,3.0,22.0,44.0,15.0,33.0,113.0,106.0,1.0,5.0,2.0,4.0,10.0,4.0,26.0,18.0,24.0,21.0,28.0,13.0,13.0,8.0,21.0,2.0,8.0,4.0,50.0,3.0,6.0,10.0,28.0,9.0,37.0,12.0,22.0,26.0,28.0,,103.0,14.0,0.5909090909090909,0.5909090909090909,0.5333333333333333,0.45454545454545453,0.5,0.45454545454545453,0.5,0.2,0.577922077922078,0.4444444444444444,0.6208791208791209,0.5,0.42857142857142855,0.2727272727272727,0.7142857142857143,0.16666666666666666,0.6428571428571429,0.225,0.36363636363636365,0.2,0.8888888888888888,90.24793388429752,17.483870967741936,14.359550561797754,17.043010752688172,13.808988764044944,0.23376623376623376,0.6111111111111112,0.6111111111111112,0.7272727272727273,0.23376623376623376,0.3888888888888889,0.4375,0.5714285714285714,0.06493506493506493,0.4,0.4,1.0,0.36363636363636365,0.4642857142857143,0.4642857142857143,0.2222222222222222,,,0.1111111111111111,,,0.3333333333333333,0.375,0.6623376623376623,0.4642857142857143,0.5177409090909091,0.48814166666666664,0.47540000000000004,0.08849557522123894,7.920454545454544,25.893939393939394,0.15053763440860216,1.0,1.0,4.0,8.0,24.0,3.0,4.0,5.0,20.0,6.0,1.0,17.0,1.0,4.0,3.0,1.0,9.0,4.0,4.0,,13.0,4.0,1.0,4.0,,12.0,20.0,2.0,0.75,0.9375,0.9090909090909091,0.6923076923076923,1.0,0.6071428571428571,0.7142857142857143,0.7142857142857143,0.4,0.1038961038961039,0.5,0.5,0.25,0.46153846153846156,0.125,1.0,0.1348314606741573,0.21428571428571427,0.17699115044247787,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,,,1.0,2.0,,2.0,0.75,0.045454545454545456,,0.1111111111111111,,0.05263157894736842,0.6666666666666666,0.125,1.0,0.6666666666666666,2.0,4.0,4.0,4.0,1.0,,0.5,0.25,5.0,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-201567,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Kevin Love","Osman, LeVert, Mitchell, Allen, Love",1626224-1627747-1628378-1628386-201567,CLE,2682.0,20,45.0,17.0,91.0,89.0,18.0,34.0,8.0,180.0,20.0,23.0,3.0,3.0,9.0,13.0,2.0,7.0,,,10.0,30.0,4.0,3.0,31.0,40.0,12.0,37.0,121.0,104.0,4.0,4.0,2.0,4.0,14.0,4.0,38.0,24.0,21.0,15.0,30.0,10.0,19.0,7.0,26.0,2.0,13.0,5.0,59.0,5.0,2.0,19.0,31.0,7.0,38.0,13.0,21.0,25.0,33.0,1.0,107.0,18.0,0.6129032258064516,0.6551724137931034,0.5833333333333334,0.32432432432432434,0.5,0.32432432432432434,0.775,1.0,0.6363636363636364,0.875,0.6521739130434783,0.875,0.4805194805194805,0.25,0.76,0.2,0.725,0.21212121212121213,,0.15,0.6666666666666666,96.64429530201342,15.901098901098901,13.876404494382022,15.417582417582418,13.359550561797754,0.2987012987012987,0.8695652173913043,0.8695652173913043,0.65,0.16883116883116883,0.6923076923076923,0.6923076923076923,0.5555555555555556,0.09090909090909091,0.2857142857142857,0.2857142857142857,1.0,0.38961038961038963,0.3333333333333333,0.3333333333333333,0.375,1.0,0.3333333333333333,,,,0.5,0.23076923076923078,0.7792207792207793,0.3333333333333333,0.5499720779220779,0.5721666666666666,0.5293807692307693,0.11570247933884298,4.865,25.467567567567567,0.1978021978021978,5.0,6.0,2.0,4.0,23.0,8.0,9.0,13.0,35.0,5.0,1.0,10.0,2.0,4.0,1.0,3.0,6.0,6.0,4.0,,10.0,,1.0,1.0,2.0,11.0,35.0,3.0,0.8888888888888888,0.8461538461538461,0.85,0.6,1.0,0.6666666666666666,0.75,0.8,0.9,0.05194805194805195,0.5,0.5,0.5,0.5,0.46153846153846156,0.8333333333333334,0.12790697674418605,0.22448979591836735,0.2892561983471074,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,,,,6.0,,6.0,0.5,,,,0.6666666666666666,0.030303030303030304,0.5,0.07692307692307693,1.0,0.3333333333333333,,3.0,2.0,3.0,2.0,0.4,0.5,0.6666666666666666,,,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-201937,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Ricky Rubio","Osman, LeVert, Mitchell, Allen, Rubio",1626224-1627747-1628378-1628386-201937,CLE,868.0,7,14.0,-8.0,29.0,30.0,3.0,4.0,3.0,59.0,3.0,6.0,,1.0,3.0,8.0,1.0,2.0,,,3.0,8.0,,1.0,6.0,15.0,4.0,10.0,25.0,33.0,,1.0,,,,1.0,8.0,4.0,12.0,,8.0,3.0,4.0,4.0,8.0,1.0,2.0,2.0,20.0,1.0,2.0,3.0,10.0,3.0,13.0,4.0,5.0,8.0,2.0,,25.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.4,,0.4,0.4,,0.48,,0.4807692307692308,,0.4,0.2222222222222222,0.75,0.16666666666666666,0.5384615384615384,0.2,0.2,0.2,0.6666666666666666,97.88018433179724,16.75862068965517,12.733333333333333,15.96551724137931,12.066666666666666,0.24,0.5,0.6,0.6666666666666666,0.32,0.375,0.5,0.6666666666666666,0.08,0.5,0.5,1.0,0.32,0.375,0.375,1.0,,,,,,,0.3333333333333333,0.64,0.375,0.51964,0.6129,0.4467666666666667,,5.613333333333333,25.48,0.10344827586206896,,,,1.0,1.0,1.0,2.0,,2.0,3.0,,4.0,3.0,1.0,1.0,,4.0,3.0,2.0,,6.0,,,2.0,,1.0,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.4444444444444444,0.5,1.0,1.0,0.04,,,,1.0,,,0.038461538461538464,0.0625,0.08,,,,,,3.0,,,,2.0,,,,,,,0.2,0.16666666666666666,0.25,0.3333333333333333,,,,,,,2.0,2.0,2.0,,,0.3333333333333333,,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1628386-203526,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Jarrett Allen, Raul Neto","Osman, LeVert, Mitchell, Allen, Neto",1626224-1627747-1628378-1628386-203526,CLE,278.0,1,5.0,-2.0,8.0,9.0,7.0,5.0,,17.0,4.0,4.0,,,,1.0,,1.0,,,,1.0,,1.0,4.0,5.0,,2.0,8.0,10.0,,,,,,2.0,2.0,6.0,,,1.0,,1.0,,1.0,,1.0,,2.0,,,2.0,3.0,,3.0,1.0,3.0,1.0,1.0,,8.0,7.0,0.25,0.25,,,,,0.8,,0.5714285714285714,,0.5714285714285714,,0.2857142857142857,,0.6666666666666666,,0.75,,,,0.6666666666666666,88.05755395683452,14.625,17.88888888888889,14.625,17.666666666666668,0.5714285714285714,1.0,1.0,0.25,0.14285714285714285,,,,0.14285714285714285,,,,0.14285714285714285,,,,,,,,,,0.16666666666666666,0.8571428571428571,,0.6194285714285714,,0.6163666666666666,,2.3,24.25,0.875,3.0,3.0,,,,3.0,4.0,,6.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,6.0,,0.75,0.5,0.5,,,1.0,,,,,,,,,0.5,1.0,0.14285714285714285,0.2,0.75,,1.0,,,,,,,,,1.0,,,,,,,,,,,,0.16666666666666666,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1629603-1630171,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Mamadi Diakite, Isaac Okoro","Osman, LeVert, Mitchell, Diakite, Okoro",1626224-1627747-1628378-1629603-1630171,CLE,17.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
1626224-1627747-1628378-1629603-1630205,1610612739,"Cedi Osman, Caris LeVert, Donovan Mitchell, Mamadi Diakite, Lamar Stevens","Osman, LeVert, Mitchell, Diakite, Stevens",1626224-1627747-1628378-1629603-1630205,CLE,125.0,1,2.0,-6.0,4.0,5.0,,5.0,,9.0,,,,,1.0,2.0,,,,,,,,,2.0,4.0,,,4.0,10.0,,,,,,,,4.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,,4.0,,,,,,,,0.5,,0.5,,0.5,,,,0.5,,0.25,,,,0.5,103.67999999999999,13.25,14.4,13.25,13.4,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,0.444525,,,,11.125,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2023,2022-23,False
