EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,TotalPoss,OpponentPoints,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,HeaveAttempts,NonHeaveArc3FGM,Arc3Assists,2pt And 1 Free Throw Trips,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,OffTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LostBallTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefShortMidRangeReboundPct,FTDefRebounds,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,BlockedShortMidRange,SecondChanceCorner3FGA,SecondChanceFtPoints,OffAtRimReboundPct,SecondChanceCorner3Frequency,PtsUnassisted3s,SelfOReb,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffShortMidRangeReboundPct,SelfORebPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,Offensive Fouls,Technical Free Throw Trips,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,Charge Fouls Drawn,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceTurnovers,LongMidRangePctBlocked,Charge Fouls,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Transition Take Fouls Drawn,Corner3PctBlocked,team_id,year,season,team_vs
1626145-1628379-1628415-1628991-1630214,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Jaren Jackson Jr., Xavier Tillman","Jones, Kennard, Brooks, Jackson Jr., Tillman",1626145-1628379-1628415-1628991-1630214,MEM,9.0,1,-3.0,1,1,3.0,160.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1628991-1630217,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Jaren Jackson Jr., Desmond Bane","Jones, Kennard, Brooks, Jackson Jr., Bane",1626145-1628379-1628415-1628991-1630217,MEM,458.0,3,4.0,14,27,15.0,84.89082969432314,20.0,18.285714285714285,8.0,13.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,6.0,1.0,5.0,6.0,19.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,2.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,11.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,6.0,1.0,6.0,2.0,1.0,17.0,2.0,1.0,1.0,0.8,0.8,1.0,0.2,0.2,0.8333333333333334,1.0,0.5909090909090909,0.5,0.6785714285714286,0.5,1.0,0.45454545454545453,0.16666666666666666,0.2,0.5,0.5,0.5,0.5,0.4,0.5,0.6666666666666666,0.3333333333333333,1.0,13.692307692307692,11.923076923076923,0.09090909090909091,1.0,1.0,1.0,0.45454545454545453,0.8,1.0,0.75,0.09090909090909091,1.0,1.0,1.0,0.36363636363636365,0.5,0.5454545454545454,0.4915090909090909,0.3724,0.15384615384615385,0.25,0.10526315789473684,0.10526315789473684,5.083333333333333,25.82,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1628991-1630583,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Jaren Jackson Jr., Santi Aldama","Jones, Kennard, Brooks, Jackson Jr., Aldama",1626145-1628379-1628415-1628991-1630583,MEM,193.0,1,1.0,6,12,11.0,89.53367875647668,14.166666666666666,14.166666666666666,3.0,6.0,4.0,,,,4.0,5.0,,,2.0,,4.0,5.0,1.0,2.0,1.0,12.0,,,,,,7.0,6.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,,,3.0,9.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,,12.0,7.0,4.0,,0.75,0.75,1.0,0.5,1.0,0.8,,0.7857142857142857,,0.8571428571428571,,0.7,0.2857142857142857,0.2,0.2,,1.0,,1.0,,,,1.0,,18.0,18.0,,,,,0.7142857142857143,0.8,1.0,0.75,,,,,0.2857142857142857,,0.2857142857142857,0.401,,0.14285714285714285,0.2,,0.5833333333333334,6.3,51.05,0.6666666666666666,5.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.7,0.5,0.5,1.0,0.4,0.5,1.0,0.4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628415-1630214-1630583,1610612763,"Tyus Jones, Luke Kennard, Dillon Brooks, Xavier Tillman, Santi Aldama","Jones, Kennard, Brooks, Tillman, Aldama",1626145-1628379-1628415-1630214-1630583,MEM,69.0,1,-2.0,2,5,4.0,104.34782608695653,13.0,13.0,1.0,3.0,,,,,1.0,1.0,,,1.0,,1.0,2.0,,1.0,,2.0,,,,,,,,2.0,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,,,,1.0,,1.0,,,,1.0,,14.333333333333334,14.333333333333334,,,,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,0.488,,0.3333333333333333,0.5,,,11.85,24.6,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628991-1629630-1630217,1610612763,"Tyus Jones, Luke Kennard, Jaren Jackson Jr., Ja Morant, Desmond Bane","Jones, Kennard, Jackson Jr., Morant, Bane",1626145-1628379-1628991-1629630-1630217,MEM,130.0,2,6.0,5,9,2.0,99.6923076923077,19.0,19.0,2.0,4.0,4.0,,,,,,1.0,1.0,2.0,,1.0,1.0,2.0,3.0,,8.0,,,,,,8.0,,2.0,6.0,2.0,,,2.0,2.0,1.0,,,6.0,,3.0,1.0,4.0,,4.0,,,,,,,1.0,1.0,,,,,,,8.0,8.0,4.0,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,1.0,,1.0,,1.0,0.75,,,1.0,1.0,,1.0,,,,1.0,,8.75,8.75,,,,,,,,,0.25,1.0,1.0,1.0,0.5,,0.75,0.502975,,,,,1.0,16.9,24.733333333333334,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,1.0,1.0,,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.502975,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628991-1629630-1631223,1610612763,"Tyus Jones, Luke Kennard, Jaren Jackson Jr., Ja Morant, David Roddy","Jones, Kennard, Jackson Jr., Morant, Roddy",1626145-1628379-1628991-1629630-1631223,MEM,221.0,1,7.0,8,17,4.0,110.76923076923077,13.625,13.625,4.0,9.0,9.0,1.0,3.0,4.0,,,1.0,3.0,,,3.0,5.0,1.0,3.0,2.0,11.0,,1.0,,,2.0,11.0,,6.0,3.0,,1.0,,1.0,1.0,1.0,,,3.0,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,,,,1.0,,,,2.0,,2.0,,1.0,11.0,11.0,9.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,0.6,,0.5625,,0.6111111111111112,,0.6111111111111112,0.375,0.2,,1.0,1.0,,1.0,0.25,,,1.0,,12.444444444444445,12.333333333333334,0.5,0.75,1.0,,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,0.875,0.6302125,0.6329,,,,1.0,5.1,23.066666666666666,1.0,,,,,3.0,5.0,1.0,3.0,,,,,0.3333333333333333,0.6,0.5625,,,,,,,0.6302125,1.0,0.125,,1.0,3.0,1.0,,,0.375,0.3333333333333333,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628991-1629723-1630217,1610612763,"Tyus Jones, Luke Kennard, Jaren Jackson Jr., John Konchar, Desmond Bane","Jones, Kennard, Jackson Jr., Konchar, Bane",1626145-1628379-1628991-1629723-1630217,MEM,84.0,1,-4.0,4,7,6.0,120.00000000000001,13.5,13.5,1.0,3.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,2.0,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,2.0,,,,1.0,1.0,,,,1.0,,0.5,,0.5,,,0.5,,,0.5,,,0.5,,,,,,10.0,10.0,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,1.0,0.7381,,,,,,0.6,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628991-1629723-1631223,1610612763,"Tyus Jones, Luke Kennard, Jaren Jackson Jr., John Konchar, David Roddy","Jones, Kennard, Jackson Jr., Konchar, Roddy",1626145-1628379-1628991-1629723-1631223,MEM,38.0,1,-2.0,2,4,2.0,151.57894736842107,5.0,5.0,1.0,2.0,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,1.0,,,1.0,,,,,,14.0,14.0,0.5,,,,,,,,,,,,0.5,,1.0,0.6313,,,,,,2.0,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628991-1630214-1630217,1610612763,"Tyus Jones, Luke Kennard, Jaren Jackson Jr., Xavier Tillman, Desmond Bane","Jones, Kennard, Jackson Jr., Tillman, Bane",1626145-1628379-1628991-1630214-1630217,MEM,201.0,1,5.0,8,16,5.0,114.6268656716418,10.375,10.375,3.0,8.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,3.0,2.0,3.0,,10.0,,,,,,,4.0,,6.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,10.0,,,2.0,4.0,,4.0,,,,1.0,,2.0,,1.0,,2.0,,,,,10.0,,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.8333333333333334,,0.8333333333333334,,,0.5,0.3333333333333333,0.5,1.0,,,1.0,,,1.0,,,14.75,14.75,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,,0.6666666666666666,0.4810083333333333,,,,,,3.9333333333333336,25.2,,8.0,1.0,,,,,,,,1.0,1.0,,,,,0.5,0.5,1.0,,,0.5,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.5,,,1.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
1626145-1628379-1628991-1630214-1631223,1610612763,"Tyus Jones, Luke Kennard, Jaren Jackson Jr., Xavier Tillman, David Roddy","Jones, Kennard, Jackson Jr., Tillman, Roddy",1626145-1628379-1628991-1630214-1631223,MEM,206.0,2,6.0,6,12,4.0,83.88349514563107,17.666666666666668,16.333333333333332,3.0,6.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,3.0,2.0,10.0,,,,,,,,2.0,6.0,1.0,,,2.0,2.0,1.0,,,6.0,,1.0,3.0,4.0,,4.0,,,,,,,,,,1.0,,2.0,1.0,,10.0,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,0.8,,0.8333333333333334,,,0.6,,,1.0,0.5,,0.8,,,1.0,0.5,,16.666666666666668,16.666666666666668,0.2,,,,0.2,1.0,1.0,,0.4,0.5,0.5,1.0,0.2,,0.8,0.5565100000000001,,0.16666666666666666,0.3333333333333333,,,3.65,24.7,,4.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2023,2022-23,False
