EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,Charge Fouls,Loose Ball Fouls Drawn,SecondChanceCorner3Frequency,BlockedAtRim,SecondChanceCorner3FGM,ShortMidRangeAssists,RecoveredBlocks,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Technical Free Throw Trips,HeaveAttempts,Blocked3s,BlockedArc3,BadPassTurnovers,Charge Fouls Drawn,3SecondViolations,BlockingFoulsDrawn,ShortMidRangePctBlocked,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,LongMidRangePctBlocked,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
101128-1891-201595-201935-203123,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, James Harden, Kostas Papanikolaou","Garcia, Terry, Dorsey, Harden, Papanikolaou",101128-1891-201595-201935-203123,HOU,967.0,5,16.0,1.0,26.0,29.0,13.0,19.0,7.0,55.0,5.0,10.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,3.0,6.0,2.0,1.0,8.0,1.0,2.0,1.0,3.0,11.0,17.0,4.0,14.0,1.0,35.0,34.0,4.0,5.0,1.0,2.0,11.0,6.0,8.0,1.0,5.0,1.0,16.0,6.0,16.0,12.0,2.0,8.0,1.0,1.0,3.0,4.0,7.0,1.0,3.0,1.0,2.0,18.0,5.0,4.0,2.0,4.0,1.0,7.0,9.0,16.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,7.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,24.0,16.0,13.0,4.0,0.2727272727272727,0.3,1.0,0.2857142857142857,0.5,0.2,0.2857142857142857,0.6470588235294118,0.8,0.75,0.5483870967741935,0.7857142857142857,0.5769230769230769,0.546875,0.6875,0.6153846153846154,0.45161290322580644,0.058823529411764705,0.1,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6,0.5625,0.6,1.0,0.42857142857142855,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.13333333333333333,81.90279214064115,18.0,17.20689655172414,16.46153846153846,16.75862068965517,0.3225806451612903,0.5,0.5555555555555556,0.2,0.06451612903225806,0.5,0.5,0.16129032258064516,1.0,1.0,0.4,0.1935483870967742,0.5,0.5,1.0,0.25806451612903225,0.125,0.125,1.0,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.5,1.0,0.3076923076923077,0.5,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.7741935483870968,0.125,0.5736516129032259,0.6587,0.5673384615384616,0.0625,0.1111111111111111,0.3142857142857143,0.45714285714285713,6.541176470588235,24.02857142857143,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
101128-1891-201595-201935-2772,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, James Harden, Trevor Ariza","Garcia, Terry, Dorsey, Harden, Ariza",101128-1891-201595-201935-2772,HOU,197.0,1,3.0,,5.0,5.0,,,2.0,10.0,,2.0,,1.0,,,,,,1.0,,3.0,,,,,,,,,3.0,,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,3.0,2.0,5.0,,,,,,1.0,,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,,,0.3333333333333333,,,1.0,1.0,,73.09644670050761,20.6,18.8,17.4,18.8,0.3333333333333333,,,,,,,0.16666666666666666,,,,0.5,,,,,,,,0.5,,,,,,,,,,0.8333333333333334,,0.5411166666666667,0.53575,,,,,,7.8999999999999995,23.866666666666664,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
101128-1891-201595-201976-203123,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, Patrick Beverley, Kostas Papanikolaou","Garcia, Terry, Dorsey, Beverley, Papanikolaou",101128-1891-201595-201976-203123,HOU,67.0,1,1.0,-5.0,2.0,2.0,2.0,1.0,,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,4.0,,,,,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.97014925373134,19.5,14.0,19.5,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.5575,,0.5575,,,,,2.1,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
101128-1891-201595-203123-203910,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, Kostas Papanikolaou, Nick Johnson","Garcia, Terry, Dorsey, Papanikolaou, Johnson",101128-1891-201595-203123-203910,HOU,340.0,1,6.0,,11.0,12.0,4.0,4.0,2.0,23.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,,,1.0,4.0,2.0,,2.0,,,,,4.0,5.0,1.0,6.0,,11.0,11.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,,2.0,,4.0,6.0,2.0,3.0,,2.0,,,3.0,1.0,4.0,,1.0,2.0,,9.0,2.0,,,5.0,,5.0,2.0,7.0,,,,,1.0,1.0,1.0,2.0,,,1.0,3.0,,1.0,,,,,,2.0,1.0,2.0,6.0,4.0,4.0,,0.75,0.75,1.0,0.16666666666666666,1.0,,0.16666666666666666,0.8,1.0,0.6666666666666666,0.5,1.25,0.4,0.5,1.25,0.4,0.5454545454545454,,,0.5,,1.0,,,0.4,1.0,0.3333333333333333,,,0.5,0.3333333333333333,1.0,1.0,,,,97.41176470588235,15.272727272727273,14.333333333333334,13.636363636363637,14.333333333333334,0.36363636363636365,0.75,0.75,0.6666666666666666,0.09090909090909091,1.0,1.0,,,,,0.36363636363636365,0.25,0.25,1.0,0.18181818181818182,,,,0.5,1.0,,,,0.6,0.6666666666666666,0.4,,,0.9090909090909091,,0.6193954545454545,0.59145,0.67279,,,0.45454545454545453,0.36363636363636365,2.9,23.650000000000002,0.36363636363636365,1.0,,,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
101128-1891-201595-203123-2772,1610612745,"Francisco Garcia, Jason Terry, Joey Dorsey, Kostas Papanikolaou, Trevor Ariza","Garcia, Terry, Dorsey, Papanikolaou, Ariza",101128-1891-201595-203123-2772,HOU,820.0,4,14.0,1.0,27.0,25.0,5.0,5.0,4.0,52.0,5.0,8.0,1.0,3.0,,,2.0,4.0,1.0,2.0,1.0,4.0,,2.0,7.0,,,1.0,4.0,8.0,14.0,3.0,11.0,1.0,26.0,25.0,1.0,4.0,,,2.0,,,1.0,4.0,,3.0,10.0,6.0,6.0,2.0,7.0,2.0,2.0,5.0,2.0,7.0,1.0,1.0,3.0,1.0,16.0,,4.0,,6.0,,6.0,4.0,10.0,,3.0,2.0,1.0,,5.0,,5.0,,1.0,2.0,3.0,,,3.0,1.0,4.0,,1.0,2.0,,2.0,24.0,3.0,5.0,,0.625,0.7142857142857143,0.6666666666666666,0.2727272727272727,,0.25,0.2727272727272727,0.5714285714285714,0.25,,0.5,0.25,0.375,0.48148148148148145,0.25,0.3,0.44,0.14285714285714285,0.25,,,0.5,0.6666666666666666,,,0.5,0.3076923076923077,0.6666666666666666,0.5,,,0.5,0.6666666666666666,,,,91.31707317073172,15.185185185185185,16.4,14.703703703703704,15.16,0.32,0.625,0.8333333333333334,0.6,0.16,0.5,0.5,0.08,0.5,0.5,1.0,0.16,0.25,0.25,1.0,0.28,0.2857142857142857,0.2857142857142857,0.5,0.75,0.3333333333333333,,,,,,,1.0,0.25,0.76,0.2857142857142857,0.5461479166666666,0.561225,0.5226000000000001,0.038461538461538464,0.06666666666666667,0.07692307692307693,0.11538461538461539,6.807142857142857,25.427272727272726,0.18518518518518517,,,,,2.0,,1.0,2.0,0.3333333333333333,1.0,0.5,,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
101128-1891-201935-201976-203123,1610612745,"Francisco Garcia, Jason Terry, James Harden, Patrick Beverley, Kostas Papanikolaou","Garcia, Terry, Harden, Beverley, Papanikolaou",101128-1891-201935-201976-203123,HOU,28.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,102.85714285714286,28.0,,28.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.2205,,0.2205,,,,,23.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
101128-1891-201935-202700-203123,1610612745,"Francisco Garcia, Jason Terry, James Harden, Donatas Motiejunas, Kostas Papanikolaou","Garcia, Terry, Harden, Motiejunas, Papanikolaou",101128-1891-201935-202700-203123,HOU,235.0,1,4.0,-6.0,7.0,6.0,7.0,,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,2.0,2.0,,5.0,,,,5.0,1.0,2.0,,7.0,2.0,4.0,10.0,1.0,1.0,,1.0,2.0,1.0,2.0,,7.0,2.0,4.0,2.0,,,,5.0,,,1.0,,1.0,,,1.0,,2.0,2.0,,1.0,1.0,,2.0,2.0,4.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,2.0,4.0,7.0,,1.0,1.0,,,,,,0.5,1.0,0.5,0.1111111111111111,0.5,0.1111111111111111,0.2,0.5,0.2,0.7777777777777778,,,,,0.5,,0.5,0.3333333333333333,0.5,0.2857142857142857,,,0.5,,1.0,,,0.5,,79.65957446808511,21.0,14.666666666666666,17.857142857142858,13.666666666666666,0.1111111111111111,1.0,1.0,1.0,,,,0.1111111111111111,,,,0.2222222222222222,,,,0.5555555555555556,,,,0.5,1.0,,,,0.1111111111111111,1.0,0.2222222222222222,0.5555555555555556,,0.8888888888888888,,0.5251388888888889,0.57,0.5251388888888889,,,0.5,1.0,10.15,24.514285714285712,1.0,1.0,,1.0,0.5,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
101128-1891-201935-202700-203477,1610612745,"Francisco Garcia, Jason Terry, James Harden, Donatas Motiejunas, Isaiah Canaan","Garcia, Terry, Harden, Motiejunas, Canaan",101128-1891-201935-202700-203477,HOU,253.0,1,4.0,2.0,8.0,8.0,,4.0,1.0,16.0,2.0,3.0,,,,,,,1.0,1.0,,1.0,,,2.0,,1.0,,,3.0,4.0,,3.0,2.0,8.0,6.0,,,,1.0,,,,,,,,,6.0,,,2.0,,1.0,,,,,,,,,1.0,,,2.0,,2.0,1.0,3.0,,3.0,,3.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,,2.0,,2.0,,1.0,,,,8.0,,,,,,,,,,,0.75,,,0.42857142857142855,,,0.5,,,0.42857142857142855,0.25,0.3333333333333333,1.0,,0.4,,,0.3333333333333333,0.4,0.25,,,,1.0,,0.6666666666666666,,,,91.06719367588933,13.75,17.875,12.75,13.75,0.42857142857142855,0.6666666666666666,1.0,,,,,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,0.2857142857142857,,,,,,1.0,,,,,,,,0.8571428571428571,,0.5369571428571429,,,0.125,0.2,,,5.7,24.633333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
101128-1891-201935-202700-203584,1610612745,"Francisco Garcia, Jason Terry, James Harden, Donatas Motiejunas, Troy Daniels","Garcia, Terry, Harden, Motiejunas, Daniels",101128-1891-201935-202700-203584,HOU,75.0,1,1.0,,2.0,3.0,,2.0,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,0.75,,,1.0,,,,1.0,,,,,,,,,,,,,,,,96.0,20.0,11.666666666666666,20.0,11.333333333333334,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,0.52095,,,0.5,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
101128-1891-201935-202700-2772,1610612745,"Francisco Garcia, Jason Terry, James Harden, Donatas Motiejunas, Trevor Ariza","Garcia, Terry, Harden, Motiejunas, Ariza",101128-1891-201935-202700-2772,HOU,421.0,8,7.0,-1.0,16.0,14.0,5.0,11.0,1.0,30.0,2.0,5.0,,,1.0,1.0,,1.0,,2.0,,,,2.0,3.0,,,1.0,1.0,2.0,8.0,2.0,3.0,5.0,15.0,16.0,,,,,1.0,1.0,1.0,1.0,1.0,,5.0,2.0,2.0,3.0,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,5.0,,1.0,3.0,4.0,,7.0,1.0,8.0,,,,,,2.0,,2.0,,2.0,1.0,2.0,,1.0,4.0,,7.0,,3.0,,,,14.0,5.0,5.0,,0.5,0.5,0.5,0.6666666666666666,,1.0,0.6666666666666666,0.25,,1.0,0.45454545454545453,,1.25,0.5,,1.25,0.2727272727272727,0.25,0.4,,,1.0,0.16666666666666666,1.0,,1.0,0.14285714285714285,0.3333333333333333,,,,,1.0,1.0,1.0,,102.61282660332542,15.5,12.357142857142858,15.375,12.357142857142858,0.45454545454545453,0.4,0.6666666666666666,0.5,0.09090909090909091,,,0.18181818181818182,,,,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.5,1.0,,0.5,1.0,0.7272727272727273,0.6666666666666666,0.5023409090909091,,0.573025,0.21428571428571427,0.2727272727272727,0.06666666666666667,0.3333333333333333,6.1125,24.833333333333332,0.3125,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,False
