EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,BlockingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,PenaltyAtRimFGA,FtPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,SecondChanceTurnovers,PenaltyTurnovers,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,AtRimFrequency,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,AtRimAssists,DefTwoPtRebounds,DeadBallTurnovers,TwoPtShootingFoulsDrawn,3SecondViolations,DefTwoPtReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShootingFouls,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG3A,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Corner3Assists,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PtsUnassisted3s,Fg2aBlocked,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,LostBallSteals,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimAccuracy,LostBallTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceFtPoints,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,Offensive Fouls Drawn,BlockingFoulsDrawn,PenaltyFg3Pct,SecondChanceArc3Frequency,PenaltyArc3Accuracy,FTDefRebounds,Charge Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SelfOReb,SelfORebPct,FTOffRebounds,OffFTReboundPct,HeaveAttempts,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,BlockedAtRim,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,OffensiveGoaltends,LongMidRangePctBlocked,Corner3PctBlocked,BlockedArc3,team_id,year,season,team_vs
101123-101183-200782-201229-202738,1610612756,"Gerald Green, Shavlik Randolph, PJ Tucker, Anthony Tolliver, Isaiah Thomas","Green, Randolph, Tucker, Tolliver, Thomas",101123-101183-200782-201229-202738,PHX,205.0,1,3.0,-2.0,7.0,7.0,14.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,9.0,11.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,9.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.75,0.75,0.5,1.0,1.0,0.5,1.0,98.34146341463415,14.857142857142858,14.428571428571429,14.857142857142858,14.285714285714286,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.4948333333333333,14.799999999999999,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
101123-101183-200782-201609-202694,1610612756,"Gerald Green, Shavlik Randolph, PJ Tucker, Goran Dragic, Marcus Morris","Green, Randolph, Tucker, Dragic, Morris",101123-101183-200782-201609-202694,PHX,63.0,1,1.0,-2.0,3.0,3.0,6.0,,,,,,,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,0.5,,1.0,,,,137.14285714285714,10.0,11.0,9.333333333333334,11.0,,,,,,,,,,,,1.0,,0.406,2.8,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.5,1.0,1.0,0.406,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
101123-101183-200782-201609-202738,1610612756,"Gerald Green, Shavlik Randolph, PJ Tucker, Goran Dragic, Isaiah Thomas","Green, Randolph, Tucker, Dragic, Thomas",101123-101183-200782-201609-202738,PHX,92.0,1,2.0,1.0,3.0,3.0,6.0,,,,,,,1.0,1.0,,,4.0,3.0,2.0,,,,,1.0,,1.0,,,2.0,1.0,2.0,2.0,,,,,1.0,,,1.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,93.91304347826086,15.0,15.666666666666666,15.0,15.666666666666666,,,,,,,,,,,,1.0,,0.7255,0.1,,,,,1.0,,2.0,,,,,,2.0,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
101123-101183-200782-202339-202738,1610612756,"Gerald Green, Shavlik Randolph, PJ Tucker, Eric Bledsoe, Isaiah Thomas","Green, Randolph, Tucker, Bledsoe, Thomas",101123-101183-200782-202339-202738,PHX,122.0,1,2.0,2.0,3.0,4.0,7.0,,1.0,,,,1.0,1.0,2.0,,1.0,2.0,,2.0,,,1.0,,1.0,,1.0,,,2.0,2.0,3.0,3.0,1.0,1.0,,,,,2.0,1.0,2.0,1.0,1.0,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,82.62295081967214,12.333333333333334,21.25,12.333333333333334,21.25,0.3333333333333333,,,,,,,0.3333333333333333,,,,0.6666666666666666,,0.5954166666666666,2.85,25.3,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
101123-101183-200782-202738-203101,1610612756,"Gerald Green, Shavlik Randolph, PJ Tucker, Isaiah Thomas, Miles Plumlee","Green, Randolph, Tucker, Thomas, Plumlee",101123-101183-200782-202738-203101,PHX,123.0,1,2.0,5.0,4.0,4.0,8.0,,1.0,,,,,3.0,4.0,,,6.0,1.0,4.0,2.0,,,,2.0,,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,6.0,0.6666666666666666,0.6666666666666666,,,,0.75,0.75,0.75,,,0.5,0.5,0.5,93.65853658536587,13.5,17.25,13.5,16.75,0.25,,,,,,,,,,,0.75,,0.62265,3.15,,,,,3.0,,,,,,,,,,,,,,0.75,,,,,3.0,2.0,,,,,,,1.0,1.0,0.6666666666666666,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
101123-101183-200782-202738-203458,1610612756,"Gerald Green, Shavlik Randolph, PJ Tucker, Isaiah Thomas, Alex Len","Green, Randolph, Tucker, Thomas, Len",101123-101183-200782-202738-203458,PHX,111.0,1,2.0,-1.0,4.0,4.0,8.0,,,,2.0,,2.0,,2.0,,2.0,1.0,2.0,,,,2.0,,,,,,,,1.0,2.0,4.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,0.1,0.5,,1.0,1.0,,103.78378378378378,16.75,11.0,12.75,11.0,,,,,0.5,,,0.5,,,,0.5,,0.4801,15.0,26.45,4.0,4.0,1.0,,,1.0,2.0,1.0,1.0,,1.0,2.0,,1.0,4.0,,0.125,,,0.47523333333333334,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,0.2,0.3333333333333333,,,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
101123-101183-201609-202693-202738,1610612756,"Gerald Green, Shavlik Randolph, Goran Dragic, Markieff Morris, Isaiah Thomas","Green, Randolph, Dragic, Morris, Thomas",101123-101183-201609-202693-202738,PHX,248.0,1,4.0,1.0,7.0,8.0,15.0,,,,,,4.0,2.0,2.0,1.0,5.0,7.0,6.0,2.0,2.0,3.0,4.0,,1.0,1.0,2.0,,,5.0,,4.0,6.0,1.0,1.0,2.0,2.0,2.0,,2.0,3.0,5.0,0.5,1.0,1.0,0.2,0.2,1.0,0.5,0.4375,0.7142857142857143,1.0,,0.6666666666666666,,87.09677419354838,16.857142857142858,16.25,16.857142857142858,14.875,,,,,,,,0.5714285714285714,,,,1.0,,0.6037214285714285,1.15,24.66,,,1.0,2.0,,,,,,,,2.0,1.0,,,,,0.2857142857142857,,,,,2.0,1.0,4.0,,,,0.8,0.5,1.0,1.0,0.5,,,,,,,,1.0,,,,,1.0,,2.0,,2.0,,,0.5,0.5,,0.5,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
101123-101183-202339-202693-202738,1610612756,"Gerald Green, Shavlik Randolph, Eric Bledsoe, Markieff Morris, Isaiah Thomas","Green, Randolph, Bledsoe, Morris, Thomas",101123-101183-202339-202693-202738,PHX,36.0,1,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,1.0,,80.0,14.0,22.0,14.0,22.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
101123-101183-202694-202738-203101,1610612756,"Gerald Green, Shavlik Randolph, Marcus Morris, Isaiah Thomas, Miles Plumlee","Green, Randolph, Morris, Thomas, Plumlee",101123-101183-202694-202738-203101,PHX,806.0,2,13.0,-2.0,26.0,25.0,51.0,4.0,5.0,3.0,10.0,3.0,3.0,9.0,18.0,4.0,6.0,31.0,33.0,6.0,12.0,6.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,12.0,3.0,8.0,10.0,1.0,1.0,,,3.0,,3.0,3.0,27.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5,0.625,0.62,0.25,,0.75,0.8,0.75,91.1166253101737,17.423076923076923,14.12,17.192307692307693,13.92,0.20833333333333334,0.8,0.8,0.25,0.4166666666666667,0.3,0.3,0.125,1.0,1.0,0.3333333333333333,0.375,1.0,0.4575229166666666,12.383333333333333,24.866666666666664,1.0,1.0,2.0,3.0,,1.0,1.0,,,,,2.0,,,1.0,,,0.125,,0.2598,,0.038461538461538464,2.0,,5.0,3.0,1.0,,0.8333333333333334,1.0,0.6666666666666666,1.0,,0.04,0.05263157894736842,,,,,,0.6666666666666666,,,2.0,,2.0,,1.0,1.0,2.0,,0.1111111111111111,0.5,0.18181818181818182,,,1.0,,0.5899,2.0,2.0,1.0,3.0,2.0,4.0,,1.0,1.0,1.0,1.0,0.125,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.12903225806451613,6.0,1.0,2.0,1.0,1.0,1.0,0.05555555555555555,0.3333333333333333,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
101123-101183-202694-202738-203458,1610612756,"Gerald Green, Shavlik Randolph, Marcus Morris, Isaiah Thomas, Alex Len","Green, Randolph, Morris, Thomas, Len",101123-101183-202694-202738-203458,PHX,21.0,1,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,137.14285714285714,,10.5,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2015,2014-15,True
