EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,LongMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,PtsPutbacks,OffTwoPtRebounds,ShootingFouls,Offensive Fouls Drawn,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,Corner3Assists,BadPassTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,OffAtRimReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg2aBlocked,FTOffRebounds,SelfOReb,Loose Ball Fouls,Charge Fouls Drawn,Technical Free Throw Trips,BlockedAtRim,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,AtRimPctBlocked,LostBallSteals,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Travels,Charge Fouls,team_id,year,season,team_vs
101150-101161-200768-201942-202335,1610612761,"Lou Williams, Amir Johnson, Kyle Lowry, DeMar DeRozan, Patrick Patterson","Williams, Johnson, Lowry, DeRozan, Patterson",101150-101161-200768-201942-202335,TOR,377.0,6,6.0,12,10,3.0,1.0,2.0,22,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,7,1.0,4.0,2.0,11.0,11.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,7.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,2.0,3.0,5.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0,7.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,0.42857142857142855,0.5,1.0,0.4090909090909091,0.5,0.75,0.4230769230769231,0.5,0.875,0.36363636363636365,0.5,0.75,0.4,0.6666666666666666,0.5555555555555556,0.2857142857142857,0.6666666666666666,1.0,0.5,84.0318302387268,1.0,16.583333333333332,17.8,15.916666666666666,13.7,0.36363636363636365,0.25,0.25,1.0,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,0.36363636363636365,0.25,0.25,1.0,0.5,0.25,1.0,0.25,0.7272727272727273,0.25,0.5121136363636364,0.48162499999999997,0.23076923076923078,0.3333333333333333,0.18181818181818182,0.6363636363636364,6.4142857142857155,26.725,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
101150-101161-200768-201942-202685,1610612761,"Lou Williams, Amir Johnson, Kyle Lowry, DeMar DeRozan, Jonas Valanciunas","Williams, Johnson, Lowry, DeRozan, Valanciunas",101150-101161-200768-201942-202685,TOR,120.0,2,2.0,4,5,3.0,5.0,,9,,,,,,,,1.0,1.0,,,,1.0,1,,,1.0,3.0,2.0,,,,1.0,1.0,,1.0,3.0,2.0,,,,,1.0,,1.0,,,,2.0,,,2.0,3.0,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,,2.0,,,,,,,3.0,3.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,0.75,,0.75,,0.5,1.0,,,1.0,,,1.0,,108.0,,10.5,15.6,10.5,15.6,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.3972,0.3972,,,,1.0,14.3,,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
101150-101161-200768-201942-203082,1610612761,"Lou Williams, Amir Johnson, Kyle Lowry, DeMar DeRozan, Terrence Ross","Williams, Johnson, Lowry, DeRozan, Ross",101150-101161-200768-201942-203082,TOR,219.0,1,4.0,7,8,,6.0,,15,3.0,3.0,,,,1.0,2.0,,3.0,1.0,1.0,,4.0,8,1.0,1.0,,11.0,10.0,1.0,1.0,2.0,,,,,,6.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,,9.0,,1.0,2.0,3.0,1.0,4.0,,,,,,1.0,,2.0,,1.0,1.0,1.0,,,,,9.0,,,0.75,1.0,1.0,1.0,1.0,0.5,1.0,,0.6111111111111112,1.0,,0.6111111111111112,1.0,,0.1111111111111111,,0.6666666666666666,1.0,,0.75,0.25,,1.0,1.0,98.63013698630137,,18.285714285714285,11.375,18.285714285714285,11.375,0.3333333333333333,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,,0.3333333333333333,,,0.1111111111111111,1.0,1.0,1.0,,,,,0.4444444444444444,1.0,0.46926111111111113,,0.1111111111111111,0.125,0.18181818181818182,,8.4625,25.8,,1.0,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.25,1.0,1.0,0.4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
101150-101161-200768-202335-202349,1610612761,"Lou Williams, Amir Johnson, Kyle Lowry, Patrick Patterson, Greivis Vasquez","Williams, Johnson, Lowry, Patterson, Vasquez",101150-101161-200768-202335-202349,TOR,760.0,2,13.0,26,26,3.0,7.0,3.0,52,3.0,4.0,1.0,,,1.0,8.0,1.0,3.0,1.0,6.0,1.0,5.0,15,3.0,9.0,7.0,26.0,23.0,1.0,2.0,4.0,,1.0,1.0,4.0,4.0,8.0,2.0,9.0,6.0,1.0,4.0,3.0,7.0,1.0,2.0,1.0,17.0,1.0,4.0,8.0,13.0,5.0,18.0,3.0,,2.0,3.0,1.0,5.0,,6.0,,8.0,,2.0,1.0,1.0,1.0,1.0,22.0,4.0,3.0,0.8,0.8,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,0.3958333333333333,0.3333333333333333,,0.4642857142857143,0.5,0.5,0.375,1.0,1.0,1.0,0.16666666666666666,1.0,0.3125,0.2,1.0,1.0,98.52631578947368,1.0,15.807692307692308,13.423076923076923,15.076923076923077,13.423076923076923,0.16666666666666666,0.75,0.75,0.6666666666666666,0.3333333333333333,0.125,0.125,1.0,0.125,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,,,0.5,0.5416666666666666,0.16666666666666666,0.49110625,0.440575,0.07692307692307693,0.11764705882352941,0.15384615384615385,0.15384615384615385,8.566666666666666,25.033333333333335,0.11538461538461539,3.0,1.0,1.0,2.0,2.0,,,2.0,,2.0,1.0,1.0,1.0,,4.0,4.0,1.0,0.4,0.5714285714285714,1.0,0.61145,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.125,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
101150-101161-201942-201946-202349,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, Tyler Hansbrough, Greivis Vasquez","Williams, Johnson, DeRozan, Hansbrough, Vasquez",101150-101161-201942-201946-202349,TOR,78.0,1,1.0,2,1,,,1.0,3,,1.0,,,,,,1.0,1.0,,,,1.0,2,,,2.0,4.0,2.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,2.0,,2.0,,1.0,,,,,2.0,,,,,,,,0.5,,,0.5,,,0.6666666666666666,1.0,,,,,,,,1.0,,,,55.38461538461538,,19.0,40.0,19.0,40.0,0.5,,,,,,,,0.5,1.0,1.0,,,,,,,,,0.5,,0.44725,,0.3333333333333333,0.3333333333333333,0.5,,8.7,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
101150-101161-201942-201946-203082,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, Tyler Hansbrough, Terrence Ross","Williams, Johnson, DeRozan, Hansbrough, Ross",101150-101161-201942-201946-203082,TOR,61.0,1,1.0,2,3,,,,5,1.0,1.0,,,,,,,,,1.0,,1.0,1,,1.0,,2.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,1.0,,,0.5,,,0.5,,,0.5,,1.0,,,1.0,,,,,118.03278688524591,,10.0,13.666666666666666,10.0,13.666666666666666,0.5,1.0,1.0,,,,,,,,,0.5,,,,,,,,1.0,,0.603675,,,,,,1.9,24.0,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
101150-101161-201942-201949-202349,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, James Johnson, Greivis Vasquez","Williams, Johnson, DeRozan, Johnson, Vasquez",101150-101161-201942-201949-202349,TOR,105.0,1,2.0,4,4,4.0,,,8,2.0,3.0,,2.0,3.0,,,,,,,,2.0,3,1.0,1.0,,7.0,4.0,,,,2.0,3.0,1.0,,7.0,2.0,2.0,3.0,,,1.0,1.0,2.0,,1.0,,5.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,7.0,7.0,4.0,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.875,,0.875,0.875,,0.875,0.25,,1.0,1.0,,1.0,,,1.0,,109.71428571428571,,11.5,14.75,11.5,14.75,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,0.75,0.6666666666666666,,1.0,,0.586275,0.586275,,,,1.0,1.9000000000000001,22.8,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,0.25,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
101150-101161-201942-202335-202349,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, Patrick Patterson, Greivis Vasquez","Williams, Johnson, DeRozan, Patterson, Vasquez",101150-101161-201942-202335-202349,TOR,1274.0,4,21.0,37,38,16.0,20.0,9.0,75,9.0,15.0,5.0,1.0,2.0,3.0,6.0,,8.0,3.0,8.0,4.0,12.0,29,6.0,12.0,4.0,46.0,38.0,3.0,7.0,9.0,2.0,10.0,6.0,3.0,19.0,10.0,14.0,15.0,8.0,3.0,5.0,5.0,10.0,2.0,4.0,1.0,25.0,5.0,9.0,7.0,18.0,10.0,28.0,2.0,,1.0,2.0,2.0,8.0,,6.0,1.0,8.0,1.0,3.0,2.0,1.0,2.0,1.0,37.0,19.0,16.0,0.4166666666666667,0.4166666666666667,0.8333333333333334,0.5,0.5,0.41379310344827586,0.42857142857142855,0.2,0.5121951219512195,0.5625,0.5,0.5113636363636364,0.5,0.5294117647058824,0.2926829268292683,1.0,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.391304347826087,0.8,0.5714285714285714,0.875,84.7723704866562,0.5,19.62162162162162,14.421052631578947,16.594594594594593,13.973684210526315,0.36585365853658536,0.6,0.6,0.4444444444444444,0.14634146341463414,0.5,0.6,0.3333333333333333,0.1951219512195122,,,0.1951219512195122,0.375,0.375,0.6666666666666666,0.625,0.125,0.5,0.25,0.6585365853658537,0.375,0.4890878048780488,0.439296875,0.06976744186046512,0.0967741935483871,0.1956521739130435,0.41304347826086957,7.382758620689655,25.041666666666668,0.43243243243243246,8.0,,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,0.5,,,4.0,5.0,1.0,0.23529411764705882,,1.0,0.40029999999999993,3.0,3.0,4.0,1.0,1.0,,3.0,1.0,1.0,,0.6666666666666666,0.0975609756097561,0.75,0.75,1.0,0.6,0.125,0.5,2.0,2.0,4.0,0.6666666666666666,0.125,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.034482758620689655,0.16666666666666666,0.5,0.125,1.0,0.045454545454545456,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
101150-101161-201942-202349-202685,1610612761,"Lou Williams, Amir Johnson, DeMar DeRozan, Greivis Vasquez, Jonas Valanciunas","Williams, Johnson, DeRozan, Vasquez, Valanciunas",101150-101161-201942-202349-202685,TOR,223.0,2,4.0,5,6,4.0,6.0,1.0,11,,1.0,1.0,,1.0,,,1.0,3.0,,1.0,,1.0,4,,1.0,1.0,3.0,12.0,,1.0,,1.0,4.0,,1.0,3.0,2.0,,,1.0,,1.0,,1.0,,,,2.0,,,,1.0,1.0,2.0,,1.0,,1.0,,2.0,,2.0,,2.0,,,,,,,3.0,3.0,4.0,1.0,1.0,,,,0.25,,0.25,0.2,,0.25,0.25,,0.3,0.2,,,,,,0.25,,,,71.03139013452915,,26.4,15.166666666666666,25.6,14.833333333333334,0.2,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,0.2,,,,1.0,0.25,,,0.4,,0.49410999999999994,0.4835,,,,1.0,11.975,24.6,0.8,-9.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,,0.3333333333333333,,,0.7603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
101150-200768-201942-201946-202335,1610612761,"Lou Williams, Kyle Lowry, DeMar DeRozan, Tyler Hansbrough, Patrick Patterson","Williams, Lowry, DeRozan, Hansbrough, Patterson",101150-200768-201942-201946-202335,TOR,224.0,2,4.0,7,8,2.0,6.0,,15,1.0,1.0,,,,1.0,2.0,,,,2.0,1.0,2.0,3,,2.0,2.0,6.0,9.0,,,,,,1.0,2.0,2.0,,4.0,,2.0,,,,,,,,,,1.0,2.0,3.0,,3.0,1.0,,,1.0,,1.0,,2.0,,4.0,1.0,2.0,3.0,3.0,3.0,1.0,6.0,2.0,2.0,,,,,,0.6666666666666666,,,0.4,,,0.5,,0.5,0.4,1.0,0.5,1.0,,0.6,,,0.3333333333333333,,96.42857142857143,0.3333333333333333,17.0,13.125,17.0,12.25,0.2,1.0,1.0,,0.4,0.5,0.5,,,,,0.4,,,,,,,1.0,0.6,,0.44178999999999996,0.5502,0.3333333333333333,0.5,,0.3333333333333333,4.6000000000000005,25.75,0.2857142857142857,-3.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2015,2014-15,True
