EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGA,Arc3FGA,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,Loose Ball Fouls Drawn,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,DefLongMidRangeReboundPct,PenaltyFtPoints,BlockingFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsPutbacks,AtRimAssists,SecondChanceTurnovers,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Corner3Assists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Frequency,PenaltyCorner3FGA,OffThreePtRebounds,Offensive Fouls Drawn,BlockingFoulsDrawn,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,SelfOReb,SelfORebPct,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Technical Free Throw Trips,BlockedShortMidRange,OffArc3ReboundPct,HeaveAttempts,PtsUnassisted3s,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,FTOffRebounds,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,SecondChanceArc3FGA,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,Arc3PctBlocked,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
201144-201188-201573-201585-202347,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Kosta Koufos, Quincy Pondexter","Conley, Gasol, Bayless, Koufos, Pondexter",201144-201188-201573-201585-202347,MEM,89.0,1,1.0,-3.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,80.89887640449437,14.666666666666666,22.5,14.666666666666666,22.5,0.5,1.0,1.0,0.5,0.34595,0.34595,1.0,12.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201573-201585-2034,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Kosta Koufos, Mike Miller","Conley, Gasol, Bayless, Koufos, Miller",201144-201188-201573-201585-2034,MEM,441.0,2,7.0,2.0,12.0,13.0,,,25.0,2.0,4.0,2.0,4.0,10.0,14.0,12.0,,,,2.0,,,2.0,,2.0,5.0,12.0,,,0.4,,0.3333333333333333,,0.4666666666666667,,,81.63265306122449,19.333333333333332,16.076923076923077,17.583333333333332,15.23076923076923,0.3333333333333333,0.5,0.6666666666666666,0.16666666666666666,0.4664083333333333,,,7.49,,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,1.0,4.0,2.0,6.0,1.0,2.0,3.0,3.0,2.0,1.0,6.0,5.0,3.0,1.0,4.0,5.0,9.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.75,0.75,0.25,0.25,0.25,0.16666666666666666,0.2,0.25,0.25,1.0,0.6,0.8333333333333334,0.5,0.625,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.25,0.3333333333333333,1.0,0.5,0.5,1.0,0.08333333333333333,0.08333333333333333,0.75,0.3333333333333333,0.5,0.496675,0.2,0.23076923076923078,0.14285714285714285,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201573-201585-2754,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Kosta Koufos, Tony Allen","Conley, Gasol, Bayless, Koufos, Allen",201144-201188-201573-201585-2754,MEM,107.0,1,2.0,2.0,2.0,2.0,,,4.0,1.0,2.0,2.0,1.0,4.0,2.0,,,,,2.0,,,,,,,2.0,,,0.25,,0.25,,0.25,,,53.83177570093458,38.0,15.5,27.0,15.0,0.5,0.5,1.0,0.5,0.3565,,,14.125,,,,,,,,,,,,,1.0,,,,1.0,,,,,,2.0,,,,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,0.25,,0.5,,,0.6666666666666666,,0.6666666666666666,,1.0,0.5,,,,,,,,,,,,,,,,0.3444,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201573-202334-202347,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Quincy Pondexter","Conley, Gasol, Bayless, Davis, Pondexter",201144-201188-201573-202334-202347,MEM,159.0,1,3.0,-4.0,4.0,4.0,,,8.0,,1.0,1.0,1.0,2.0,2.0,6.0,,,,,,,1.0,,1.0,2.0,2.0,,,0.5,,0.3333333333333333,,0.3333333333333333,,,72.45283018867924,17.75,22.0,17.75,15.0,0.3333333333333333,,,0.3333333333333333,0.4476333333333333,,,11.9,,,,,,,1.0,1.0,,1.0,,,,,2.0,,,1.0,1.0,,1.0,2.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,0.3333333333333333,,,,,,,0.25,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,23.1,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201573-202334-2034,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Mike Miller","Conley, Gasol, Bayless, Davis, Miller",201144-201188-201573-202334-2034,MEM,14.0,1,,-2.0,1.0,1.0,,1.0,2.0,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,205.71428571428572,10.0,4.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201573-202334-2754,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Tony Allen","Conley, Gasol, Bayless, Davis, Allen",201144-201188-201573-202334-2754,MEM,97.0,1,2.0,,3.0,4.0,,,7.0,,,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,2.0,,1.0,1.0,2.0,,,1.0,,1.0,,1.0,,0.5,103.91752577319588,12.0,15.25,12.0,15.25,,,,1.0,0.3986,,,21.5,,,,,,,1.0,,,,,,,,2.0,,,1.0,1.0,,1.0,2.0,,3.0,,3.0,,3.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201573-202347-202720,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Jon Leuer","Conley, Gasol, Bayless, Pondexter, Leuer",201144-201188-201573-202347-202720,MEM,82.0,1,1.0,,3.0,2.0,1.0,1.0,5.0,,,,,,4.0,4.0,,,2.0,,,,,,1.0,1.0,4.0,2.0,1.0,,,,,0.6666666666666666,1.0,,87.80487804878048,15.0,18.5,15.0,18.5,,,,,0.48285,,0.5,,0.3333333333333333,,,,,,,,1.0,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,0.5,1.0,,26.5,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201573-202347-2419,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Tayshaun Prince","Conley, Gasol, Bayless, Pondexter, Prince",201144-201188-201573-202347-2419,MEM,15.0,2,,-2.0,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,3.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,0.5,0.5,,192.0,,15.0,,10.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201573-2034-2216,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Mike Miller, Zach Randolph","Conley, Gasol, Bayless, Miller, Randolph",201144-201188-201573-2034-2216,MEM,137.0,4,2.0,7.0,6.0,3.0,5.0,3.0,9.0,1.0,1.0,2.0,3.0,6.0,9.0,2.0,3.0,5.0,9.0,2.0,,,1.0,1.0,,2.0,7.0,9.0,5.0,0.5,0.6,0.5,0.6,0.6428571428571429,0.75,,94.59854014598541,14.333333333333334,17.0,10.833333333333334,17.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5262166666666667,0.5567599999999999,1.0,8.083333333333334,0.8333333333333334,3.0,2.0,3.0,1.0,1.0,,,,,3.0,1.0,2.0,2.0,4.0,,1.0,2.0,2.0,1.0,,4.0,2.0,,,2.0,2.0,4.0,,,,1.0,,,2.0,,3.0,2.0,,,,,0.6666666666666666,1.0,0.5,0.5,0.5,,0.16666666666666666,0.3333333333333333,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,,0.5,,,,0.5,0.6666666666666666,1.0,1.0,,,,,,0.5,1.0,0.5,0.47625,0.2857142857142857,0.2857142857142857,0.2222222222222222,,,2.0,1.0,1.0,,3.0,,,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
201144-201188-201573-2216-2419,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Zach Randolph, Tayshaun Prince","Conley, Gasol, Bayless, Randolph, Prince",201144-201188-201573-2216-2419,MEM,623.0,3,10.0,12.0,20.0,20.0,6.0,11.0,40.0,3.0,4.0,3.0,8.0,11.0,23.0,11.0,2.0,4.0,4.0,6.0,1.0,,3.0,,1.0,4.0,23.0,4.0,6.0,0.7272727272727273,0.5,0.59375,0.3333333333333333,0.575,0.2857142857142857,0.3333333333333333,92.45585874799359,15.0,16.15,14.65,16.0,0.25,0.75,1.0,0.1875,0.4821099999999999,0.49855,0.17391304347826086,9.072727272727274,0.3,1.0,4.0,4.0,,,1.0,2.0,3.0,5.0,4.0,,,,10.0,3.0,1.0,5.0,6.0,1.0,1.0,13.0,1.0,8.0,,13.0,1.0,14.0,,,,2.0,,1.0,5.0,,8.0,4.0,,,,,0.625,0.625,,,,0.3125,0.09090909090909091,,0.25,,0.8888888888888888,0.3333333333333333,0.9285714285714286,0.16666666666666666,,1.0,,1.0,0.5,,0.25,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.125,0.1875,,,0.5625,,0.2,0.26666666666666666,,26.7,,5.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,,3.0,1.0,,1.0,1.0,0.75,0.3333333333333333,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,False
