EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,AtRimFGM,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,Turnovers,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangePctAssisted,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,OffShortMidRangeReboundPct,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,SecondChanceAtRimFGA,Corner3FGA,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,Steals,BadPassSteals,Travels,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyPointsPct,HeaveAttempts,FTDefRebounds,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,DefFTReboundPct,DefCorner3ReboundPct,BlockedAtRim,Offensive Fouls,DefAtRimReboundPct,Corner3FGM,Fg2aBlocked,Corner3Assists,LostBallSteals,ThreePtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsPutbacks,SelfOReb,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,PenaltyFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,Charge Fouls,Technical Free Throw Trips,FTOffRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,StepOutOfBoundsTurnovers,DefensiveGoaltends,PenaltyCorner3FGM,BlockingFouls,3SecondViolations,PenaltyCorner3Accuracy,Charge Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedLongMidRange,Corner3PctBlocked,OffensiveGoaltends,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
101131-101179-200780-201167-202734,1610612753,"Jason Maxiell, Ronnie Price, Solomon Jones, Arron Afflalo, E'Twaun Moore","Maxiell, Price, Jones, Afflalo, Moore",101131-101179-200780-201167-202734,ORL,109.0,1,2.0,-1.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,79.26605504587155,16.666666666666668,19.666666666666668,16.666666666666668,19.666666666666668,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42746666666666666,13.0,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
101131-101179-200780-202734-203090,1610612753,"Jason Maxiell, Ronnie Price, Solomon Jones, E'Twaun Moore, Maurice Harkless","Maxiell, Price, Jones, Moore, Harkless",101131-101179-200780-202734-203090,ORL,202.0,1,3.0,-8.0,5.0,5.0,10.0,,,,1.0,2.0,,3.0,2.0,4.0,12.0,,2.0,,1.0,2.0,,,2.0,1.0,,0.3,0.3333333333333333,0.4,,1.0,,71.2871287128713,26.4,14.0,24.6,14.0,,,,0.2,,,0.4,0.8,0.50397,6.3999999999999995,25.45,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.5,1.5,0.3333333333333333,1.0,0.25,1.0,1.0,0.4,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5682,0.16666666666666666,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
101131-101179-201167-201175-203090,1610612753,"Jason Maxiell, Ronnie Price, Arron Afflalo, Glen Davis, Maurice Harkless","Maxiell, Price, Afflalo, Davis, Harkless",101131-101179-201167-201175-203090,ORL,135.0,1,2.0,1.0,4.0,4.0,8.0,,,2.0,2.0,,3.0,3.0,,6.0,5.0,4.0,,,1.0,1.0,2.0,3.0,,6.0,1.0,1.0,1.0,,,0.3333333333333333,,85.33333333333333,15.5,18.25,15.5,15.75,,,,0.6666666666666666,1.0,1.0,,0.3333333333333333,0.5083666666666666,12.666666666666666,,,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
101131-101179-201167-201175-203506,1610612753,"Jason Maxiell, Ronnie Price, Arron Afflalo, Glen Davis, Victor Oladipo","Maxiell, Price, Afflalo, Davis, Oladipo",101131-101179-201167-201175-203506,ORL,35.0,1,1.0,3.0,1.0,,1.0,1.0,2.0,,,,1.0,2.0,,3.0,,2.0,,,,1.0,,,1.0,,0.5,0.5,0.75,,,,,41.14285714285714,35.0,,28.0,,1.0,0.5,0.5,,,,,,0.37485,11.45,,1.0,,,,,,1.0,,,3.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.5,1.0,,1.0,,,,,,,,,,,0.4124,0.5,0.5,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
101131-101179-201167-202734-203090,1610612753,"Jason Maxiell, Ronnie Price, Arron Afflalo, E'Twaun Moore, Maurice Harkless","Maxiell, Price, Afflalo, Moore, Harkless",101131-101179-201167-202734-203090,ORL,175.0,2,3.0,-2.0,6.0,5.0,11.0,1.0,1.0,,,1.0,1.0,3.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,,3.0,2.0,4.0,0.3333333333333333,0.25,0.4,0.25,0.5,0.3333333333333333,,90.51428571428572,11.666666666666666,21.0,11.666666666666666,16.2,0.25,1.0,1.0,,,,0.25,0.75,0.4363,3.5666666666666664,29.0,,2.0,,,,,2.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,0.2,0.25,,,,,,,,1.0,,,,,,,,,,,,,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.44543333333333335,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
101131-101179-201167-202734-203094,1610612753,"Jason Maxiell, Ronnie Price, Arron Afflalo, E'Twaun Moore, Andrew Nicholson","Maxiell, Price, Afflalo, Moore, Nicholson",101131-101179-201167-202734-203094,ORL,6.0,1,,,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,240.0,6.0,,6.0,,,,,,,,1.0,1.0,0.306,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
101131-101179-201167-203090-203094,1610612753,"Jason Maxiell, Ronnie Price, Arron Afflalo, Maurice Harkless, Andrew Nicholson","Maxiell, Price, Afflalo, Harkless, Nicholson",101131-101179-201167-203090-203094,ORL,378.0,1,6.0,8.0,12.0,12.0,24.0,2.0,2.0,2.0,3.0,3.0,5.0,8.0,4.0,14.0,6.0,4.0,3.0,5.0,6.0,8.0,,,2.0,14.0,0.625,0.5416666666666666,0.5833333333333334,0.3333333333333333,0.8333333333333334,0.8571428571428571,1.0,91.42857142857143,14.833333333333334,16.666666666666668,14.0,16.166666666666668,0.16666666666666666,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,0.25,0.5833333333333334,0.5255458333333333,9.6625,25.075,2.0,3.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,3.0,,6.0,1.0,1.0,2.0,1.0,1.0,,0.25,,0.25,,,0.3333333333333333,1.0,0.3333333333333333,,1.0,0.25,0.3333333333333333,0.3333333333333333,,0.5,,,0.3333333333333333,0.5918,0.08333333333333333,0.125,,1.0,6.0,3.0,1.0,1.0,1.0,2.0,0.6,0.6,0.5,0.3333333333333333,0.3333333333333333,0.5,,1.0,,1.0,,,5.0,4.0,2.0,,5.0,,1.0,1.0,,2.0,2.0,2.0,1.0,5.0,,0.75,0.5,0.4,,0.47218,0.4166666666666667,1.0,1.0,3.0,1.0,7.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,0.6,0.6,0.7,0.3333333333333333,0.5,0.5,1.0,0.5,0.08333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
101131-101179-201167-203090-203506,1610612753,"Jason Maxiell, Ronnie Price, Arron Afflalo, Maurice Harkless, Victor Oladipo","Maxiell, Price, Afflalo, Harkless, Oladipo",101131-101179-201167-203090-203506,ORL,13.0,1,,-2.0,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
101131-101179-201167-203094-203506,1610612753,"Jason Maxiell, Ronnie Price, Arron Afflalo, Andrew Nicholson, Victor Oladipo","Maxiell, Price, Afflalo, Nicholson, Oladipo",101131-101179-201167-203094-203506,ORL,181.0,1,3.0,-5.0,5.0,7.0,12.0,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,7.0,,,,3.0,4.0,2.0,3.0,2.0,2.0,0.3333333333333333,0.2,0.2,0.4,,0.5,,95.4696132596685,17.6,13.285714285714286,16.4,10.714285714285714,0.4,0.5,0.5,0.2,,,0.2,0.4,0.4343625,13.700000000000001,54.6,1.0,,,,,,,,,,,,,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,0.5,0.6666666666666666,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,2.0,1.0,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,7.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,0.5,0.4096,0.2,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,0.2,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
101131-101179-202734-203090-203506,1610612753,"Jason Maxiell, Ronnie Price, E'Twaun Moore, Maurice Harkless, Victor Oladipo","Maxiell, Price, Moore, Harkless, Oladipo",101131-101179-202734-203090-203506,ORL,51.0,1,1.0,-2.0,2.0,2.0,4.0,,2.0,,,,,2.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,112.94117647058823,19.5,6.0,19.5,6.0,1.0,,,,,,,,0.37485,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2014,2013-14,False
