EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,Offensive Fouls Drawn,OffArc3ReboundPct,SecondChanceArc3Frequency,Fg2aBlocked,Travels,BlockedAtRim,FG2APctBlocked,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,ShortMidRangeAssists,LongMidRangeAssists,DefAtRimReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,FTOffRebounds,SelfOReb,OffFTReboundPct,SelfORebPct,PenaltyDefPoss,StepOutOfBoundsTurnovers,OffLongMidRangeReboundPct,PenaltyOffPoss,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,FTDefRebounds,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG3A,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyArc3FGM,PenaltyFG3M,DefensiveGoaltends,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,Charge Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,3SecondViolations,OffensiveGoaltends,Corner3PctBlocked,HeaveAttempts,team_id,year,season,team_vs
1626168-1627749-1627751-1628401-1629640,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Derrick White, Keldon Johnson","Lyles, Murray, Poeltl, White, Johnson",1626168-1627749-1627751-1628401-1629640,SAS,1005.0,2,17.0,-19.0,33.0,34.0,3.0,67.0,8.0,11.0,1.0,2.0,1.0,7.0,1.0,3.0,2.0,2.0,6.0,10.0,21.0,2.0,8.0,2.0,28.0,47.0,2.0,3.0,4.0,10.0,10.0,3.0,3.0,2.0,6.0,2.0,5.0,1.0,6.0,1.0,5.0,13.0,1.0,2.0,5.0,4.0,9.0,3.0,12.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,6.0,1.0,4.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,24.0,0.5,0.5555555555555556,0.5,0.25,0.25,0.47619047619047616,0.6666666666666666,0.4482758620689655,0.6666666666666666,0.45161290322580644,0.6666666666666666,0.27586206896551724,0.5,1.0,0.18181818181818182,0.8333333333333334,0.2,0.9,0.1875,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,96.0,1.0,17.333333333333332,12.735294117647058,16.818181818181817,12.529411764705882,0.3793103448275862,0.7272727272727273,0.7272727272727273,0.625,0.2413793103448276,0.14285714285714285,0.14285714285714285,0.10344827586206896,0.3333333333333333,0.3333333333333333,0.06896551724137931,0.20689655172413793,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,0.6551724137931034,0.3333333333333333,0.5147051724137931,0.45275,0.06451612903225806,0.08695652173913043,0.14285714285714285,6.942857142857143,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
1626168-1627749-1627751-1628401-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Derrick White, Patty Mills","Lyles, Murray, Poeltl, White, Mills",1626168-1627749-1627751-1628401-201988,SAS,153.0,1,3.0,-3.0,4.0,4.0,1.0,8.0,,,,,,,1.0,2.0,,,3.0,1.0,2.0,,3.0,,2.0,5.0,,,,,2.0,,,,3.0,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,0.5,,0.2,,0.2,,0.6,,,,0.5,0.3333333333333333,0.5,0.25,,,,0.5,,75.29411764705883,,22.0,16.25,21.25,15.75,,,,,,,,0.4,0.5,0.5,,0.6,,,,,,,0.6,,0.46556,,,,,20.3,26.3,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
1626168-1627749-1627751-1628966-1629022,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Keita Bates-Diop, Lonnie Walker IV","Lyles, Murray, Poeltl, Bates-Diop, Walker IV",1626168-1627749-1627751-1628966-1629022,SAS,291.0,3,5.0,-8.0,10.0,10.0,1.0,20.0,2.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,3.0,3.0,6.0,,3.0,,6.0,14.0,1.0,1.0,2.0,2.0,4.0,,,2.0,3.0,,1.0,,1.0,,1.0,2.0,1.0,,2.0,,2.0,1.0,3.0,1.0,1.0,,2.0,,2.0,,,2.0,,,1.0,,,,,,,,4.0,0.3333333333333333,0.5,,,,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,,1.0,0.3333333333333333,1.0,0.16666666666666666,,,,1.0,,98.96907216494846,,16.8,12.3,16.8,12.3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.5,0.5,0.1111111111111111,,,,0.3333333333333333,,,,1.0,1.0,,0.6666666666666666,,0.5276611111111111,,,,0.3333333333333333,7.483333333333333,25.399999999999995,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
1626168-1627749-1627751-1628966-201942,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Keita Bates-Diop, DeMar DeRozan","Lyles, Murray, Poeltl, Bates-Diop, DeRozan",1626168-1627749-1627751-1628966-201942,SAS,251.0,3,4.0,-9.0,7.0,8.0,,15.0,,,,,,1.0,1.0,4.0,,,1.0,1.0,5.0,,1.0,,2.0,11.0,,,,,2.0,,,,1.0,,,,,,,,,,2.0,1.0,3.0,,3.0,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,2.0,,,,,,0.2,,0.16666666666666666,,0.16666666666666666,,0.16666666666666666,,0.25,,1.0,,0.5,,,,,1.0,,86.05577689243027,,18.285714285714285,15.375,18.285714285714285,12.5,,,,,0.16666666666666666,,,0.6666666666666666,0.25,0.25,,0.16666666666666666,,,,,,,0.16666666666666666,,0.4044916666666667,,,,,14.7,27.5,,,,,,1.0,1.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
1626168-1627749-1627751-1628966-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Keita Bates-Diop, Patty Mills","Lyles, Murray, Poeltl, Bates-Diop, Mills",1626168-1627749-1627751-1628966-201988,SAS,182.0,2,3.0,1.0,6.0,7.0,,13.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,,7.0,6.0,,,,4.0,,3.0,,,2.0,1.0,2.0,1.0,3.0,1.0,,7.0,,,3.0,1.0,4.0,,4.0,1.0,,1.0,,,,,,,1.0,2.0,1.0,,,,1.0,,1.0,1.0,7.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.5833333333333334,,0.5833333333333334,,0.5,,1.0,,1.0,,1.0,,,,,1.0,1.0,102.85714285714286,1.0,12.666666666666666,15.142857142857142,12.666666666666666,15.142857142857142,,,,,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,,,,0.5,0.5,0.505975,,,,,12.200000000000001,24.766666666666666,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
1626168-1627749-1627751-1629022-1629640,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, Keldon Johnson","Lyles, Murray, Poeltl, Walker IV, Johnson",1626168-1627749-1627751-1629022-1629640,SAS,339.0,2,6.0,-1.0,11.0,11.0,4.0,22.0,3.0,5.0,1.0,2.0,1.0,6.0,2.0,3.0,,,,6.0,14.0,,,1.0,13.0,14.0,1.0,4.0,2.0,6.0,6.0,,,2.0,,,3.0,,3.0,,2.0,6.0,,3.0,2.0,1.0,3.0,4.0,7.0,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,,,,,11.0,0.5,0.6,,,,0.42857142857142855,0.25,0.42857142857142855,0.25,0.43333333333333335,0.25,,,1.0,0.375,1.0,,1.0,0.375,0.6,,,1.0,,93.45132743362831,,17.727272727272727,13.090909090909092,15.818181818181818,13.090909090909092,0.35714285714285715,0.6,0.6,0.6666666666666666,0.42857142857142855,0.16666666666666666,0.16666666666666666,0.21428571428571427,0.6666666666666666,0.6666666666666666,,,,,,0.5,0.5,,0.35714285714285715,,0.49605,0.58905,0.06666666666666667,0.06666666666666667,0.15384615384615385,7.3999999999999995,,,,,,,,,,,,,,1.0,1.0,,0.5,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
1626168-1627749-1627751-1629022-1629677,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, Luka Samanic","Lyles, Murray, Poeltl, Walker IV, Samanic",1626168-1627749-1627751-1629022-1629677,SAS,876.0,1,15.0,,30.0,29.0,3.0,59.0,2.0,3.0,1.0,2.0,9.0,13.0,3.0,8.0,1.0,2.0,5.0,14.0,24.0,2.0,6.0,1.0,35.0,35.0,2.0,3.0,4.0,8.0,20.0,6.0,,2.0,5.0,2.0,4.0,2.0,6.0,2.0,1.0,14.0,1.0,1.0,7.0,4.0,11.0,3.0,14.0,2.0,2.0,,,,,1.0,,1.0,5.0,8.0,1.0,,2.0,1.0,1.0,1.0,1.0,,31.0,0.2857142857142857,0.3076923076923077,1.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.5666666666666667,0.6666666666666666,0.5645161290322581,0.6666666666666666,0.2,,0.8,0.1,1.0,0.25,0.9166666666666666,0.14285714285714285,,,0.8,1.0,,96.98630136986301,,13.833333333333334,15.89655172413793,13.466666666666667,15.655172413793103,0.1,0.6666666666666666,0.6666666666666666,0.5,0.43333333333333335,0.6923076923076923,0.6923076923076923,0.26666666666666666,0.375,0.375,0.03333333333333333,0.16666666666666666,0.4,0.4,1.0,0.6666666666666666,0.5,,0.3,0.4,0.46660166666666664,0.457,0.03225806451612903,0.04,0.11428571428571428,9.558333333333334,24.933333333333334,,,,0.3333333333333333,,,,,,,,3.0,,,0.3333333333333333,,1.0,,0.5,,3.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
1626168-1627749-1627751-1629022-201942,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, DeMar DeRozan","Lyles, Murray, Poeltl, Walker IV, DeRozan",1626168-1627749-1627751-1629022-201942,SAS,3624.0,6,60.0,-1.0,120.0,118.0,12.0,238.0,19.0,31.0,1.0,3.0,19.0,34.0,3.0,14.0,9.0,9.0,24.0,41.0,79.0,14.0,33.0,19.0,143.0,144.0,2.0,6.0,17.0,48.0,34.0,39.0,3.0,,24.0,9.0,24.0,13.0,37.0,8.0,14.0,87.0,4.0,10.0,16.0,25.0,44.0,14.0,58.0,9.0,8.0,1.0,10.0,1.0,6.0,5.0,4.0,15.0,10.0,15.0,15.0,,22.0,10.0,8.0,5.0,8.0,7.0,126.0,0.5853658536585366,0.5853658536585366,0.9285714285714286,0.42424242424242425,0.42424242424242425,0.5189873417721519,0.3333333333333333,0.5535714285714286,0.5416666666666666,0.5875,0.5769230769230769,0.29464285714285715,0.6666666666666666,0.7575757575757576,0.2631578947368421,0.6666666666666666,0.21052631578947367,0.7192982456140351,0.24561403508771928,0.4,0.25,0.8125,0.6521739130434783,1.0,94.56953642384106,0.875,15.566666666666666,14.88135593220339,14.75,14.440677966101696,0.2767857142857143,0.6129032258064516,0.7916666666666666,0.7368421052631579,0.30357142857142855,0.5588235294117647,0.5757575757575758,0.125,0.21428571428571427,0.21428571428571427,0.08035714285714286,0.21428571428571427,0.375,0.375,0.8888888888888888,0.25,0.3333333333333333,1.0,0.5714285714285714,0.375,0.5084321428571429,0.5392944444444444,0.09166666666666666,0.11627906976744186,0.11888111888111888,7.725316455696204,25.257575757575758,1.0,6.0,,0.2,0.08333333333333333,8.0,1.0,3.0,0.10126582278481013,0.029411764705882353,1.0,8.0,2.0,0.6428571428571429,0.42105263157894735,0.6666666666666666,,1.0,,0.02040816326530612,4.0,,0.09090909090909091,2.0,5.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,0.5,1.0,1.0,1.5,0.22580645161290322,1.0,0.25,0.5555555555555556,0.5555555555555556,1.0,0.4166666666666667,0.6,1.0,0.3699,0.029411764705882353,0.02097902097902098,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
1626168-1627749-1627751-1629022-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, Patty Mills","Lyles, Murray, Poeltl, Walker IV, Mills",1626168-1627749-1627751-1629022-201988,SAS,115.0,1,2.0,-1.0,3.0,3.0,,6.0,,,,,,,,,1.0,1.0,2.0,,,2.0,3.0,,6.0,7.0,,,,,,6.0,,,2.0,1.0,,2.0,2.0,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,0.6666666666666666,0.6666666666666666,,,1.0,,1.0,,1.0,,,,,,,,,,,,,75.13043478260869,,19.333333333333332,19.0,19.333333333333332,19.0,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,,,,1.0,0.5,0.5366,,,,,,25.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
1626168-1627749-1627751-1629640-1630170,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Keldon Johnson, Devin Vassell","Lyles, Murray, Poeltl, Johnson, Vassell",1626168-1627749-1627751-1629640-1630170,SAS,277.0,2,5.0,4.0,10.0,10.0,1.0,20.0,3.0,4.0,,,2.0,4.0,,1.0,2.0,,,5.0,9.0,,2.0,,10.0,6.0,1.0,1.0,2.0,8.0,2.0,,,,,,4.0,,4.0,,2.0,8.0,1.0,,2.0,4.0,6.0,1.0,7.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,8.0,0.8,0.8,,,,0.5555555555555556,1.0,0.45454545454545453,1.0,0.45454545454545453,1.0,0.18181818181818182,,1.0,,1.0,0.5,1.0,0.16666666666666666,,0.5,1.0,1.0,,103.97111913357402,1.0,13.7,14.0,13.5,14.0,0.36363636363636365,0.75,0.75,0.6666666666666666,0.36363636363636365,0.5,0.5,0.09090909090909091,,,0.18181818181818182,,,,,,,,0.5454545454545454,,0.5314863636363637,,,,0.2,7.2666666666666675,22.7,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2021,2020-21,False
