EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShootingFouls,Clear Path Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,DefShortMidRangeReboundPct,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,FTOffRebounds,BadPassSteals,DeadBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffFTReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Charge Fouls,Corner3FGA,AtRimAssists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Frequency,Offensive Fouls,2pt And 1 Free Throw Trips,Loose Ball Fouls,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,DefensiveGoaltends,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,BlockedLongMidRange,FTDefRebounds,BlockingFouls,DefFTReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Corner3Assists,SecondChanceTurnovers,Technical Free Throw Trips,3SecondViolations,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,PenaltyCorner3Frequency,Blocked3s,BlockedArc3,BlockedCorner3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101122-101133-201571-201946-202331,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Tyler Hansbrough, Paul George","Granger, Mahinmi, Augustin, Hansbrough, George",101122-101133-201571-201946-202331,IND,397.0,3,7.0,5.0,14.0,11.0,2.0,25.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,9.0,1.0,4.0,2.0,11.0,6.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,5.0,7.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,0.6666666666666666,1.0,1.0,0.25,0.25,0.3333333333333333,1.0,0.34615384615384615,1.0,0.39285714285714285,1.0,0.3076923076923077,0.2222222222222222,0.5,1.0,0.8333333333333334,0.3333333333333333,1.0,0.875,0.2222222222222222,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,90.68010075566751,14.714285714285714,17.363636363636363,14.5,16.272727272727273,0.3076923076923077,0.25,0.5,0.15384615384615385,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.3076923076923077,0.25,0.25,1.0,1.0,1.0,0.6153846153846154,0.25,0.5210846153846154,0.6535,0.07142857142857142,0.1,0.36363636363636365,7.333333333333333,25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101122-101133-201571-201946-202362,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Tyler Hansbrough, Lance Stephenson","Granger, Mahinmi, Augustin, Hansbrough, Stephenson",101122-101133-201571-201946-202362,IND,34.0,1,1.0,-3.0,1.0,1.0,,2.0,,,,,,,1.0,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,28.0,6.0,28.0,6.0,,,,,1.0,,,,,,,,,,,,0.3847,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101122-101133-201571-201946-203111,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Tyler Hansbrough, Orlando Johnson","Granger, Mahinmi, Augustin, Hansbrough, Johnson",101122-101133-201571-201946-203111,IND,461.0,4,8.0,-14.0,13.0,15.0,,28.0,,,,,2.0,,4.0,1.0,4.0,,6.0,1.0,4.0,1.0,4.0,18.0,,,,,,,3.0,,4.0,1.0,,,1.0,1.0,1.0,,3.0,1.0,1.0,4.0,5.0,1.0,6.0,,,3.0,2.0,1.0,3.0,5.0,5.0,2.0,1.0,,,,4.0,,,1.0,0.25,0.25,,,0.15,,0.18181818181818182,,0.4,,,1.0,0.8,0.16666666666666666,1.0,0.8333333333333334,0.1111111111111111,,0.5,,0.6666666666666666,,1.0,87.46203904555314,20.153846153846153,13.266666666666667,20.153846153846153,12.4,,,,0.2,0.4,,,,0.4,0.25,0.25,1.0,,,0.4,0.25,0.43474,,0.09090909090909091,0.14285714285714285,,14.75,26.35,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101122-101133-201571-202331-2561,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Paul George, David West","Granger, Mahinmi, Augustin, George, West",101122-101133-201571-202331-2561,IND,538.0,3,9.0,11.0,15.0,16.0,4.0,31.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,1.0,1.0,7.0,12.0,1.0,1.0,6.0,23.0,12.0,4.0,4.0,,8.0,6.0,8.0,3.0,4.0,1.0,1.0,,3.0,1.0,4.0,1.0,2.0,9.0,3.0,1.0,6.0,7.0,4.0,11.0,3.0,1.0,1.0,1.0,,2.0,3.0,6.0,8.0,3.0,2.0,1.0,2.0,15.0,0.42857142857142855,0.6,1.0,1.0,1.0,0.5833333333333334,1.0,0.6538461538461539,1.0,0.6764705882352942,1.0,0.07692307692307693,,,0.5,0.6,0.6,1.0,0.6363636363636364,0.6,,1.0,,1.0,,1.0,82.97397769516728,15.466666666666667,19.125,14.133333333333333,15.25,0.23076923076923078,1.0,1.0,0.3076923076923077,0.38461538461538464,0.4,0.4,1.0,0.07692307692307693,1.0,1.0,1.0,0.5,1.0,0.3076923076923077,1.0,0.4044192307692308,0.40645,0.1875,0.2,0.34782608695652173,10.65,25.9,2.0,,,,0.3333333333333333,15.0,12.0,3.0,3.0,2.0,1.0,1.0,7.0,12.0,1.0,1.0,6.0,23.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,23.0,15.0,1.0,1.0,1.0,0.5833333333333334,0.6538461538461539,0.6764705882352942,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.23076923076923078,1.0,0.07692307692307693,1.0,0.4044192307692308,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101122-101133-201571-202362-2561,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Lance Stephenson, David West","Granger, Mahinmi, Augustin, Stephenson, West",101122-101133-201571-202362-2561,IND,37.0,1,1.0,,2.0,1.0,,3.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,116.75675675675676,10.0,17.0,10.0,17.0,,,,,1.0,,,,,,,,,,,,0.4103,,,,,15.3,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101122-101133-201571-203111-2561,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Orlando Johnson, David West","Granger, Mahinmi, Augustin, Johnson, West",101122-101133-201571-203111-2561,IND,269.0,2,4.0,-5.0,8.0,8.0,2.0,16.0,,,,,2.0,2.0,2.0,,1.0,3.0,4.0,,1.0,3.0,9.0,14.0,,,3.0,3.0,4.0,2.0,,,1.0,,,2.0,,2.0,,1.0,4.0,1.0,,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,6.0,0.6666666666666666,0.6666666666666666,,,,0.75,,0.6,,0.6428571428571429,0.75,0.2,,,0.6666666666666666,1.0,1.0,,0.3333333333333333,1.0,,1.0,1.0,,,,85.65055762081785,18.625,15.0,16.375,14.25,,,,0.4,0.4,1.0,1.0,0.5,0.2,,,,,,0.2,,0.39135,,0.16666666666666666,0.2,0.3333333333333333,10.325,28.3,1.0,,,,,4.0,,,,1.0,,,1.0,2.0,,,2.0,4.0,1.0,,1.0,1.0,,2.0,,,1.0,,1.0,,4.0,4.0,,1.0,,0.5,0.5,0.6666666666666666,,,1.0,0.5,0.5,1.0,,,,,0.4093,0.4444444444444444,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101122-101133-201588-201946-202331,1610612754,"Danny Granger, Ian Mahinmi, George Hill, Tyler Hansbrough, Paul George","Granger, Mahinmi, Hill, Hansbrough, George",101122-101133-201588-201946-202331,IND,378.0,2,6.0,-4.0,11.0,11.0,3.0,22.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,,1.0,5.0,10.0,,2.0,,10.0,14.0,3.0,3.0,,6.0,2.0,8.0,,4.0,1.0,,,1.0,,1.0,,,2.0,3.0,1.0,2.0,3.0,4.0,7.0,2.0,1.0,1.0,1.0,,3.0,2.0,1.0,,,1.0,,1.0,4.0,0.2,0.3333333333333333,,,,0.5,1.0,0.4166666666666667,1.0,0.4166666666666667,1.0,0.16666666666666666,,,0.3333333333333333,0.6666666666666666,0.6,1.0,0.75,0.5714285714285714,,1.0,1.0,1.0,,1.0,83.80952380952381,18.181818181818183,16.181818181818183,16.363636363636363,15.727272727272727,0.25,1.0,1.0,0.25,0.3333333333333333,0.25,0.25,,0.08333333333333333,,,,0.6666666666666666,1.0,0.4166666666666667,,0.4409791666666667,0.4880333333333333,,,0.6,10.51,23.9,,,,1.0,,1.0,6.0,,,1.0,,,,1.0,,,,,,,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,,,0.3531,,0.09090909090909091,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.14285714285714285,0.3333333333333333,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101122-101133-201588-202331-2561,1610612754,"Danny Granger, Ian Mahinmi, George Hill, Paul George, David West","Granger, Mahinmi, Hill, George, West",101122-101133-201588-202331-2561,IND,525.0,4,9.0,-2.0,19.0,19.0,,38.0,1.0,2.0,,,,3.0,4.0,2.0,5.0,4.0,6.0,2.0,5.0,5.0,19.0,21.0,,,,,6.0,2.0,6.0,,5.0,2.0,1.0,3.0,2.0,5.0,2.0,2.0,12.0,,2.0,6.0,8.0,,8.0,2.0,,3.0,,3.0,5.0,4.0,5.0,7.0,2.0,1.0,,1.0,19.0,0.75,0.75,1.0,0.4,0.4,0.6666666666666666,,0.6363636363636364,,0.6785714285714286,,0.45454545454545453,0.16666666666666666,0.5,0.6,0.8571428571428571,,1.0,0.8888888888888888,,,,,1.0,1.0,1.0,104.22857142857143,14.947368421052632,12.68421052631579,14.947368421052632,12.578947368421053,0.18181818181818182,0.5,1.0,,0.36363636363636365,0.75,0.75,0.6666666666666666,0.45454545454545453,0.4,0.4,1.0,,,0.6363636363636364,0.4,0.5107090909090909,,0.16666666666666666,0.2857142857142857,,12.85,25.82,2.0,,,,0.6666666666666666,14.0,12.0,1.0,2.0,,1.0,4.0,3.0,4.0,1.0,4.0,4.0,13.0,,,2.0,2.0,,4.0,,,2.0,1.0,,,13.0,14.0,1.0,2.0,0.25,0.75,0.5625,0.65,,,,,,,0.25,0.5,0.5,0.25,0.52773125,0.6842105263157895,0.7368421052631579,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101122-201571-201579-201946-203111,1610612754,"Danny Granger, D.J. Augustin, Roy Hibbert, Tyler Hansbrough, Orlando Johnson","Granger, Augustin, Hibbert, Hansbrough, Johnson",101122-201571-201579-201946-203111,IND,167.0,1,3.0,1.0,5.0,6.0,,11.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,4.0,3.0,,,,,,2.0,,,1.0,,,,,,,,,,,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,,,,4.0,,,,,,1.0,,0.5,,0.6666666666666666,,0.5,,,1.0,0.6666666666666666,,,0.6666666666666666,,,,1.0,,,,94.8502994011976,17.0,13.666666666666666,17.0,10.666666666666666,0.5,1.0,1.0,,,,,,0.5,,,,,,1.0,,0.645675,,0.3333333333333333,0.5,,0.1,26.8,,,,,0.5,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
101122-201571-201579-203111-2561,1610612754,"Danny Granger, D.J. Augustin, Roy Hibbert, Orlando Johnson, David West","Granger, Augustin, Hibbert, Johnson, West",101122-201571-201579-203111-2561,IND,126.0,1,2.0,-3.0,4.0,3.0,,7.0,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,2.0,5.0,,,,,,2.0,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,,2.0,,,,,,1.0,,0.5,,0.5,,0.5,,,0.5,0.5,,,0.5,,,,,1.0,,,80.0,17.0,19.333333333333332,17.0,18.333333333333332,,,,0.5,,,,,0.5,,,,,,0.5,,0.455375,,,,,5.0,26.5,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,False
