EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffensiveGoaltends,HeaveAttempts,FTOffRebounds,Loose Ball Fouls,Loose Ball Fouls Drawn,OffFTReboundPct,StepOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Charge Fouls Drawn,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,3SecondViolations,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,BlockingFouls,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
1889-201147-201163-201568-201580,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Danilo Gallinari, JaVale McGee","Miller, Brewer, Chandler, Gallinari, McGee",1889-201147-201163-201568-201580,DEN,4513.0,23,75.0,20.0,143.0,142.0,29.0,23.0,11.0,285.0,51.0,73.0,8.0,11.0,11.0,19.0,5.0,23.0,8.0,16.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,64.0,112.0,3.0,10.0,24.0,161.0,141.0,8.0,11.0,2.0,16.0,11.0,25.0,3.0,5.0,27.0,78.0,50.0,9.0,10.0,7.0,1.0,6.0,39.0,3.0,42.0,1.0,2.0,33.0,2.0,4.0,87.0,3.0,12.0,16.0,33.0,2.0,51.0,15.0,66.0,3.0,16.0,12.0,4.0,12.0,4.0,8.0,13.0,2.0,4.0,2.0,25.0,5.0,8.0,24.0,2.0,3.0,28.0,4.0,1.0,29.0,2.0,1.0,13.0,2.0,6.0,2.0,1.0,3.0,1.0,3.0,8.0,4.0,2.0,1.0,145.0,27.0,29.0,1.0,2.0,0.609375,0.6610169491525424,1.0,0.3,0.3,0.5714285714285714,0.7272727272727273,0.44,0.5614754098360656,0.6153846153846154,0.39285714285714285,0.5925925925925926,0.6153846153846154,0.43548387096774194,0.08196721311475409,0.05357142857142857,0.0410958904109589,0.08695652173913043,0.0625,0.48,1.0,0.6346153846153846,0.25,0.7619047619047619,0.5,0.6712328767123288,0.2777777777777778,0.22727272727272727,0.2777777777777778,0.25,0.4,1.0,0.5294117647058824,0.7058823529411765,0.6666666666666666,0.8666666666666667,0.5,0.0625,90.93729226678484,0.5,14.741258741258742,16.93661971830986,14.258741258741258,16.077464788732396,0.5983606557377049,0.6986301369863014,0.7285714285714285,0.6470588235294118,0.1885245901639344,0.21739130434782608,0.23809523809523808,0.4,0.13114754098360656,0.5,0.5333333333333333,0.5,0.02459016393442623,0.6666666666666666,0.6666666666666666,1.0,0.05737704918032787,0.14285714285714285,0.14285714285714285,1.0,0.8461538461538461,0.7272727272727273,0.25,0.07692307692307693,0.07692307692307693,0.6785714285714286,0.5789473684210527,0.03571428571428571,0.07142857142857142,0.680327868852459,0.14285714285714285,0.5546247933884297,0.60673,0.5758629629629629,0.09774436090225563,0.10569105691056911,0.09937888198757763,0.16770186335403728,5.352678571428571,25.869999999999997,0.20279720279720279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201568-201585,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Danilo Gallinari, Kosta Koufos","Miller, Brewer, Chandler, Gallinari, Koufos",1889-201147-201163-201568-201585,DEN,686.0,7,11.0,10.0,23.0,21.0,,,3.0,44.0,4.0,6.0,,2.0,,,1.0,3.0,1.0,4.0,,1.0,,,2.0,3.0,,,6.0,13.0,2.0,4.0,9.0,27.0,17.0,,3.0,,2.0,,,,,,4.0,8.0,6.0,,3.0,2.0,1.0,2.0,2.0,4.0,2.0,,2.0,,,10.0,,3.0,3.0,4.0,,7.0,3.0,10.0,1.0,2.0,,2.0,1.0,,1.0,4.0,2.0,,1.0,5.0,,4.0,5.0,,,6.0,1.0,,10.0,1.0,1.0,5.0,,,,,,,,,,,,25.0,,,,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.46153846153846156,,,0.5294117647058824,,,0.6190476190476191,0.25,,0.23529411764705882,0.07692307692307693,,0.3333333333333333,,0.2,,0.8,0.42857142857142855,0.75,,0.7777777777777778,0.3333333333333333,0.5,0.5,0.3333333333333333,,,1.0,1.0,0.5,0.75,,0.125,92.36151603498543,,14.043478260869565,17.285714285714285,13.478260869565217,16.952380952380953,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.5,0.17647058823529413,0.3333333333333333,0.5,,0.23529411764705882,0.25,0.25,,0.058823529411764705,,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,0.5882352941176471,0.6666666666666666,0.5052441176470588,0.5257,,0.23809523809523808,0.29411764705882354,0.07407407407407407,,8.038461538461538,24.625,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201568-201951,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Danilo Gallinari, Ty Lawson","Miller, Brewer, Chandler, Gallinari, Lawson",1889-201147-201163-201568-201951,DEN,381.0,5,6.0,4.0,17.0,16.0,3.0,3.0,2.0,33.0,6.0,7.0,1.0,1.0,,,2.0,3.0,,1.0,,1.0,,,,1.0,,1.0,8.0,11.0,,2.0,7.0,23.0,19.0,2.0,2.0,,4.0,1.0,1.0,1.0,3.0,5.0,8.0,8.0,,2.0,,,,4.0,,4.0,,,3.0,1.0,,8.0,,1.0,,3.0,1.0,4.0,1.0,5.0,,3.0,,3.0,2.0,,2.0,,,,,2.0,,3.0,4.0,,,5.0,,1.0,9.0,1.0,,4.0,1.0,1.0,,,1.0,,,1.0,1.0,,,19.0,3.0,2.0,,,0.5,0.5714285714285714,,,,0.7272727272727273,1.0,1.0,0.6153846153846154,1.0,0.5,0.6764705882352942,1.0,0.625,0.15384615384615385,,,,,1.0,1.0,1.0,0.5,,,0.75,0.3333333333333333,,,1.0,,,1.0,,1.0,,,,124.7244094488189,1.0,9.0,14.25,8.705882352941176,14.0625,0.5384615384615384,0.8571428571428571,0.8571428571428571,0.5,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.07692307692307693,,,,0.07692307692307693,,,,0.07692307692307693,,,,0.5,1.0,,,,,,,0.5,0.6923076923076923,,0.49475833333333336,0.393,0.159,0.25,0.2857142857142857,0.17391304347826086,0.21739130434782608,4.409090909090909,54.0,0.17647058823529413,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201568-202389,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Danilo Gallinari, Timofey Mozgov","Miller, Brewer, Chandler, Gallinari, Mozgov",1889-201147-201163-201568-202389,DEN,129.0,1,2.0,-5.0,3.0,4.0,,,,7.0,,1.0,,,,,,1.0,,,,,,,,,,,,2.0,,,1.0,1.0,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.16666666666666666,,,,0.5,,1.0,,,,,0.5,1.0,,0.5,0.5,,1.0,,,,,,,1.0,,,78.13953488372093,,18.0,18.75,18.0,18.5,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.47325,,,0.3333333333333333,0.3333333333333333,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201568-202702,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Danilo Gallinari, Kenneth Faried","Miller, Brewer, Chandler, Gallinari, Faried",1889-201147-201163-201568-202702,DEN,1890.0,12,32.0,5.0,60.0,61.0,10.0,2.0,8.0,121.0,20.0,26.0,5.0,6.0,,4.0,2.0,9.0,4.0,7.0,1.0,5.0,,,1.0,4.0,1.0,,26.0,42.0,2.0,9.0,14.0,72.0,67.0,5.0,8.0,1.0,10.0,1.0,6.0,,,2.0,22.0,30.0,6.0,8.0,4.0,1.0,5.0,11.0,2.0,13.0,1.0,1.0,10.0,,1.0,28.0,1.0,6.0,8.0,13.0,,21.0,9.0,30.0,1.0,7.0,3.0,4.0,6.0,1.0,2.0,4.0,,4.0,1.0,10.0,4.0,4.0,9.0,1.0,1.0,16.0,,1.0,19.0,5.0,,12.0,,4.0,,,3.0,,1.0,4.0,1.0,,,62.0,2.0,10.0,,,0.4230769230769231,0.5,1.0,0.2222222222222222,0.2222222222222222,0.6190476190476191,0.625,0.16666666666666666,0.5686274509803921,0.5555555555555556,0.16666666666666666,0.6206896551724138,0.5555555555555556,0.16666666666666666,0.17647058823529413,0.11904761904761904,0.11538461538461539,0.2222222222222222,,0.6,,0.5652173913043478,0.375,0.8,0.14285714285714285,0.6363636363636364,0.30434782608695654,0.3333333333333333,0.5714285714285714,,0.3333333333333333,,0.375,0.5714285714285714,0.75,1.0,0.6666666666666666,0.05555555555555555,92.19047619047619,0.25,14.966666666666667,16.262295081967213,13.933333333333334,15.40983606557377,0.5098039215686274,0.7692307692307693,0.8695652173913043,0.5,0.17647058823529413,0.2222222222222222,0.2857142857142857,,0.13725490196078433,0.5714285714285714,0.5714285714285714,0.25,0.09803921568627451,0.2,0.2,1.0,0.0784313725490196,0.25,0.25,1.0,0.6666666666666666,0.8333333333333334,,,0.1111111111111111,0.6666666666666666,,,,0.6862745098039216,0.25,0.5468529411764707,0.567125,0.5110333333333333,0.20689655172413793,0.24489795918367346,0.1388888888888889,0.027777777777777776,5.621428571428571,23.811111111111114,0.16666666666666666,,,,2.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201568-2738,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Danilo Gallinari, Andre Iguodala","Miller, Brewer, Chandler, Gallinari, Iguodala",1889-201147-201163-201568-2738,DEN,167.0,7,3.0,-6.0,5.0,6.0,3.0,5.0,1.0,11.0,,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,,2.0,,1.0,6.0,6.0,12.0,,,,2.0,,,1.0,4.0,4.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,,,4.0,,,6.0,,,3.0,,,,,,,,,,,,4.0,4.0,3.0,,,,,,,,,,,,,,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,,1.0,,,,,0.5,,,,0.3333333333333333,1.0,,,,,,,,,,0.5,94.8502994011976,,21.6,9.833333333333334,18.4,9.833333333333334,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,0.6666666666666666,,0.49146666666666666,,0.5181,0.5,0.6,0.3333333333333333,0.6666666666666666,3.85,24.9,0.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201576-203095,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Anthony Randolph, Evan Fournier","Miller, Brewer, Chandler, Randolph, Fournier",1889-201147-201163-201576-203095,DEN,109.0,1,2.0,1.0,3.0,4.0,,,,7.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,5.0,4.0,,,,,,,,,,2.0,,3.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,2.0,,,2.0,,2.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.25,,,1.25,,,0.5,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,92.4770642201835,,14.666666666666666,16.25,14.666666666666666,16.25,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.6037,,,,,,,1.4,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201576-2738,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, Anthony Randolph, Andre Iguodala","Miller, Brewer, Chandler, Randolph, Iguodala",1889-201147-201163-201576-2738,DEN,290.0,1,5.0,-5.0,11.0,11.0,6.0,,1.0,22.0,2.0,4.0,,,1.0,3.0,,,,,,2.0,,,,,,,2.0,4.0,,2.0,2.0,6.0,11.0,,,,,1.0,3.0,,,2.0,4.0,,,,,,1.0,2.0,,2.0,,,2.0,,,4.0,,1.0,1.0,3.0,,4.0,1.0,5.0,,1.0,1.0,,2.0,,,3.0,,2.0,1.0,5.0,4.0,,1.0,1.0,,1.0,,,2.0,,,1.0,,1.0,,,1.0,,,1.0,,,,6.0,2.0,6.0,,,1.0,1.0,,,,0.5,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.42857142857142855,,0.3333333333333333,0.3333333333333333,0.25,0.25,,,0.4,,0.75,0.5,0.5,,0.6666666666666666,0.25,0.5,,,,,0.6666666666666666,,1.0,0.5,,,109.24137931034484,,11.454545454545455,14.909090909090908,11.090909090909092,13.545454545454545,0.6666666666666666,0.5,0.6666666666666666,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,1.0,0.3333333333333333,,,1.0,,0.5905333333333334,,0.6434666666666666,0.14285714285714285,0.2,,0.3333333333333333,2.225,23.8,0.5454545454545454,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201580-201951,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, JaVale McGee, Ty Lawson","Miller, Brewer, Chandler, McGee, Lawson",1889-201147-201163-201580-201951,DEN,5116.0,21,85.0,-29.0,171.0,170.0,67.0,51.0,22.0,341.0,45.0,72.0,10.0,16.0,15.0,27.0,6.0,26.0,6.0,19.0,3.0,19.0,4.0,8.0,5.0,20.0,2.0,4.0,57.0,117.0,8.0,39.0,33.0,171.0,200.0,11.0,21.0,6.0,29.0,21.0,47.0,12.0,15.0,57.0,62.0,52.0,21.0,12.0,19.0,5.0,15.0,31.0,7.0,38.0,4.0,3.0,27.0,2.0,2.0,83.0,8.0,19.0,22.0,35.0,3.0,60.0,27.0,87.0,4.0,16.0,9.0,7.0,9.0,3.0,9.0,14.0,1.0,,6.0,23.0,9.0,9.0,33.0,1.0,1.0,35.0,,3.0,42.0,4.0,,17.0,6.0,9.0,2.0,,6.0,2.0,2.0,11.0,5.0,1.0,1.0,142.0,57.0,67.0,8.0,5.0,0.543859649122807,0.6078431372549019,0.875,0.20512820512820512,0.21052631578947367,0.48717948717948717,0.5238095238095238,0.44680851063829785,0.4423076923076923,0.5185185185185185,0.3559322033898305,0.48857142857142855,0.5370370370370371,0.4014084507042254,0.25,0.1282051282051282,0.1388888888888889,0.19230769230769232,,0.391304347826087,1.0,0.5833333333333334,0.3220338983050847,0.8148148148148148,0.2857142857142857,0.6551724137931034,0.3103448275862069,0.3076923076923077,0.35,0.3076923076923077,0.5,0.125,0.5,0.6190476190476191,0.631578947368421,0.8333333333333334,0.7777777777777778,0.05555555555555555,95.98123534010946,0.45454545454545453,14.339181286549708,15.670588235294117,13.2046783625731,14.782352941176471,0.46153846153846156,0.625,0.7258064516129032,0.6,0.16666666666666666,0.23076923076923078,0.2857142857142857,0.3333333333333333,0.12179487179487179,0.3157894736842105,0.3157894736842105,0.3333333333333333,0.12179487179487179,0.15789473684210525,0.15789473684210525,1.0,0.1282051282051282,0.25,0.25,0.8,0.5925925925925926,0.625,0.3,0.14814814814814814,0.07407407407407407,0.4576271186440678,0.5555555555555556,0.13559322033898305,0.06779661016949153,0.7115384615384616,0.2631578947368421,0.544287012987013,0.5252525,0.5193763157894736,0.10059171597633136,0.13076923076923078,0.1695906432748538,0.3333333333333333,5.52991452991453,25.602564102564102,0.391812865497076,1.0,1.0,1.0,,3.0,4.0,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.3333333333333333,0.25,1.0,0.5,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
1889-201147-201163-201580-202702,1610612743,"Andre Miller, Corey Brewer, Wilson Chandler, JaVale McGee, Kenneth Faried","Miller, Brewer, Chandler, McGee, Faried",1889-201147-201163-201580-202702,DEN,605.0,4,10.0,4.0,19.0,18.0,6.0,3.0,2.0,37.0,5.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,6.0,,1.0,,,,1.0,,,11.0,16.0,,2.0,2.0,24.0,20.0,2.0,2.0,,4.0,4.0,5.0,,2.0,10.0,12.0,10.0,,2.0,1.0,,1.0,6.0,,6.0,,,2.0,,4.0,12.0,1.0,1.0,2.0,5.0,,7.0,2.0,9.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,2.0,,,3.0,,,2.0,,,,1.0,,,,,,,,,1.0,,20.0,10.0,6.0,,1.0,0.5454545454545454,0.6,,,,0.6875,1.0,0.8,0.6111111111111112,1.0,0.8,0.631578947368421,1.0,0.8333333333333334,0.1111111111111111,0.0625,0.125,,,1.0,,0.5555555555555556,0.2,0.6666666666666666,0.5,0.5833333333333334,0.2857142857142857,0.3333333333333333,,,,1.0,,0.75,1.0,1.0,,,88.06611570247934,,13.526315789473685,19.333333333333332,13.368421052631579,18.72222222222222,0.4444444444444444,0.625,0.7142857142857143,0.4,0.1111111111111111,0.5,0.5,,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8,0.05555555555555555,,,,0.05555555555555555,,,,1.0,1.0,,,,0.4,1.0,,,0.5555555555555556,,0.5476305555555556,0.6458,0.53972,,,0.16666666666666666,0.4166666666666667,8.45625,25.25,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2013,2012-13,False
