EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BlockingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,LongMidRangeFGM,PenaltyFtPoints,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,FTDefRebounds,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGA,PenaltyFG2A,PenaltyAtRimFrequency,PenaltyShotQualityAvg,Loose Ball Fouls Drawn,PenaltyAtRimFGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3A,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,NonShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Technical Free Throw Trips,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,FTOffRebounds,PenaltyTurnovers,OffFTReboundPct,Charge Fouls,PenaltyCorner3FGM,PenaltyCorner3FGA,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Clear Path Fouls,3SecondViolations,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1712-1897-201941-201975-202721,1610612747,"Antawn Jamison, Metta World Peace, Jordan Hill, Jodie Meeks, Darius Morris","Jamison, World Peace, Hill, Meeks, Morris",1712-1897-201941-201975-202721,LAL,269.0,2,4.0,1.0,8.0,6.0,2.0,14.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,6.0,2.0,5.0,10.0,9.0,2.0,3.0,4.0,4.0,6.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,0.4,0.4,0.3333333333333333,0.6666666666666666,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.3333333333333333,0.75,0.3333333333333333,0.42857142857142855,1.0,0.5,0.4,0.2857142857142857,74.9442379182156,14.875,25.0,14.75,24.0,0.36363636363636365,0.5,0.5,0.18181818181818182,0.18181818181818182,0.5,0.5,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.8181818181818182,0.3333333333333333,0.5156363636363636,0.5080666666666667,0.4,4.683333333333334,24.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
1712-1897-201941-201975-2768,1610612747,"Antawn Jamison, Metta World Peace, Jordan Hill, Jodie Meeks, Chris Duhon","Jamison, World Peace, Hill, Meeks, Duhon",1712-1897-201941-201975-2768,LAL,583.0,2,10.0,2.0,18.0,18.0,4.0,36.0,3.0,9.0,1.0,3.0,7.0,,2.0,,2.0,7.0,18.0,,4.0,17.0,15.0,2.0,4.0,4.0,8.0,,2.0,2.0,,,3.0,,,6.0,5.0,4.0,6.0,7.0,13.0,,,3.0,2.0,,2.0,13.0,,,,0.3888888888888889,0.5,0.3181818181818182,0.3333333333333333,0.3695652173913043,0.3333333333333333,0.18181818181818182,0.8,0.45454545454545453,0.6666666666666666,0.4666666666666667,0.3333333333333333,0.6666666666666666,1.0,,88.91938250428817,17.333333333333332,15.055555555555555,14.5,14.11111111111111,0.4090909090909091,0.3333333333333333,0.6,0.3181818181818182,0.09090909090909091,,,,0.09090909090909091,,,,0.5,0.3333333333333333,0.5909090909090909,,0.49834545454545454,0.54644,0.23529411764705882,6.0055555555555555,24.725,4.0,2.0,1.0,1.0,3.0,2.0,6.0,5.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,3.0,1.0,2.0,2.0,1.0,0.42857142857142855,0.5,0.2777777777777778,0.4444444444444444,0.14285714285714285,1.0,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.25,0.09090909090909091,0.16666666666666666,0.16666666666666666,0.08695652173913043,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
1712-1897-201941-201975-977,1610612747,"Antawn Jamison, Metta World Peace, Jordan Hill, Jodie Meeks, Kobe Bryant","Jamison, World Peace, Hill, Meeks, Bryant",1712-1897-201941-201975-977,LAL,99.0,1,2.0,9.0,4.0,3.0,,7.0,2.0,2.0,,,,,,,,3.0,3.0,,,9.0,,,,,4.0,,,,,,1.0,,,2.0,,2.0,3.0,,3.0,,,,,,,9.0,,,,1.0,,1.0,,1.125,,,0.5,,0.6,,,,1.0,,101.81818181818183,11.75,17.333333333333332,11.75,15.0,0.6666666666666666,1.0,1.0,,,,,,,,,,,,0.6666666666666666,,0.6239666666666667,,,6.3999999999999995,,,1.0,,,3.0,,2.0,,1.0,1.0,,,1.0,,,,,,,,,2.0,,3.0,1.0,2.0,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,,,0.5,1.0,,0.5,,,,0.3333333333333333,,,0.5,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
1712-1897-201941-202721-2730,1610612747,"Antawn Jamison, Metta World Peace, Jordan Hill, Darius Morris, Dwight Howard","Jamison, World Peace, Hill, Morris, Howard",1712-1897-201941-202721-2730,LAL,680.0,3,11.0,9.0,20.0,18.0,2.0,38.0,4.0,4.0,,,3.0,1.0,1.0,5.0,7.0,4.0,11.0,6.0,8.0,29.0,20.0,,,3.0,4.0,15.0,,7.0,5.0,5.0,7.0,4.0,1.0,19.0,2.0,4.0,7.0,2.0,9.0,,,6.0,2.0,2.0,2.0,26.0,0.8333333333333334,0.75,0.75,0.36363636363636365,,0.6842105263157895,1.5,0.725,1.5,0.42105263157894735,0.5714285714285714,0.2857142857142857,0.6666666666666666,0.2222222222222222,,0.3333333333333333,0.5,,80.47058823529412,16.45,19.5,15.6,19.055555555555557,0.21052631578947367,1.0,1.0,0.15789473684210525,0.05263157894736842,1.0,1.0,1.0,0.3684210526315789,0.7142857142857143,0.7142857142857143,0.8,,,0.631578947368421,0.7142857142857143,0.4918,0.4938,0.10344827586206896,8.39090909090909,24.3625,,4.0,,1.0,3.0,1.0,4.0,1.0,2.0,2.0,,,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,,1.0,0.5,0.5,0.09090909090909091,,0.3333333333333333,1.0,1.0,,0.25,,,1.0,1.0,0.5,0.5,,,,0.21052631578947367,,1.0,0.1,0.16666666666666666,,,,,,,,,,,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
1712-1897-201941-2200-2581,1610612747,"Antawn Jamison, Metta World Peace, Jordan Hill, Pau Gasol, Steve Blake","Jamison, World Peace, Hill, Gasol, Blake",1712-1897-201941-2200-2581,LAL,4.0,1,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,,4.0,,1.0,,,,,,,,,,,,,,1.0,,0.3761,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,0.3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
1712-1897-201941-2581-2730,1610612747,"Antawn Jamison, Metta World Peace, Jordan Hill, Steve Blake, Dwight Howard","Jamison, World Peace, Hill, Blake, Howard",1712-1897-201941-2581-2730,LAL,14.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
1712-1897-201941-2730-977,1610612747,"Antawn Jamison, Metta World Peace, Jordan Hill, Dwight Howard, Kobe Bryant","Jamison, World Peace, Hill, Howard, Bryant",1712-1897-201941-2730-977,LAL,179.0,1,3.0,-4.0,6.0,6.0,2.0,12.0,,5.0,,2.0,2.0,,,,1.0,1.0,7.0,,1.0,2.0,6.0,,2.0,,2.0,,,1.0,,,,,,,3.0,1.0,2.0,3.0,5.0,,,1.0,,,,2.0,,,,0.14285714285714285,,0.125,,0.125,,0.125,1.0,0.5,1.0,0.42857142857142855,0.6,,1.0,,96.53631284916202,18.5,11.333333333333334,15.666666666666666,11.333333333333334,0.625,,,0.25,,,,,0.125,,,,0.6666666666666666,,0.75,,0.44949375,0.50915,,4.1571428571428575,27.1,1.0,,,1.0,,1.0,,2.0,,,,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,0.2857142857142857,0.4,,1.0,1.0,,,,,,1.0,,,0.5,0.5,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
1712-1897-201941-2768-977,1610612747,"Antawn Jamison, Metta World Peace, Jordan Hill, Chris Duhon, Kobe Bryant","Jamison, World Peace, Hill, Duhon, Bryant",1712-1897-201941-2768-977,LAL,98.0,1,2.0,,3.0,3.0,,6.0,3.0,3.0,,,,,,,,3.0,3.0,,,6.0,6.0,,,,4.0,,,,,,1.0,,,2.0,,,,,,,,,,,,6.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,88.16326530612245,21.333333333333332,11.333333333333334,21.333333333333332,10.666666666666666,1.0,1.0,1.0,,,,,,,,,,,,1.0,,0.703,,,1.0999999999999999,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
1712-1897-201947-201975-2581,1610612747,"Antawn Jamison, Metta World Peace, Earl Clark, Jodie Meeks, Steve Blake","Jamison, World Peace, Clark, Meeks, Blake",1712-1897-201947-201975-2581,LAL,3222.0,11,54.0,-18.0,111.0,106.0,17.0,217.0,27.0,48.0,10.0,11.0,21.0,1.0,5.0,4.0,20.0,39.0,84.0,5.0,25.0,108.0,126.0,12.0,14.0,30.0,42.0,12.0,14.0,20.0,4.0,4.0,22.0,3.0,1.0,48.0,16.0,23.0,40.0,21.0,61.0,4.0,,17.0,11.0,4.0,11.0,78.0,0.8,0.2,0.2,0.4642857142857143,0.8571428571428571,0.42660550458715596,0.7941176470588235,0.4576271186440678,0.7894736842105263,0.22935779816513763,0.7419354838709677,0.36363636363636365,0.7708333333333334,0.3442622950819672,0.38095238095238093,0.4375,0.5,0.07142857142857142,96.98324022346368,15.00900900900901,14.679245283018869,14.36936936936937,14.349056603773585,0.44036697247706424,0.5625,0.6,0.1926605504587156,0.045871559633027525,0.2,0.2,1.0,0.1834862385321101,0.2,0.2,0.75,0.6470588235294118,0.9090909090909091,0.6697247706422018,0.2,0.5237740740740741,0.5136961538461539,0.2777777777777778,6.252380952380953,25.715999999999998,4.0,15.0,,3.0,15.0,3.0,36.0,5.0,18.0,12.0,2.0,5.0,14.0,11.0,5.0,6.0,10.0,6.0,15.0,2.0,8.0,17.0,,19.0,1.0,9.0,7.0,8.0,0.46153846153846156,0.5625,0.05952380952380952,0.0625,0.09523809523809523,0.6666666666666666,0.8235294117647058,0.29411764705882354,0.14285714285714285,0.3076923076923077,0.25,0.9166666666666666,0.7857142857142857,0.7272727272727273,0.4444444444444444,0.19047619047619047,0.21052631578947367,0.5,0.13761467889908258,,0.17647058823529413,0.07692307692307693,0.09782608695652174,8.0,8.0,2.0,8.0,8.0,8.0,0.4444444444444444,0.5333333333333333,0.5333333333333333,0.07407407407407407,0.07207207207207207,16.0,1.0,1.0,3.0,3.0,4.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,3.0,5.0,0.375,0.4809625,1.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.6,0.375,0.8571428571428571,0.5,0.1,0.6666666666666666,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
1712-1897-201947-201975-2768,1610612747,"Antawn Jamison, Metta World Peace, Earl Clark, Jodie Meeks, Chris Duhon","Jamison, World Peace, Clark, Meeks, Duhon",1712-1897-201947-201975-2768,LAL,243.0,3,4.0,8.0,6.0,7.0,2.0,13.0,2.0,4.0,1.0,2.0,2.0,,1.0,,1.0,4.0,7.0,,2.0,10.0,2.0,2.0,3.0,4.0,6.0,,,1.0,,,1.0,,,2.0,2.0,2.0,5.0,4.0,9.0,,,2.0,,,,6.0,,,,0.5714285714285714,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.5,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.5,1.0,,,77.03703703703704,22.166666666666668,15.714285714285714,19.5,15.142857142857142,0.4444444444444444,0.5,0.5,0.2222222222222222,0.1111111111111111,,,,0.1111111111111111,,,,0.6666666666666666,0.5,0.6666666666666666,,0.5316111111111111,0.4067,0.4,6.3999999999999995,25.55,1.0,1.0,,,2.0,,2.0,,1.0,,,2.0,2.0,,,,,,,,2.0,1.0,,2.0,,1.0,,,0.25,0.25,,,,,0.6666666666666666,1.0,,1.0,1.0,0.5,0.6666666666666666,,,0.5,0.5,,0.1111111111111111,,,0.1,0.125,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2013,2012-13,True
