EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFGM,ShortMidRangeFGA,FtPoints,AtRimAssists,DeadBallTurnovers,Charge Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,OffLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,FTOffRebounds,SelfOReb,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Offensive Fouls,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Charge Fouls Drawn,SecondChanceAtRimFGM,PtsPutbacks,Arc3Assists,OffThreePtRebounds,FTDefRebounds,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,Arc3PctAssisted,SecondChanceAtRimAccuracy,ShortMidRangeFGM,PenaltyArc3FGA,HeaveAttempts,ShortMidRangeAssists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Frequency,PenaltyAtRimFGM,PenaltyArc3FGM,PenaltyFG3M,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,SecondChanceArc3PctAssisted,BlockedShortMidRange,LongMidRangePctBlocked,OffArc3ReboundPct,DefCorner3ReboundPct,BlockingFoulsDrawn,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,Travels,SecondChanceAtRimPctAssisted,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,3SecondViolations,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedArc3,OffensiveGoaltends,team_id,year,season,team_vs
101122-101133-201571-201946-202331,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Tyler Hansbrough, Paul George","Granger, Mahinmi, Augustin, Hansbrough, George",101122-101133-201571-201946-202331,IND,397.0,3,7.0,-5.0,11.0,14.0,1.0,25.0,2.0,3.0,7.0,1.0,1.0,3.0,9.0,2.0,6.0,11.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,7.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,1.0,0.2727272727272727,1.0,0.18181818181818182,0.1111111111111111,0.5,1.0,0.6666666666666666,0.16666666666666666,1.0,0.7777777777777778,0.125,0.5,0.6666666666666666,0.5,1.0,1.0,90.68010075566751,0.5,17.363636363636363,14.714285714285714,16.272727272727273,14.5,0.18181818181818182,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.48357727272727274,0.3853,0.3333333333333333,14.955555555555556,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
101122-101133-201571-201946-202362,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Tyler Hansbrough, Lance Stephenson","Granger, Mahinmi, Augustin, Hansbrough, Stephenson",101122-101133-201571-201946-202362,IND,34.0,1,1.0,3.0,1.0,1.0,,2.0,,,,1.0,,,,1.0,3.0,,,,,,,,,,1.0,,3.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,3.0,,,,,1.5,,1.5,,1.0,,,,1.0,,,1.0,,,,,1.0,,84.70588235294117,,6.0,28.0,6.0,28.0,,,,,,1.0,,1.0,0.729,,,,22.4,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
101122-101133-201571-201946-203111,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Tyler Hansbrough, Orlando Johnson","Granger, Mahinmi, Augustin, Hansbrough, Johnson",101122-101133-201571-201946-203111,IND,461.0,4,8.0,14.0,15.0,13.0,1.0,28.0,2.0,5.0,8.0,1.0,,7.0,12.0,1.0,18.0,4.0,1.0,1.0,2.0,6.0,8.0,,,3.0,3.0,2.0,6.0,1.0,3.0,5.0,8.0,1.0,9.0,3.0,2.0,1.0,,,1.0,1.0,5.0,5.0,,,,,16.0,0.42857142857142855,0.42857142857142855,0.5833333333333334,1.0,0.5384615384615384,1.0,0.5625,1.0,0.07692307692307693,,,,0.8333333333333334,0.2,1.0,0.8888888888888888,0.16666666666666666,,,0.5,1.0,1.0,87.46203904555314,,13.266666666666667,20.153846153846153,12.4,20.153846153846153,0.15384615384615385,0.6153846153846154,0.625,0.625,0.4,0.07692307692307693,,0.23076923076923078,0.4788923076923077,0.406,0.1111111111111111,12.758333333333333,23.3,,,,,,,,,,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.15384615384615385,0.13333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
101122-101133-201571-202331-2561,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Paul George, David West","Granger, Mahinmi, Augustin, George, West",101122-101133-201571-202331-2561,IND,538.0,3,9.0,-11.0,16.0,15.0,3.0,31.0,2.0,1.0,6.0,1.0,1.0,1.0,11.0,2.0,12.0,23.0,,3.0,4.0,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,2.0,2.0,5.0,7.0,1.0,1.0,,3.0,1.0,4.0,3.0,6.0,3.0,,,,,8.0,1.0,1.0,0.09090909090909091,,0.19230769230769232,0.375,0.3125,0.375,0.15384615384615385,0.18181818181818182,0.5,0.75,0.4,0.4,,0.4,0.36363636363636365,1.0,,,0.6666666666666666,,82.97397769516728,,19.125,15.466666666666667,15.25,14.133333333333333,0.15384615384615385,0.46153846153846156,0.16666666666666666,0.16666666666666666,1.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.43569230769230766,0.451825,0.3333333333333333,12.963636363636363,24.25,,1.0,,,,,0.5,0.5,,,,,3.0,7.0,,1.0,,,8.0,2.0,1.0,,,,,0.23076923076923078,0.13333333333333333,0.15384615384615385,12.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,6.0,8.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,8.0,12.0,1.0,1.0,1.0,0.125,0.1111111111111111,0.2727272727272727,0.3333333333333333,1.0,0.6666666666666666,0.1111111111111111,1.0,1.0,0.5,0.25,1.0,0.2222222222222222,0.1111111111111111,1.0,0.4356111111111111,0.6666666666666666,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
101122-101133-201571-202362-2561,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Lance Stephenson, David West","Granger, Mahinmi, Augustin, Stephenson, West",101122-101133-201571-202362-2561,IND,37.0,1,1.0,,1.0,2.0,,3.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,116.75675675675676,,17.0,10.0,17.0,10.0,,1.0,,,,,,,0.4116,,,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
101122-101133-201571-203111-2561,1610612754,"Danny Granger, Ian Mahinmi, D.J. Augustin, Orlando Johnson, David West","Granger, Mahinmi, Augustin, Johnson, West",101122-101133-201571-203111-2561,IND,269.0,2,4.0,5.0,8.0,8.0,2.0,16.0,4.0,,,3.0,1.0,3.0,4.0,4.0,14.0,9.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,,8.0,,,,1.0,2.0,3.0,2.0,2.0,,1.0,,1.0,1.0,3.0,2.0,,,,,12.0,0.3333333333333333,0.5,0.75,0.5,0.75,0.5,0.7777777777777778,0.5,0.5,0.25,0.25,1.0,,,,,0.6666666666666666,,,,,,85.65055762081785,,15.0,18.625,14.25,16.375,0.5,,,,,0.375,0.125,1.0,0.60239375,,0.14285714285714285,1.725,24.375,1.0,2.0,6.0,2.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,3.0,,2.0,1.0,,,,2.0,1.0,,,0.75,1.0,0.3333333333333333,,0.1111111111111111,0.2,,4.0,2.0,,,1.0,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
101122-101133-201588-201946-202331,1610612754,"Danny Granger, Ian Mahinmi, George Hill, Tyler Hansbrough, Paul George","Granger, Mahinmi, Hill, Hansbrough, George",101122-101133-201588-201946-202331,IND,378.0,2,6.0,4.0,11.0,11.0,1.0,22.0,1.0,2.0,3.0,1.0,3.0,4.0,7.0,4.0,14.0,10.0,,1.0,,4.0,4.0,2.0,1.0,2.0,3.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,,2.0,1.0,2.0,,1.0,2.0,,,,,14.0,0.5,0.5,0.5714285714285714,,0.6363636363636364,,0.6363636363636364,,0.36363636363636365,0.14285714285714285,,1.0,0.4,0.3333333333333333,0.5,0.42857142857142855,0.25,,,,0.6666666666666666,1.0,83.80952380952381,,16.181818181818183,18.181818181818183,15.727272727272727,16.363636363636363,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.439145,0.4176,,11.12857142857143,37.95,,2.0,3.0,1.0,,0.5,0.5,0.6666666666666666,,,,,3.0,,,,,1.0,,,,,,,,0.2727272727272727,,,6.0,1.0,1.0,1.0,,2.0,,,,,,2.0,5.0,1.0,,4.0,3.0,2.0,,,1.0,,2.0,,,,4.0,6.0,,,,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,,0.6666666666666666,0.6666666666666666,1.0,,,0.16666666666666666,,1.0,0.3975,0.2857142857142857,0.5454545454545454,,,,1.0,,,,,,0.5,,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
101122-101133-201588-202331-2561,1610612754,"Danny Granger, Ian Mahinmi, George Hill, Paul George, David West","Granger, Mahinmi, Hill, George, West",101122-101133-201588-202331-2561,IND,525.0,4,9.0,2.0,19.0,19.0,1.0,38.0,3.0,2.0,6.0,1.0,2.0,6.0,13.0,3.0,21.0,19.0,1.0,1.0,2.0,12.0,,2.0,1.0,6.0,7.0,2.0,15.0,1.0,3.0,2.0,6.0,1.0,7.0,3.0,,3.0,2.0,,2.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,0.46153846153846156,1.0,0.46875,1.0,0.5833333333333334,1.0,0.1875,0.07692307692307693,,1.0,1.0,0.14285714285714285,1.0,1.0,0.1111111111111111,,1.0,,1.0,1.0,104.22857142857143,1.0,12.68421052631579,14.947368421052632,12.578947368421053,14.947368421052632,0.1875,0.375,0.3333333333333333,0.3333333333333333,1.0,0.0625,0.125,0.375,0.5016875,0.3466,0.09523809523809523,10.892307692307693,24.53333333333333,,1.0,3.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,,,,3.0,4.0,6.0,3.0,,,,6.0,2.0,,,1.0,1.0,1.0,0.25,0.16666666666666666,0.14285714285714285,12.0,14.0,,1.0,1.0,1.0,,,,,,3.0,8.0,2.0,5.0,14.0,,1.0,,,2.0,,1.0,,,,14.0,12.0,2.0,1.0,,0.375,0.45,0.5833333333333334,0.25,,0.3333333333333333,,0.5,0.5,,,,0.1,0.1,0.5,0.46622,0.6666666666666666,0.631578947368421,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,0.25,0.3333333333333333,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
101122-201571-201579-201946-203111,1610612754,"Danny Granger, D.J. Augustin, Roy Hibbert, Tyler Hansbrough, Orlando Johnson","Granger, Augustin, Hibbert, Hansbrough, Johnson",101122-201571-201579-201946-203111,IND,167.0,1,3.0,-1.0,6.0,5.0,1.0,11.0,1.0,,,1.0,,,3.0,1.0,3.0,4.0,,,,,,,,,1.0,,3.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,,,,,3.0,,,,,0.375,,0.375,,0.25,,,0.6666666666666666,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,1.0,94.8502994011976,,13.666666666666666,17.0,10.666666666666666,17.0,0.25,,,,,0.25,,0.5,0.4851625,,,6.233333333333333,22.3,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
101122-201571-201579-203111-2561,1610612754,"Danny Granger, D.J. Augustin, Roy Hibbert, Orlando Johnson, David West","Granger, Augustin, Hibbert, Johnson, West",101122-201571-201579-203111-2561,IND,126.0,1,2.0,3.0,3.0,4.0,1.0,7.0,1.0,,1.0,,1.0,1.0,3.0,1.0,5.0,2.0,,,3.0,,2.0,1.0,,,1.0,,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,2.0,,,0.3333333333333333,,0.625,1.5,0.625,1.5,0.25,,,,,0.5,1.0,1.0,0.5,1.0,,,,1.0,80.0,,19.333333333333332,17.0,18.333333333333332,17.0,0.25,0.25,,,,,0.25,0.5,0.4702,0.5457,0.6,9.133333333333333,25.3,,1.0,3.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,0.25,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2013,2012-13,True
