EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,Fg2aBlocked,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,FTDefRebounds,BadPassTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFtPoints,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceFtPoints,Charge Fouls,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Loose Ball Fouls Drawn,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,OffLongMidRangeReboundPct,Travels,Defensive 3 Seconds Violations,DefensiveGoaltends,LongMidRangePctBlocked,BlockedArc3,Charge Fouls Drawn,HeaveAttempts,OffensiveGoaltends,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Clear Path Fouls,HeaveMakes,Arc3PctBlocked,team_id,year,season,team_vs
1626220-1627756-1629672-201144-203903,1610612762,"Royce O'Neale, Denzel Valentine, Eric Paschall, Mike Conley, Jordan Clarkson","O'Neale, Valentine, Paschall, Conley, Clarkson",1626220-1627756-1629672-201144-203903,UTA,209.0,1,3.0,3.0,6.0,5.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,10.0,7.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,3.0,1.0,8.0,0.5,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.7142857142857143,1.0,0.7142857142857143,1.0,0.5714285714285714,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,75.78947368421052,20.666666666666668,17.0,20.666666666666668,17.0,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.48369285714285715,0.2,4.3,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
1626220-1627823-1627863-201144-203497,1610612762,"Royce O'Neale, Juancho Hernangomez, Danuel House Jr., Mike Conley, Rudy Gobert","O'Neale, Hernangomez, House Jr., Conley, Gobert",1626220-1627823-1627863-201144-203497,UTA,703.0,1,12.0,-1.0,24.0,25.0,2.0,49.0,4.0,9.0,2.0,2.0,,1.0,2.0,1.0,4.0,5.0,14.0,2.0,6.0,17.0,18.0,2.0,2.0,4.0,6.0,4.0,6.0,4.0,4.0,1.0,3.0,2.0,5.0,1.0,,12.0,1.0,4.0,9.0,2.0,11.0,9.0,13.0,0.6,1.0,1.0,0.3333333333333333,0.3333333333333333,0.35714285714285715,1.0,0.4,1.0,0.40476190476190477,1.0,0.3,1.0,0.25,0.6923076923076923,0.15384615384615385,1.0,1.0,100.36984352773827,13.0,15.64,12.875,14.24,0.45,0.4444444444444444,0.5714285714285714,0.05,,,,0.1,0.2,0.25,0.25,1.0,1.0,1.0,0.75,0.25,0.54616,0.23529411764705882,7.25,24.333333333333332,4.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,4.0,1.0,0.5,1.0,0.875,0.875,0.14285714285714285,0.2222222222222222,0.4,0.5555555555555556,0.1111111111111111,0.2,0.5,0.6666666666666666,0.5,1.0,0.09090909090909091,0.5,0.5,0.2,0.25,0.25,1.0,0.5,0.5,1.0,0.25,1.0,0.5,0.5,0.5738,0.5856375,0.047619047619047616,0.06666666666666667,0.4117647058823529,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
1626220-1627823-1628378-1629638-203497,1610612762,"Royce O'Neale, Juancho Hernangomez, Donovan Mitchell, Nickeil Alexander-Walker, Rudy Gobert","O'Neale, Hernangomez, Mitchell, Alexander-Walker, Gobert",1626220-1627823-1628378-1629638-203497,UTA,545.0,1,9.0,1.0,16.0,17.0,4.0,33.0,1.0,3.0,1.0,1.0,,2.0,2.0,4.0,10.0,1.0,8.0,4.0,12.0,15.0,14.0,1.0,2.0,5.0,,2.0,6.0,,10.0,4.0,,2.0,2.0,2.0,,6.0,4.0,7.0,9.0,5.0,14.0,4.0,10.0,,,0.5,0.3333333333333333,0.3333333333333333,0.125,0.5,0.35,0.5,0.375,0.5,0.6,0.7777777777777778,0.5,0.7272727272727273,0.3333333333333333,0.5,0.8333333333333334,87.19266055045871,19.8125,13.411764705882353,16.625,13.058823529411764,0.15,0.3333333333333333,1.0,0.1,,,,0.1,0.5,0.4,0.4,0.5,0.2,1.0,0.75,0.4,0.514605,0.3333333333333333,9.325,25.075,,,,,,3.0,,,,1.0,,,,,,3.0,,,,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,1.0,,3.0,3.0,1.0,,,,,,,,,,,,,,,0.375,0.6666666666666666,1.0,0.5,0.14285714285714285,0.5,0.5,,,0.6666666666666666,0.08333333333333333,,,0.15,,,,,,,,,,,0.563475,,0.05,,,,1.0,1.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.2,0.4,0.5,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
1626220-1627823-1628378-1629672-201144,1610612762,"Royce O'Neale, Juancho Hernangomez, Donovan Mitchell, Eric Paschall, Mike Conley","O'Neale, Hernangomez, Mitchell, Paschall, Conley",1626220-1627823-1628378-1629672-201144,UTA,763.0,1,13.0,14.0,24.0,24.0,1.0,48.0,2.0,3.0,1.0,1.0,3.0,5.0,2.0,5.0,8.0,6.0,10.0,7.0,10.0,37.0,23.0,1.0,1.0,2.0,4.0,8.0,15.0,2.0,8.0,5.0,2.0,5.0,7.0,3.0,,19.0,1.0,6.0,14.0,1.0,15.0,6.0,35.0,0.3333333333333333,0.4,0.7142857142857143,0.7,0.7,0.6,1.0,0.825,1.0,0.8043478260869565,1.0,0.5,0.8571428571428571,0.3333333333333333,0.9230769230769231,0.14285714285714285,,0.8,90.58977719528178,15.458333333333334,16.333333333333332,15.458333333333334,15.833333333333334,0.15,0.6666666666666666,0.6666666666666666,0.25,0.6,0.6,,0.1,0.4,0.625,0.625,0.6,1.0,1.0,0.65,0.625,0.48871000000000003,0.05405405405405406,8.05,25.15,6.0,3.0,,,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,12.0,,2.0,1.0,1.0,,6.0,,1.0,1.0,,,,2.0,,,2.0,,2.0,7.0,7.0,3.0,,,,,,,12.0,6.0,1.0,1.0,1.0,1.25,1.0,,,,1.0,,,1.0,1.0,,1.0,,,0.5,0.1,0.5,0.5,1.0,1.0,1.0,1.0,,,0.25,1.0,,0.4086875,0.13636363636363635,0.25,0.32432432432432434,0.25,,,,,,6.0,2.0,,,,,,1.0,0.3333333333333333,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
1626220-1627823-1628378-1629672-203903,1610612762,"Royce O'Neale, Juancho Hernangomez, Donovan Mitchell, Eric Paschall, Jordan Clarkson","O'Neale, Hernangomez, Mitchell, Paschall, Clarkson",1626220-1627823-1628378-1629672-203903,UTA,626.0,1,10.0,,19.0,19.0,3.0,38.0,6.0,8.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,7.0,12.0,3.0,6.0,26.0,26.0,1.0,2.0,3.0,6.0,8.0,9.0,2.0,5.0,3.0,3.0,3.0,6.0,3.0,1.0,15.0,1.0,4.0,6.0,4.0,10.0,5.0,23.0,0.42857142857142855,0.5,1.0,0.5,0.5,0.5833333333333334,0.5,0.6388888888888888,0.3333333333333333,0.65,0.375,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,,1.0,87.41214057507987,17.263157894736842,15.68421052631579,16.31578947368421,15.68421052631579,0.4444444444444444,0.75,0.75,0.16666666666666666,0.3333333333333333,0.5,1.0,0.05555555555555555,0.2777777777777778,0.6,0.6,1.0,0.3333333333333333,1.0,0.7777777777777778,0.6,0.5596916666666667,0.11538461538461539,4.333333333333333,25.983333333333334,,7.0,,,,1.0,,,,3.0,,,,,,1.0,,2.0,,3.0,2.0,,1.0,,1.0,1.0,,2.0,,,3.0,,1.0,4.0,5.0,3.0,,,,,,,,,,,,,,0.08333333333333333,,0.3333333333333333,1.0,0.6,0.5,1.0,,,1.0,,,0.3333333333333333,0.05555555555555555,,,,,,,,,,,0.53455,,0.15,0.21428571428571427,,,,,1.0,,1.0,,,1.0,,,,0.3333333333333333,,0.5,,0.3333333333333333,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
1626220-1627823-1628378-201144-203497,1610612762,"Royce O'Neale, Juancho Hernangomez, Donovan Mitchell, Mike Conley, Rudy Gobert","O'Neale, Hernangomez, Mitchell, Conley, Gobert",1626220-1627823-1628378-201144-203497,UTA,2609.0,4,43.0,-11.0,82.0,80.0,11.0,162.0,14.0,22.0,3.0,5.0,8.0,17.0,11.0,5.0,20.0,23.0,48.0,9.0,31.0,83.0,94.0,3.0,5.0,12.0,34.0,12.0,21.0,2.0,20.0,5.0,17.0,7.0,24.0,4.0,7.0,55.0,6.0,15.0,29.0,12.0,41.0,14.0,71.0,0.7391304347826086,0.7727272727272727,0.7777777777777778,0.2903225806451613,0.2903225806451613,0.4791666666666667,0.6,0.4620253164556962,0.6,0.49404761904761907,0.6,0.3924050632911392,0.6818181818181818,0.3,0.675,0.26666666666666666,0.42857142857142855,0.6923076923076923,89.41356841701801,14.597560975609756,17.65,14.097560975609756,16.6875,0.27848101265822783,0.6363636363636364,0.6666666666666666,0.21518987341772153,0.47058823529411764,0.5333333333333333,0.875,0.13924050632911392,0.25316455696202533,0.25,0.25,0.8,0.5,0.6,0.6708860759493671,0.25,0.5222322784810126,0.14457831325301204,8.225,24.870967741935484,,8.0,,,1.0,9.0,4.0,,,10.0,,,,,,3.0,3.0,9.0,1.0,6.0,12.0,2.0,9.0,5.0,4.0,6.0,2.0,5.0,,1.0,11.0,,8.0,11.0,13.0,7.0,4.0,,1.0,,4.0,4.0,,,,,,,,0.0625,0.045454545454545456,0.5454545454545454,0.6666666666666666,0.24,0.375,0.5,0.7142857142857143,0.5,0.6666666666666666,0.047619047619047616,1.0,0.6428571428571429,0.11392405063291139,0.1111111111111111,0.1111111111111111,1.0,0.36363636363636365,0.36363636363636365,0.75,,,,,0.6264666666666666,,0.08333333333333333,0.1320754716981132,,,1.0,1.0,4.0,2.0,5.0,6.0,2.0,5.0,,,0.4,0.11764705882352941,1.0,0.23076923076923078,0.1,0.4,0.25,,,,,,1.0,2.0,,,,,,,,0.3333333333333333,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
1626220-1627823-1628378-202328-203903,1610612762,"Royce O'Neale, Juancho Hernangomez, Donovan Mitchell, Greg Monroe, Jordan Clarkson","O'Neale, Hernangomez, Mitchell, Monroe, Clarkson",1626220-1627823-1628378-202328-203903,UTA,386.0,2,6.0,3.0,13.0,14.0,2.0,27.0,4.0,5.0,1.0,1.0,,,,2.0,6.0,4.0,5.0,2.0,6.0,19.0,16.0,1.0,1.0,6.0,6.0,2.0,3.0,2.0,6.0,2.0,3.0,1.0,4.0,1.0,,9.0,,5.0,6.0,1.0,7.0,1.0,13.0,0.75,1.0,0.5,0.3333333333333333,0.3333333333333333,0.8,1.0,0.6363636363636364,1.25,0.7307692307692307,1.5,0.5454545454545454,1.0,,0.8333333333333334,0.2,,1.0,100.72538860103627,14.153846153846153,14.428571428571429,13.538461538461538,14.142857142857142,0.45454545454545453,0.8,0.8,,,,,,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,0.3333333333333333,0.5420181818181818,0.3157894736842105,2.5,25.116666666666664,7.0,,3.0,3.0,,,,,,5.0,3.0,3.0,1.0,3.0,11.0,,,3.0,,1.0,,,,,,1.0,,,,,1.0,,,3.0,5.0,2.0,,,,,,,11.0,7.0,,0.3333333333333333,1.0,0.75,0.7857142857142857,,,1.0,,1.0,1.0,,,,,,,0.75,,,,,,,,0.5,1.0,,,0.4731,0.5138833333333334,0.16666666666666666,0.3333333333333333,0.5789473684210527,0.5384615384615384,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,1.0,,,0.5,1.0,,,1.0,3.0,2.0,,1.0,1.0,,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
1626220-1627823-1628378-202355-203903,1610612762,"Royce O'Neale, Juancho Hernangomez, Donovan Mitchell, Hassan Whiteside, Jordan Clarkson","O'Neale, Hernangomez, Mitchell, Whiteside, Clarkson",1626220-1627823-1628378-202355-203903,UTA,697.0,2,12.0,5.0,23.0,22.0,2.0,45.0,3.0,4.0,,,3.0,7.0,,4.0,8.0,7.0,12.0,4.0,8.0,28.0,23.0,,,6.0,8.0,6.0,12.0,,8.0,4.0,4.0,4.0,8.0,4.0,2.0,20.0,1.0,4.0,9.0,2.0,11.0,5.0,22.0,0.5714285714285714,0.5714285714285714,1.0,0.5,0.5,0.5833333333333334,,0.65,1.5,0.6666666666666666,1.5,0.4,1.0,0.25,1.0,0.1111111111111111,,1.0,92.96987087517934,14.91304347826087,16.09090909090909,14.0,16.09090909090909,0.2,0.75,0.75,0.35,0.42857142857142855,0.5,0.6666666666666666,,0.4,0.5,0.5,1.0,,,0.6,0.5,0.5044299999999999,0.21428571428571427,6.833333333333333,25.3625,4.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,7.0,1.0,,2.0,,,5.0,,2.0,1.0,1.0,1.0,2.0,3.0,,,4.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,1.0,1.0,7.0,4.0,,1.0,1.0,1.1666666666666667,1.1666666666666667,0.08333333333333333,,0.25,1.0,,,1.0,1.0,,,,1.0,0.6666666666666666,0.05,1.0,1.0,,,,,0.3333333333333333,1.0,,,0.55695,0.5871000000000001,0.09523809523809523,0.15384615384615385,0.25,0.17391304347826086,,2.0,2.0,2.0,2.0,,,1.0,,,1.0,0.14285714285714285,,0.25,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,0.3333333333333333,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
1626220-1627823-1628378-203497-203903,1610612762,"Royce O'Neale, Juancho Hernangomez, Donovan Mitchell, Rudy Gobert, Jordan Clarkson","O'Neale, Hernangomez, Mitchell, Gobert, Clarkson",1626220-1627823-1628378-203497-203903,UTA,650.0,5,11.0,16.0,20.0,21.0,2.0,41.0,5.0,6.0,2.0,2.0,1.0,5.0,2.0,5.0,9.0,7.0,12.0,6.0,11.0,33.0,17.0,2.0,2.0,4.0,6.0,8.0,12.0,2.0,9.0,5.0,3.0,4.0,7.0,3.0,,18.0,1.0,4.0,9.0,3.0,12.0,5.0,29.0,0.42857142857142855,0.5,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5833333333333334,1.0,0.6956521739130435,1.0,0.6875,1.0,0.4782608695652174,0.6666666666666666,0.2,0.7,0.3,1.0,0.75,90.83076923076922,15.4,16.285714285714285,15.25,15.571428571428571,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.21739130434782608,0.2,0.25,,0.08695652173913043,0.391304347826087,0.5555555555555556,0.5555555555555556,0.6,1.0,1.0,0.7391304347826086,0.5555555555555556,0.5305782608695652,0.12121212121212122,6.116666666666667,25.518181818181816,,3.0,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,3.0,,2.0,3.0,,3.0,1.0,2.0,,,,,,,,2.0,3.0,3.0,,3.0,1.0,2.0,1.0,4.0,2.0,,,1.0,,,,,0.08333333333333333,,,0.75,0.4,1.0,0.5,1.0,,0.5,,0.5,0.6,0.043478260869565216,1.0,1.0,,0.5,0.5,1.0,,,,,0.6549,,0.041666666666666664,,,,,,,,,6.0,2.0,,,1.0,,0.2,1.0,,,,,,0.08333333333333333,,,,,,,,,,,,,0.25,,,,,,,1.0,,,1.0,,,0.5,,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
1626220-1627823-1629638-201144-203497,1610612762,"Royce O'Neale, Juancho Hernangomez, Nickeil Alexander-Walker, Mike Conley, Rudy Gobert","O'Neale, Hernangomez, Alexander-Walker, Conley, Gobert",1626220-1627823-1629638-201144-203497,UTA,331.0,1,6.0,-8.0,11.0,10.0,1.0,21.0,,,,,1.0,5.0,,1.0,2.0,2.0,8.0,1.0,2.0,9.0,17.0,1.0,1.0,2.0,,4.0,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,,3.0,,3.0,3.0,1.0,4.0,,7.0,,,1.0,0.5,0.5,0.25,1.0,0.35,1.0,0.4090909090909091,1.0,0.2,0.75,,0.75,0.14285714285714285,,,91.3595166163142,16.818181818181817,14.6,16.636363636363637,14.6,,,,0.5,0.2,0.2,,,0.2,0.5,0.5,1.0,,,0.2,0.5,0.452065,0.2222222222222222,11.775,26.5,,,,,1.0,3.0,,,,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,0.16666666666666666,,,,,0.75,,,,0.3,0.3333333333333333,0.3333333333333333,,,,,,,,,0.4627,,0.09090909090909091,0.1111111111111111,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1610612762,2022,2021-22,True
