EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG3M,OpponentPoints,PenaltyFG2M,PenaltyFG3M,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,DefensiveGoaltends,DefCorner3ReboundPct,DefAtRimReboundPct,Offensive Fouls,OffLongMidRangeReboundPct,SecondChanceTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,SelfORebPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Corner3Assists,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedAtRim,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Travels,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Charge Fouls,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
1626204-1627742-1628984-1629637-1630529,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Jaxson Hayes, Herbert Jones","Nance Jr., Ingram, Graham, Hayes, Jones",1626204-1627742-1628984-1629637-1630529,NOP,49.0,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,1.0,117.55102040816327,19.0,5.5,17.5,5.5,0.5,0.5,1.0,0.5,0.5,1.0,0.4676,0.4676,1.0,3.4,26.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
1626204-1627742-1628984-1629637-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Jaxson Hayes, Trey Murphy III","Nance Jr., Ingram, Graham, Hayes, Murphy III",1626204-1627742-1628984-1629637-1630530,NOP,92.0,1,2.0,3.0,2.0,3.0,2.0,3.0,,5.0,,,,1.0,1.0,1.0,1.0,,5.0,,1.0,1.0,,5.0,1.0,,,1.0,,,,5.0,5.0,2.0,,1.25,1.25,0.5,,,,78.26086956521739,10.5,23.666666666666668,10.5,23.666666666666668,,0.5,,,0.5,0.5,0.5105,0.5105,1.0,14.9,25.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
1626204-1627742-1628984-1630230-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Naji Marshall, Trey Murphy III","Nance Jr., Ingram, Graham, Marshall, Murphy III",1626204-1627742-1628984-1630230-1630530,NOP,900.0,5,15.0,-5.0,31.0,29.0,22.0,29.0,8.0,60.0,11.0,5.0,7.0,6.0,4.0,20.0,10.0,6.0,31.0,5.0,11.0,8.0,5.0,19.0,6.0,3.0,8.0,15.0,8.0,9.0,2.0,17.0,19.0,22.0,2.0,0.45588235294117646,0.4318181818181818,0.3333333333333333,0.375,0.4117647058823529,0.4,96.0,15.580645161290322,14.379310344827585,14.516129032258064,14.275862068965518,0.36666666666666664,0.2,1.0,0.3684210526315789,0.21052631578947367,0.7,0.538755,0.5456736842105263,0.6129032258064516,5.17,25.41,0.7096774193548387,1.0,1.0,1.0,,11.0,1.0,36.0,7.0,,10.0,,1.0,3.0,7.0,4.0,3.0,2.0,6.0,1.0,1.0,1.0,,0.1,,0.1,0.55,0.6363636363636364,0.4166666666666667,0.3684210526315789,0.5,0.6666666666666666,,,0.03333333333333333,1.0,1.0,0.16666666666666666,0.2,,0.16666666666666666,7.0,5.0,5.0,3.0,8.0,4.0,4.0,5.0,4.0,14.0,12.0,3.0,6.0,2.0,1.0,6.0,1.0,7.0,1.0,4.0,2.0,15.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,0.5454545454545454,0.75,1.0,1.0,1.0,1.0,0.1,0.1,0.09090909090909091,0.125,0.16666666666666666,0.75,1.0,0.3333333333333333,0.4444444444444444,1.0,0.5,0.4,0.3333333333333333,0.6,1.0,0.6363636363636364,0.7,0.5714285714285714,0.26666666666666666,0.375,0.42857142857142855,0.6666666666666666,0.13333333333333333,1.0,1.0,0.4,0.7142857142857143,0.21052631578947367,0.61735,0.09375,0.13636363636363635,0.45161290322580644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
1626204-1627742-1628984-1630529-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Herbert Jones, Trey Murphy III","Nance Jr., Ingram, Graham, Jones, Murphy III",1626204-1627742-1628984-1630529-1630530,NOP,261.0,3,4.0,-2.0,7.0,8.0,,8.0,,15.0,2.0,,,4.0,,2.0,4.0,1.0,8.0,,,,,,4.0,,,2.0,3.0,2.0,,8.0,,,,0.5714285714285714,,0.6666666666666666,,,,82.75862068965517,18.857142857142858,16.125,18.857142857142858,16.0,0.3333333333333333,0.6666666666666666,,,,1.0,0.5075166666666667,,,2.75,26.2,,,,1.0,,2.0,1.0,10.0,,,,3.0,1.0,1.0,2.0,,,,1.0,,,,,0.25,,0.25,1.0,,0.5833333333333334,,0.5,0.6666666666666666,,,,,,0.25,0.25,,0.25,2.0,,,,,,,,,,4.0,,,,,2.0,,2.0,,2.0,,4.0,,,1.0,,,,,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,0.14285714285714285,0.3333333333333333,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
1626204-1627742-1628984-1630529-203468,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Herbert Jones, CJ McCollum","Nance Jr., Ingram, Graham, Jones, McCollum",1626204-1627742-1628984-1630529-203468,NOP,148.0,1,2.0,6.0,4.0,5.0,4.0,5.0,,9.0,1.0,,1.0,,,3.0,,2.0,8.0,,3.0,,2.0,8.0,,,,2.0,1.0,2.0,1.0,8.0,8.0,4.0,1.0,1.0,1.0,,,,,87.56756756756756,15.5,17.2,15.5,16.8,0.3333333333333333,,,0.3333333333333333,,0.3333333333333333,0.40076666666666666,0.40076666666666666,1.0,8.299999999999999,,1.0,,,,,3.0,,2.0,3.0,,6.0,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,0.5,,,,,,,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,,,1.0,1.0,,0.6666666666666666,1.0,1.0,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
1626204-1627742-1628984-1630530-1630631,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Trey Murphy III, Jose Alvarado","Nance Jr., Ingram, Graham, Murphy III, Alvarado",1626204-1627742-1628984-1630530-1630631,NOP,104.0,1,2.0,1.0,4.0,3.0,4.0,,,7.0,,,,1.0,1.0,2.0,1.0,2.0,4.0,,2.0,1.0,2.0,4.0,1.0,,,2.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,0.5,0.5,0.3333333333333333,,,,96.92307692307692,8.5,23.333333333333332,8.5,22.666666666666668,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.45353333333333334,0.45353333333333334,1.0,12.9,26.6,1.0,1.0,1.0,,,1.0,,3.0,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,,0.3333333333333333,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
1626204-1627742-1628984-1630530-202685,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Trey Murphy III, Jonas Valanciunas","Nance Jr., Ingram, Graham, Murphy III, Valanciunas",1626204-1627742-1628984-1630530-202685,NOP,593.0,2,10.0,-5.0,18.0,17.0,10.0,13.0,3.0,35.0,3.0,2.0,1.0,5.0,3.0,13.0,5.0,2.0,21.0,3.0,6.0,3.0,,11.0,5.0,1.0,3.0,5.0,2.0,2.0,,15.0,11.0,10.0,,0.5526315789473685,0.6111111111111112,0.2777777777777778,0.25,0.3333333333333333,0.25,84.99156829679596,15.722222222222221,18.235294117647058,15.444444444444445,16.58823529411765,0.16666666666666666,0.2777777777777778,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.4562583333333333,0.4448944444444445,0.5238095238095238,7.907692307692307,25.919999999999998,0.5555555555555556,1.0,2.0,1.0,1.0,8.0,1.0,26.0,4.0,1.0,8.0,3.0,1.0,,2.0,2.0,1.0,1.0,7.0,,,,,0.2,0.3333333333333333,0.2,0.6153846153846154,0.6666666666666666,0.5277777777777778,0.6111111111111112,,0.16666666666666666,,,0.1111111111111111,0.5,0.5,0.2,0.2,0.3333333333333333,0.2,3.0,2.0,1.0,4.0,8.0,,,3.0,,6.0,8.0,,2.0,,,4.0,,4.0,,1.0,3.0,8.0,2.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,3.0,0.5,0.5714285714285714,,1.0,1.0,1.0,,,,,,,1.0,,0.4,0.3333333333333333,,0.25,,,,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.5,0.75,,,1.0,0.5,1.0,,0.51225,0.05263157894736842,0.07142857142857142,0.2857142857142857,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
1626204-1627742-1629637-1630230-1630529,1610612740,"Larry Nance Jr., Brandon Ingram, Jaxson Hayes, Naji Marshall, Herbert Jones","Nance Jr., Ingram, Hayes, Marshall, Jones",1626204-1627742-1629637-1630230-1630529,NOP,15.0,1,,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,,,2.0,,1.0,,,2.0,,,,,,,,2.0,2.0,1.0,,1.0,1.0,,,,,96.0,13.0,,13.0,,1.0,,,1.0,,1.0,0.5743,0.5743,1.0,2.3,,1.0,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
1626204-1627742-1629637-1630529-203468,1610612740,"Larry Nance Jr., Brandon Ingram, Jaxson Hayes, Herbert Jones, CJ McCollum","Nance Jr., Ingram, Hayes, Jones, McCollum",1626204-1627742-1629637-1630529-203468,NOP,58.0,1,1.0,-2.0,1.0,2.0,,,,3.0,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,74.48275862068965,24.0,17.0,24.0,17.0,1.0,,,,,1.0,0.4072,,,3.1,,,,,,,1.0,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
1626204-1627742-1630230-1630529-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Naji Marshall, Herbert Jones, Trey Murphy III","Nance Jr., Ingram, Marshall, Jones, Murphy III",1626204-1627742-1630230-1630529-1630530,NOP,44.0,1,1.0,5.0,3.0,1.0,1.0,1.0,,4.0,,,,2.0,1.0,1.0,2.0,,8.0,,,1.0,,3.0,2.0,,,,,,,8.0,3.0,1.0,,1.3333333333333333,1.5,0.6666666666666666,,,,130.9090909090909,6.0,26.0,6.0,26.0,,0.6666666666666666,,,1.0,0.6666666666666666,0.3686666666666667,0.24795,0.375,15.7,27.3,0.3333333333333333,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,1.0,2.0,3.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.3333333333333333,1.5,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,True
