EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,ShootingFouls,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,FtPoints,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,Corner3Assists,DefTwoPtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffCorner3ReboundPct,LongMidRangeAssists,LostBallSteals,LongMidRangePctAssisted,SecondChanceTurnovers,BlockedShortMidRange,PenaltyArc3FGM,FTOffRebounds,OffFTReboundPct,PenaltyArc3Accuracy,ShortMidRangeAssists,ShortMidRangePctAssisted,PtsPutbacks,HeaveAttempts,Charge Fouls,Loose Ball Fouls Drawn,BlockedLongMidRange,OffLongMidRangeReboundPct,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,3SecondViolations,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Transition Take Fouls,DefensiveGoaltends,3pt And 1 Free Throw Trips,Transition Take Fouls Drawn,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
1628365-1628371-1628976-1629643-1631094,1610612753,"Markelle Fultz, Jonathan Isaac, Wendell Carter Jr., Chuma Okeke, Paolo Banchero","Fultz, Isaac, Carter Jr., Okeke, Banchero",1628365-1628371-1628976-1629643-1631094,ORL,24.0,1,1.0,2.0,1.0,2.0,1.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,180.0,8.5,7.0,6.0,7.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5432833333333333,0.5432833333333333,1.0,1.0,1.0,25.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
1628365-1628371-1628976-1630175-1630532,1610612753,"Markelle Fultz, Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Franz Wagner","Fultz, Isaac, Carter Jr., Anthony, Wagner",1628365-1628371-1628976-1630175-1630532,ORL,254.0,2,-4.0,7.0,8.0,,,2.0,15,2.0,7.0,1.0,3.0,,,2.0,,,3.0,8.0,2.0,9.0,13.0,1.0,3.0,,2.0,,,,,2.0,2.0,1.0,2.0,1.0,5.0,,,1.0,3.0,4.0,2.0,,,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,,0.45,0.3333333333333333,,0.45,0.3333333333333333,,0.2,,,0.5,,85.03937007874016,19.0,15.125,17.142857142857142,13.25,0.7,0.2857142857142857,0.3333333333333333,0.5,0.2,1.0,0.3333333333333333,,,,,,0.9,0.5934999999999999,,0.2222222222222222,,2.5375,25.7,,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,0.5,0.5,0.125,0.14285714285714285,0.6,0.3333333333333333,0.25,0.6,0.3333333333333333,0.2,0.1,1.0,1.0,0.5,0.5,1.0,0.5,0.7085333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
1628365-1628371-1628976-1630175-1641710,1610612753,"Markelle Fultz, Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Anthony Black","Fultz, Isaac, Carter Jr., Anthony, Black",1628365-1628371-1628976-1630175-1641710,ORL,41.0,1,,1.0,1.0,1.0,1.0,,2,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,70.2439024390244,27.0,14.0,27.0,14.0,,,,,,,,,,,,,,0.2959,0.2959,,,13.2,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
1628365-1628371-1628976-1630175-204060,1610612753,"Markelle Fultz, Jonathan Isaac, Wendell Carter Jr., Cole Anthony, Joe Ingles","Fultz, Isaac, Carter Jr., Anthony, Ingles",1628365-1628371-1628976-1630175-204060,ORL,2088.0,6,-29.0,69.0,70.0,13.0,15.0,7.0,139,8.0,17.0,1.0,4.0,2.0,5.0,18.0,3.0,2.0,12.0,34.0,23.0,63.0,92.0,1.0,5.0,3.0,10.0,2.0,7.0,4.0,13.0,12.0,18.0,6.0,12.0,6.0,30.0,5.0,,19.0,9.0,28.0,17.0,13.0,13.0,0.5,0.5,0.35294117647058826,0.2,0.2857142857142857,0.42105263157894735,0.5,0.3181818181818182,0.4921875,0.5555555555555556,0.4642857142857143,0.40350877192982454,,0.3333333333333333,0.25,0.4166666666666667,95.86206896551725,15.73913043478261,14.314285714285715,15.246376811594203,14.028571428571428,0.2982456140350877,0.47058823529411764,0.6666666666666666,0.75,0.3157894736842105,0.5,0.25,1.0,0.375,0.45454545454545453,0.4,0.18181818181818182,0.7017543859649122,0.5600026315789474,0.5760409090909091,0.15873015873015872,0.20634920634920634,6.117647058823529,25.539130434782614,0.18840579710144928,35.0,3.0,13.0,6.0,8.0,12.0,18.0,6.0,7.0,6.0,4.0,4.0,10.0,2.0,4.0,4.0,5.0,15.0,53.0,0.75,0.34782608695652173,0.34782608695652173,0.20588235294117646,0.29411764705882354,0.19047619047619047,0.7692307692307693,0.6785714285714286,0.2222222222222222,0.8,0.06896551724137931,0.22807017543859648,0.23076923076923078,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6873999999999999,1.0,4.0,2.0,5.0,1.0,2.0,2.0,15.0,2.0,2.0,1.0,6.0,6.0,2.0,9.0,7.0,2.0,6.0,8.0,1.0,2.0,15.0,1.0,2.0,1.0,2.0,17.0,3.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.6666666666666666,0.25,0.15384615384615385,0.4666666666666667,0.6,0.2,0.8333333333333334,0.2857142857142857,1.0,0.6666666666666666,1.0,0.07017543859649122,0.25,0.25,0.08771929824561403,0.4,0.4,1.0,0.6666666666666666,0.5,0.18181818181818182,0.5,0.11475409836065574,0.18421052631578946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
1628365-1628371-1628976-1630243-1630532,1610612753,"Markelle Fultz, Jonathan Isaac, Wendell Carter Jr., Trevelin Queen, Franz Wagner","Fultz, Isaac, Carter Jr., Queen, Wagner",1628365-1628371-1628976-1630243-1630532,ORL,127.0,1,,3.0,3.0,,,1.0,6,1.0,1.0,1.0,1.0,,,2.0,,,1.0,1.0,3.0,8.0,8.0,1.0,1.0,,2.0,,,,,,2.0,,2.0,,6.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.75,,1.0,1.0,,68.03149606299212,24.333333333333332,18.0,22.0,18.0,0.25,1.0,1.0,,0.5,1.0,1.0,,,,,,1.0,0.5491,,0.25,,2.1,25.03333333333333,,2.0,,,2.0,2.0,2.0,6.0,2.0,,2.0,2.0,,,,,,,,6.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
1628365-1628371-1628976-1630532-1631094,1610612753,"Markelle Fultz, Jonathan Isaac, Wendell Carter Jr., Franz Wagner, Paolo Banchero","Fultz, Isaac, Carter Jr., Wagner, Banchero",1628365-1628371-1628976-1630532-1631094,ORL,9.0,1,,1.0,,,,,1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,9.0,,9.0,,,,,,,,,,,,,,,0.3876,,,,5.6,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
1628365-1628371-1628976-1630591-1631094,1610612753,"Markelle Fultz, Jonathan Isaac, Wendell Carter Jr., Jalen Suggs, Paolo Banchero","Fultz, Isaac, Carter Jr., Suggs, Banchero",1628365-1628371-1628976-1630591-1631094,ORL,152.0,2,2.0,6.0,6.0,,,,12,,1.0,,,,,1.0,,,2.0,3.0,1.0,5.0,3.0,,,,,,,,,2.0,1.0,1.0,1.0,,2.0,,2.0,4.0,,4.0,3.0,,,0.5,0.5,0.6666666666666666,,,0.5,,,0.5,,,0.25,1.0,,,,113.6842105263158,11.5,13.833333333333334,11.5,13.833333333333334,0.25,,,,0.25,,,,,,,,0.5,0.466425,,,,14.466666666666667,25.7,,3.0,,,,,2.0,,,1.0,,,,1.0,,1.0,,2.0,1.0,5.0,,,,0.3333333333333333,1.0,,1.0,0.6666666666666666,,1.0,,,,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,1.0,0.5,,,,1.0,,,0.5,1.0,1.0,,,,,,,,,0.2,0.25,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
1628365-1628371-1628976-1630591-204060,1610612753,"Markelle Fultz, Jonathan Isaac, Wendell Carter Jr., Jalen Suggs, Joe Ingles","Fultz, Isaac, Carter Jr., Suggs, Ingles",1628365-1628371-1628976-1630591-204060,ORL,41.0,1,5.0,2.0,1.0,,,,3,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,5.0,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,5.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,1.25,,,1.25,,,0.5,,,,,105.36585365853658,6.0,29.0,6.0,29.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,1.0,0.530325,,,,3.0,25.4,,1.0,,,1.0,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,5.0,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
1628365-1628371-1628976-1641710-204060,1610612753,"Markelle Fultz, Jonathan Isaac, Wendell Carter Jr., Anthony Black, Joe Ingles","Fultz, Isaac, Carter Jr., Black, Ingles",1628365-1628371-1628976-1641710-204060,ORL,6.0,1,,1.0,,1.0,,,1,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,240.0,6.0,,6.0,,,,,,1.0,,,,,,,1.0,1.0,0.3675,0.3675,,,,26.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
1628365-1628371-1629021-1630175-1630532,1610612753,"Markelle Fultz, Jonathan Isaac, Moritz Wagner, Cole Anthony, Franz Wagner","Fultz, Isaac, Wagner, Anthony, Wagner",1628365-1628371-1629021-1630175-1630532,ORL,223.0,4,-1.0,7.0,7.0,,1.0,1.0,14,3.0,3.0,,,,,2.0,,,3.0,4.0,2.0,7.0,8.0,,,,,,,,,6.0,2.0,3.0,3.0,3.0,6.0,,,2.0,,2.0,3.0,,,1.0,1.0,0.75,,,0.5,,,0.5,,,0.3333333333333333,,,,,90.40358744394618,18.428571428571427,13.428571428571429,17.571428571428573,13.428571428571429,0.5,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.8333333333333334,0.5484,,,,4.425,25.95,,4.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,3.0,2.0,7.0,,,,,,,1.0,1.0,,,,0.16666666666666666,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,3.0,1.0,2.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,0.2857142857142857,0.4,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2024,2023-24,True
