EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,AtRimAssists,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefShortMidRangeReboundPct,AtRimPctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyCorner3FGA,OffThreePtRebounds,FTOffRebounds,LostBallSteals,2pt And 1 Free Throw Trips,DefensiveGoaltends,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,PenaltyCorner3Frequency,FTDefRebounds,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,BadPassTurnovers,Travels,Offensive Fouls Drawn,FG2APctBlocked,ShortMidRangePctBlocked,SecondChanceArc3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Transition Take Fouls Drawn,3SecondViolations,SecondChanceFg3Pct,AtRimPctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,SecondChanceCorner3Frequency,Charge Fouls Drawn,OffensiveGoaltends,HeaveAttempts,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedArc3,LongMidRangePctBlocked,BlockedLongMidRange,Transition Take Fouls,team_id,year,season,team_vs
1626166-1626171-1626192-1627736-201572,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, Malik Beasley, Brook Lopez","Payne, Portis, Connaughton, Beasley, Lopez",1626166-1626171-1626192-1627736-201572,MIL,743.0,6,12.0,8.0,25.0,25.0,2.0,2.0,50.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,7.0,9.0,6.0,13.0,10.0,12.0,2.0,44.0,36.0,2.0,3.0,4.0,6.0,6.0,30.0,2.0,9.0,7.0,3.0,10.0,13.0,7.0,3.0,2.0,1.0,36.0,3.0,4.0,3.0,7.0,3.0,10.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,40.0,0.5,0.6,1.0,0.8333333333333334,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.84,0.6666666666666666,0.84,0.6666666666666666,0.48,0.3333333333333333,0.75,0.42857142857142855,1.0,0.875,0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,0.1111111111111111,96.90444145356662,1.0,17.04,12.68,16.56,12.68,0.24,0.3333333333333333,0.3333333333333333,0.12,0.6666666666666666,0.6666666666666666,1.0,0.16,0.5,0.5,0.5,0.12,1.0,1.0,1.0,0.36,0.7777777777777778,0.7777777777777778,1.0,0.6666666666666666,0.5,0.72,0.7777777777777778,0.528454,0.5422333333333333,0.09090909090909091,7.753846153846154,25.59166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
1626166-1626171-1626192-1627736-203109,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, Malik Beasley, Jae Crowder","Payne, Portis, Connaughton, Beasley, Crowder",1626166-1626171-1626192-1627736-203109,MIL,354.0,3,6.0,2.0,12.0,10.0,,,22.0,1.0,1.0,,,1.0,2.0,2.0,2.0,,,2.0,5.0,4.0,5.0,2.0,5.0,4.0,18.0,16.0,,,,2.0,6.0,3.0,,5.0,2.0,1.0,1.0,2.0,1.0,,,,5.0,,,2.0,2.0,,2.0,,,,,,,,1.0,3.0,,3.0,5.0,,1.0,,1.0,1.0,18.0,0.25,0.25,0.5,0.4,0.4,0.8,,0.7,,0.6923076923076923,,0.5,,0.5,,,0.5,,,,,1.0,,,,89.4915254237288,1.0,13.166666666666666,19.6,13.166666666666666,18.9,0.1,1.0,1.0,0.2,0.5,0.5,,0.2,1.0,1.0,,,,,,0.5,0.4,0.4,0.5,,,0.6,0.4,0.490055,,,12.6,26.04,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,0.5,0.6666666666666666,0.5,1.0,0.5,0.481875,0.16666666666666666,0.2857142857142857,0.2222222222222222,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
1626166-1626171-1626192-1627736-203114,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, Malik Beasley, Khris Middleton","Payne, Portis, Connaughton, Beasley, Middleton",1626166-1626171-1626192-1627736-203114,MIL,45.0,1,1.0,-2.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,96.0,,19.0,13.0,19.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
1626166-1626171-1626192-1627736-203507,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, Malik Beasley, Giannis Antetokounmpo","Payne, Portis, Connaughton, Beasley, Antetokounmpo",1626166-1626171-1626192-1627736-203507,MIL,641.0,5,11.0,3.0,21.0,21.0,,3.0,42.0,1.0,1.0,1.0,1.0,6.0,9.0,,1.0,,2.0,2.0,9.0,7.0,11.0,2.0,11.0,6.0,26.0,23.0,2.0,4.0,4.0,2.0,12.0,3.0,4.0,9.0,2.0,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,6.0,3.0,9.0,4.0,13.0,2.0,2.0,1.0,,,,,1.0,2.0,,5.0,7.0,,,,,,22.0,0.14285714285714285,0.2,0.5,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.5,0.45454545454545453,0.5,0.52,0.5,0.5,,0.5,0.25,0.75,0.6428571428571429,0.23076923076923078,,,0.3333333333333333,1.0,0.8333333333333334,0.5,0.15384615384615385,94.35257410296411,,14.80952380952381,15.714285714285714,14.333333333333334,15.095238095238095,0.045454545454545456,1.0,1.0,0.4090909090909091,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.045454545454545456,,,,0.09090909090909091,,,,0.4090909090909091,0.2222222222222222,0.2222222222222222,0.5,0.25,1.0,0.5454545454545454,0.2222222222222222,0.4944363636363636,0.47755,0.15384615384615385,8.881818181818183,26.481818181818184,4.0,2.0,1.0,1.0,3.0,,2.0,3.0,,1.0,4.0,,,2.0,4.0,1.0,0.25,0.25,0.5,,0.5,0.531075,0.16,0.2857142857142857,0.07692307692307693,0.19047619047619047,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,0.2857142857142857,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
1626166-1626171-1626192-1630699-1631260,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, MarJon Beauchamp, AJ Green","Payne, Portis, Connaughton, Beauchamp, Green",1626166-1626171-1626192-1630699-1631260,MIL,107.0,1,2.0,3.0,3.0,4.0,3.0,1.0,7.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,2.0,2.0,,1.0,1.0,5.0,2.0,,,,2.0,2.0,,,1.0,,1.0,,1.0,,,,,2.0,,2.0,,3.0,1.0,4.0,,,,1.0,,1.0,1.0,,1.0,,1.0,2.0,,,,,,5.0,0.5,0.5,,,,1.0,,0.6666666666666666,,0.625,,0.3333333333333333,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,94.2056074766355,,21.0,11.0,18.666666666666668,11.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,0.6666666666666666,,0.4832166666666667,,,4.75,25.5,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,0.25,0.3333333333333333,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
1626166-1626171-1626192-1630699-201572,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, MarJon Beauchamp, Brook Lopez","Payne, Portis, Connaughton, Beauchamp, Lopez",1626166-1626171-1626192-1630699-201572,MIL,62.0,2,1.0,-3.0,2.0,2.0,,,4.0,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,,1.0,,,,,,,,,92.9032258064516,,14.0,17.0,14.0,17.0,,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,0.4811,,,5.0,26.8,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
1626166-1626171-1626192-1630699-203081,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, MarJon Beauchamp, Damian Lillard","Payne, Portis, Connaughton, Beauchamp, Lillard",1626166-1626171-1626192-1630699-203081,MIL,340.0,2,6.0,2.0,11.0,12.0,5.0,1.0,23.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,15.0,13.0,1.0,1.0,2.0,4.0,,9.0,,3.0,3.0,2.0,3.0,5.0,3.0,,1.0,,13.0,,2.0,2.0,4.0,1.0,5.0,,,,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,13.0,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,1.0,0.9285714285714286,1.0,0.875,1.0,0.5714285714285714,0.6666666666666666,1.0,,1.0,1.0,,,,,,1.0,,,97.41176470588235,,15.090909090909092,14.5,14.363636363636363,14.5,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,0.14285714285714285,,,,0.42857142857142855,1.0,1.0,1.0,,,0.7142857142857143,1.0,0.5460142857142857,0.3844,0.13333333333333333,8.966666666666667,25.2,11.0,3.0,2.0,3.0,4.0,2.0,15.0,,1.0,,,1.0,,15.0,11.0,0.6666666666666666,0.9285714285714286,0.875,1.0,1.0,0.42857142857142855,0.5460142857142857,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,0.14285714285714285,,,,,1.0,1.0,3.0,3.0,3.0,1.0,0.75,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
1626166-1626171-1626192-1630699-203109,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, MarJon Beauchamp, Jae Crowder","Payne, Portis, Connaughton, Beauchamp, Crowder",1626166-1626171-1626192-1630699-203109,MIL,912.0,6,15.0,-17.0,28.0,28.0,11.0,3.0,56.0,4.0,6.0,1.0,1.0,4.0,10.0,1.0,3.0,,,2.0,8.0,9.0,19.0,2.0,8.0,4.0,28.0,45.0,2.0,2.0,4.0,10.0,8.0,3.0,2.0,8.0,2.0,5.0,1.0,6.0,1.0,,2.0,1.0,13.0,2.0,5.0,3.0,8.0,4.0,12.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,6.0,,8.0,7.0,,1.0,,1.0,1.0,24.0,0.5555555555555556,0.625,0.5,0.25,0.25,0.47368421052631576,1.0,0.4444444444444444,0.6666666666666666,0.4666666666666667,0.6666666666666666,0.2962962962962963,0.5,0.6,0.2222222222222222,0.7142857142857143,0.6666666666666666,0.26666666666666666,,,0.5,,1.0,0.5,0.06666666666666667,88.42105263157895,1.0,18.035714285714285,14.535714285714286,17.214285714285715,13.75,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.37037037037037035,0.4,0.4444444444444444,0.5,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2962962962962963,0.25,0.25,0.5,0.3333333333333333,1.0,0.5185185185185185,0.25,0.46734444444444445,0.51275,0.14285714285714285,7.9526315789473685,26.45,8.0,1.0,3.0,6.0,1.0,4.0,10.0,3.0,2.0,,3.0,1.0,1.0,10.0,8.0,0.5,0.42857142857142855,0.5,0.6666666666666666,0.5,0.14285714285714285,0.4621142857142857,0.10344827586206896,0.14285714285714285,0.35714285714285715,0.2857142857142857,,2.0,,,1.0,,,0.3333333333333333,0.4,0.3333333333333333,,,,1.0,,2.0,2.0,,,,1.0,,0.2857142857142857,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.05263157894736842,0.1,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
1626166-1626171-1626192-1630699-203114,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, MarJon Beauchamp, Khris Middleton","Payne, Portis, Connaughton, Beauchamp, Middleton",1626166-1626171-1626192-1630699-203114,MIL,215.0,1,4.0,3.0,8.0,7.0,,,15.0,1.0,1.0,,,2.0,3.0,,,,,1.0,3.0,3.0,4.0,1.0,3.0,2.0,11.0,8.0,,,,6.0,,3.0,,3.0,1.0,3.0,1.0,4.0,1.0,,2.0,,9.0,,,1.0,2.0,,2.0,,1.0,1.0,,,,,3.0,3.0,,1.0,2.0,,,,,,11.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.75,,0.6428571428571429,,0.6875,,0.42857142857142855,,0.25,,,0.2,,,,,,,,,100.46511627906976,,12.75,16.142857142857142,12.75,15.714285714285714,0.14285714285714285,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,0.5714285714285714,0.3333333333333333,0.5516928571428571,,,8.15,25.03333333333333,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,0.125,0.2,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
1626166-1626171-1626192-1630699-203507,1610612749,"Cameron Payne, Bobby Portis, Pat Connaughton, MarJon Beauchamp, Giannis Antetokounmpo","Payne, Portis, Connaughton, Beauchamp, Antetokounmpo",1626166-1626171-1626192-1630699-203507,MIL,2647.0,14,44.0,6.0,91.0,92.0,17.0,9.0,183.0,19.0,24.0,4.0,5.0,5.0,13.0,,7.0,3.0,8.0,12.0,29.0,24.0,44.0,15.0,37.0,17.0,110.0,104.0,4.0,5.0,14.0,24.0,24.0,42.0,6.0,29.0,12.0,12.0,14.0,26.0,11.0,3.0,,,66.0,5.0,13.0,14.0,28.0,11.0,39.0,,11.0,7.0,7.0,7.0,3.0,14.0,6.0,21.0,1.0,14.0,21.0,1.0,3.0,3.0,3.0,1.0,96.0,0.5,0.5714285714285714,0.9333333333333333,0.40540540540540543,0.40540540540540543,0.5454545454545454,0.8,0.5740740740740741,0.6111111111111112,0.6055555555555555,0.7,0.4567901234567901,0.5,0.7368421052631579,0.25,0.65,0.6923076923076923,0.2619047619047619,0.6,,0.625,0.8,0.6666666666666666,0.5,,99.55421231582923,0.3333333333333333,14.252747252747254,14.673913043478262,13.758241758241759,14.021739130434783,0.2962962962962963,0.7916666666666666,1.0,0.16049382716049382,0.38461538461538464,0.4166666666666667,,0.08641975308641975,,,,0.09876543209876543,0.375,0.375,1.0,0.35802469135802467,0.41379310344827586,0.41379310344827586,0.9166666666666666,0.5555555555555556,0.8,0.7530864197530864,0.41379310344827586,0.5489018518518518,0.5798583333333334,0.12727272727272726,5.804545454545455,25.975675675675678,23.0,7.0,7.0,12.0,9.0,6.0,35.0,3.0,12.0,,9.0,3.0,,35.0,23.0,0.5833333333333334,0.6904761904761905,0.7291666666666666,0.8333333333333334,0.631578947368421,0.3333333333333333,0.5438785714285714,0.10344827586206896,0.18,0.3181818181818182,0.25274725274725274,2.0,6.0,,4.0,3.0,,,0.2727272727272727,0.25,0.23529411764705882,0.09523809523809523,1.0,2.0,3.0,1.0,4.0,6.0,4.0,5.0,4.0,2.0,0.5555555555555556,0.2857142857142857,0.6666666666666666,0.5714285714285714,4.0,4.0,6.0,4.0,2.0,,0.13636363636363635,0.07692307692307693,0.4444444444444444,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.20833333333333334,0.4,0.25,0.25,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2024,2023-24,False
